region,status,fqdn,ip_address,missing_in_ipam
central,active,DALTXCO08.central.lightspeed.net,10.10.141.24,0
east,active,ATLGASW07.east.lightspeed.net,10.20.253.84,0
southeast,degraded,BNATNDS71.southeast.lightspeed.net,10.40.169.9,0
southwest,down,PHXAZSW99.southwest.lightspeed.net,10.50.93.220,0
central,active,OKCOKSW62.central.lightspeed.net,10.10.197.2,0
west,degraded,LAXCAAG74.west.lightspeed.net,10.30.208.142,0
east,active,CLTNCED97.east.lightspeed.net,10.20.190.175,0
west,degraded,SEAWACO24.west.lightspeed.net,10.30.201.248,0
east,degraded,ATLGACO60.east.lightspeed.net,10.20.39.20,0
east,active,PITPACO12.east.lightspeed.net,10.20.249.44,0
west,active,SFOCART24.west.lightspeed.net,10.30.41.166,0
southwest,retired,ELPTXED67.southwest.lightspeed.net,10.50.105.118,0
northeast,down,BOSMART22.northeast.lightspeed.net,10.60.130.87,0
northeast,active,BOSMAAG45.northeast.lightspeed.net,10.60.1.142,0
central,degraded,DALTXSW72.central.lightspeed.net,10.10.9.246,0
central,active,AUSTXDS54.central.lightspeed.net,10.10.46.202,0
west,active,SEAWACO90.west.lightspeed.net,10.30.211.48,0
northeast,active,BOSMAAG94.northeast.lightspeed.net,10.60.73.179,0
northwest,down,GEGWART91.northwest.lightspeed.net,10.70.252.40,0
,active,PHLPAAG06.northeast.lightspeed.net,10.60.146.23,1
west,active,SEAWART68.west.lightspeed.net,10.30.153.252,0
southwest,active,ELPTXED19.southwest.lightspeed.net,10.50.51.210,0
northeast,retired,NYCNYDS76.northeast.lightspeed.net,10.60.98.30,0
northeast,degraded,BOSMART82.northeast.lightspeed.net,10.60.255.146,0
central,active,OKCOKDS07.central.lightspeed.net,10.10.185.150,0
east,degraded,PITPAED18.east.lightspeed.net,10.20.162.32,0
northeast,down,PHLPAED57.northeast.lightspeed.net,10.60.215.15,0
southeast,active,MIAFLSW44.southeast.lightspeed.net,10.40.40.72,0
northeast,active,PHLPAAG85.northeast.lightspeed.net,10.60.173.170,0
northeast,active,PHLPASW05.northeast.lightspeed.net,10.60.228.101,0
west,active,SFOCACO49.west.lightspeed.net,10.30.164.115,0
southwest,active,PHXAZSW18.southwest.lightspeed.net,10.50.188.231,0
northeast,retired,BOSMAED66.northeast.lightspeed.net,10.60.33.82,0
northwest,active,BOIIDRT42.northwest.lightspeed.net,10.70.163.149,0
southwest,active,ABQNMED97.southwest.lightspeed.net,10.50.12.120,0
east,degraded,PITPART01.east.lightspeed.net,10.20.0.32,0
southeast,degraded,MIAFLDS74.southeast.lightspeed.net,10.40.25.103,0
west,active,SEAWACO50.west.lightspeed.net,10.30.215.2,0
northwest,active,BOIIDRT51.northwest.lightspeed.net,10.70.201.13,0
east,active,PITPART09.east.lightspeed.net,10.20.192.166,0
east,active,CLTNCRT28.east.lightspeed.net,10.20.144.42,0
west,active,SEAWASW66.west.lightspeed.net,10.30.122.137,0
northeast,active,NYCNYAG68.northeast.lightspeed.net,10.60.63.146,0
northwest,active,GEGWACO67.northwest.lightspeed.net,10.70.65.113,0
west,down,LAXCAED05.west.lightspeed.net,10.30.186.216,0
east,active,ATLGADS12.east.lightspeed.net,10.20.74.136,0
northwest,active,GEGWASW48.northwest.lightspeed.net,10.70.40.29,0
northeast,active,PHLPART22.northeast.lightspeed.net,10.60.234.252,0
west,active,SEAWASW14.west.lightspeed.net,10.30.243.233,0
east,active,CLTNCED40.east.lightspeed.net,10.20.142.60,0
east,degraded,ATLGAAG01.east.lightspeed.net,10.20.192.143,0
central,active,OKCOKAG33.central.lightspeed.net,10.10.73.36,0
southeast,active,JAXFLSW41.southeast.lightspeed.net,10.40.95.229,0
northwest,down,BOIIDDS57.northwest.lightspeed.net,10.70.115.225,0
central,active,OKCOKRT12.central.lightspeed.net,10.10.41.198,0
east,active,PITPADS22.east.lightspeed.net,10.20.80.162,0
southwest,active,PHXAZDS79.southwest.lightspeed.net,10.50.197.24,0
southeast,active,BNATNED55.southeast.lightspeed.net,10.40.91.172,0
central,degraded,DALTXAG61.central.lightspeed.net,10.10.81.71,0
southwest,degraded,ABQNMAG76.southwest.lightspeed.net,10.50.196.192,0
central,degraded,AUSTXSW68.central.lightspeed.net,10.10.110.171,0
west,active,SFOCART87.west.lightspeed.net,10.30.77.61,0
central,active,DALTXAG63.central.lightspeed.net,10.10.23.41,0
northeast,active,PHLPAAG32.northeast.lightspeed.net,10.60.71.11,0
central,active,AUSTXSW18.central.lightspeed.net,10.10.116.228,0
east,active,CLTNCDS47.east.lightspeed.net,10.20.190.218,0
,degraded,BOIIDDS39.northwest.lightspeed.net,10.70.87.11,1
southeast,active,MIAFLED73.southeast.lightspeed.net,10.40.185.64,0
central,degraded,AUSTXSW31.central.lightspeed.net,10.10.79.244,0
northeast,active,PHLPART92.northeast.lightspeed.net,10.60.100.178,0
central,down,DALTXED23.central.lightspeed.net,10.10.135.66,0
southwest,active,ABQNMSW20.southwest.lightspeed.net,10.50.100.70,0
northeast,active,NYCNYRT72.northeast.lightspeed.net,10.60.89.176,0
northeast,active,NYCNYAG71.northeast.lightspeed.net,10.60.8.61,0
,active,NYCNYSW99.northeast.lightspeed.net,10.60.148.119,1
northeast,active,NYCNYCO17.northeast.lightspeed.net,10.60.243.24,0
east,active,CLTNCSW48.east.lightspeed.net,10.20.29.249,0
northwest,retired,BOIIDAG17.northwest.lightspeed.net,10.70.210.218,0
central,down,AUSTXSW28.central.lightspeed.net,10.10.244.79,0
northeast,active,PHLPASW19.northeast.lightspeed.net,10.60.144.235,0
east,active,PITPART42.east.lightspeed.net,10.20.45.216,0
northwest,active,GEGWAAG73.northwest.lightspeed.net,10.70.62.251,0
,active,BOIIDSW26.northwest.lightspeed.net,10.70.47.188,1
northwest,active,BOIIDED09.northwest.lightspeed.net,10.70.49.24,0
southwest,active,ELPTXAG30.southwest.lightspeed.net,10.50.71.14,0
west,active,LAXCACO29.west.lightspeed.net,10.30.251.152,0
west,active,LAXCART19.west.lightspeed.net,10.30.97.29,0
west,active,SFOCART79.west.lightspeed.net,10.30.162.162,0
central,degraded,DALTXDS92.central.lightspeed.net,10.10.129.213,0
central,down,OKCOKRT09.central.lightspeed.net,10.10.136.11,0
east,active,PITPADS87.east.lightspeed.net,10.20.31.85,0
,active,LAXCAAG35.west.lightspeed.net,10.30.213.243,1
central,active,DALTXSW61.central.lightspeed.net,10.10.134.52,0
central,active,AUSTXED26.central.lightspeed.net,10.10.126.26,0
east,active,PITPADS35.east.lightspeed.net,10.20.3.115,0
central,active,OKCOKED19.central.lightspeed.net,10.10.18.172,0
,active,BOSMART06.northeast.lightspeed.net,10.60.157.191,1
northeast,active,PHLPAAG99.northeast.lightspeed.net,10.60.27.251,0
east,active,CLTNCAG25.east.lightspeed.net,10.20.241.65,0
southwest,active,PHXAZED23.southwest.lightspeed.net,10.50.232.166,0
central,degraded,DALTXED32.central.lightspeed.net,10.10.191.251,0
northeast,active,PHLPAED56.northeast.lightspeed.net,10.60.84.10,0
southeast,active,BNATNRT49.southeast.lightspeed.net,10.40.160.91,0
east,degraded,PITPART69.east.lightspeed.net,10.20.219.17,0
central,active,DALTXCO27.central.lightspeed.net,10.10.235.173,0
central,active,OKCOKCO70.central.lightspeed.net,10.10.199.174,0
northeast,active,NYCNYAG08.northeast.lightspeed.net,10.60.102.13,0
northeast,active,BOSMART45.northeast.lightspeed.net,10.60.238.57,0
west,active,LAXCADS37.west.lightspeed.net,10.30.82.190,0
northwest,down,BOIIDAG29.northwest.lightspeed.net,10.70.227.132,0
southeast,degraded,BNATNED53.southeast.lightspeed.net,10.40.103.190,0
northwest,active,BOIIDAG03.northwest.lightspeed.net,10.70.188.158,0
central,degraded,OKCOKRT94.central.lightspeed.net,10.10.101.147,0
southeast,active,BNATNSW64.southeast.lightspeed.net,10.40.2.40,0
central,down,DALTXRT80.central.lightspeed.net,10.10.78.79,0
northeast,down,NYCNYRT56.northeast.lightspeed.net,10.60.191.72,0
southeast,active,BNATNSW53.southeast.lightspeed.net,10.40.160.187,0
southwest,active,ELPTXAG86.southwest.lightspeed.net,10.50.113.57,0
northwest,degraded,PORORAG16.northwest.lightspeed.net,10.70.89.164,0
west,active,SFOCART78.west.lightspeed.net,10.30.38.28,0
southwest,active,PHXAZSW46.southwest.lightspeed.net,10.50.36.165,0
southeast,active,BNATNED75.southeast.lightspeed.net,10.40.54.63,0
northeast,active,BOSMACO98.northeast.lightspeed.net,10.60.231.239,0
southwest,active,ABQNMED20.southwest.lightspeed.net,10.50.76.223,0
west,degraded,SEAWADS31.west.lightspeed.net,10.30.91.210,0
southeast,active,JAXFLSW06.southeast.lightspeed.net,10.40.219.198,0
east,active,CLTNCAG46.east.lightspeed.net,10.20.10.149,0
west,active,SEAWADS08.west.lightspeed.net,10.30.94.209,0
east,active,CLTNCSW05.east.lightspeed.net,10.20.195.231,0
east,active,ATLGAED90.east.lightspeed.net,10.20.192.180,0
northeast,active,NYCNYSW04.northeast.lightspeed.net,10.60.176.39,0
northeast,active,PHLPACO01.northeast.lightspeed.net,10.60.122.253,0
east,active,PITPASW99.east.lightspeed.net,10.20.197.128,0
southwest,active,ABQNMDS92.southwest.lightspeed.net,10.50.89.37,0
northwest,retired,PORORRT95.northwest.lightspeed.net,10.70.33.81,0
central,degraded,OKCOKAG46.central.lightspeed.net,10.10.192.125,0
east,active,CLTNCSW15.east.lightspeed.net,10.20.212.86,0
central,active,AUSTXAG03.central.lightspeed.net,10.10.139.71,0
northwest,active,PORORDS57.northwest.lightspeed.net,10.70.164.29,0
northwest,active,PORORDS90.northwest.lightspeed.net,10.70.157.223,0
west,down,SFOCART86.west.lightspeed.net,10.30.67.239,0
central,active,AUSTXRT73.central.lightspeed.net,10.10.190.167,0
central,active,OKCOKDS57.central.lightspeed.net,10.10.180.206,0
central,down,OKCOKDS53.central.lightspeed.net,10.10.214.204,0
northwest,active,PORORSW26.northwest.lightspeed.net,10.70.104.79,0
central,retired,AUSTXSW88.central.lightspeed.net,10.10.156.4,0
southwest,down,PHXAZRT75.southwest.lightspeed.net,10.50.145.204,0
southeast,active,MIAFLAG70.southeast.lightspeed.net,10.40.58.62,0
southeast,active,MIAFLAG30.southeast.lightspeed.net,10.40.37.242,0
central,active,DALTXSW39.central.lightspeed.net,10.10.63.144,0
central,active,DALTXRT28.central.lightspeed.net,10.10.134.66,0
central,degraded,AUSTXED71.central.lightspeed.net,10.10.177.159,0
east,active,PITPASW25.east.lightspeed.net,10.20.28.173,0
west,active,SEAWADS79.west.lightspeed.net,10.30.0.34,0
southwest,active,ABQNMED04.southwest.lightspeed.net,10.50.92.233,0
west,degraded,SFOCAED01.west.lightspeed.net,10.30.89.235,0
central,active,DALTXED63.central.lightspeed.net,10.10.175.46,0
northwest,active,BOIIDCO91.northwest.lightspeed.net,10.70.3.168,0
southeast,active,MIAFLSW54.southeast.lightspeed.net,10.40.109.111,0
southwest,active,ABQNMRT90.southwest.lightspeed.net,10.50.11.161,0
central,active,AUSTXSW21.central.lightspeed.net,10.10.59.30,0
southwest,active,PHXAZRT64.southwest.lightspeed.net,10.50.156.77,0
southwest,active,ELPTXDS34.southwest.lightspeed.net,10.50.213.182,0
northwest,active,PORORRT60.northwest.lightspeed.net,10.70.159.124,0
northwest,active,BOIIDRT98.northwest.lightspeed.net,10.70.243.175,0
northeast,active,PHLPASW03.northeast.lightspeed.net,10.60.152.5,0
east,degraded,ATLGAED56.east.lightspeed.net,10.20.237.75,0
west,degraded,SFOCART74.west.lightspeed.net,10.30.19.89,0
east,active,PITPART81.east.lightspeed.net,10.20.211.255,0
northwest,active,PORORRT89.northwest.lightspeed.net,10.70.24.159,0
central,degraded,OKCOKDS05.central.lightspeed.net,10.10.212.157,0
east,degraded,ATLGAED55.east.lightspeed.net,10.20.54.229,0
northeast,down,NYCNYSW01.northeast.lightspeed.net,10.60.212.87,0
northwest,active,PORORAG48.northwest.lightspeed.net,10.70.15.92,0
northeast,active,PHLPACO64.northeast.lightspeed.net,10.60.15.200,0
west,degraded,LAXCAED17.west.lightspeed.net,10.30.196.35,0
central,active,OKCOKDS25.central.lightspeed.net,10.10.176.152,0
northeast,degraded,BOSMADS22.northeast.lightspeed.net,10.60.131.98,0
central,down,OKCOKAG10.central.lightspeed.net,10.10.88.118,0
northeast,active,BOSMAED40.northeast.lightspeed.net,10.60.105.153,0
southeast,degraded,JAXFLDS23.southeast.lightspeed.net,10.40.127.147,0
,active,BOSMACO86.northeast.lightspeed.net,10.60.178.122,1
southwest,active,ELPTXRT82.southwest.lightspeed.net,10.50.94.189,0
northwest,active,GEGWAAG60.northwest.lightspeed.net,10.70.46.55,0
west,active,SFOCASW75.west.lightspeed.net,10.30.113.99,0
east,active,CLTNCRT14.east.lightspeed.net,10.20.174.151,0
central,active,AUSTXAG92.central.lightspeed.net,10.10.59.151,0
central,active,OKCOKSW11.central.lightspeed.net,10.10.89.252,0
west,down,SEAWAED53.west.lightspeed.net,10.30.105.153,0
southwest,active,ELPTXSW38.southwest.lightspeed.net,10.50.58.35,0
,retired,NYCNYSW31.northeast.lightspeed.net,10.60.86.209,1
east,active,CLTNCED64.east.lightspeed.net,10.20.174.243,0
east,active,ATLGACO56.east.lightspeed.net,10.20.231.106,0
northwest,active,GEGWART39.northwest.lightspeed.net,10.70.157.38,0
east,active,CLTNCAG22.east.lightspeed.net,10.20.19.227,0
west,active,SEAWASW76.west.lightspeed.net,10.30.34.241,0
central,retired,DALTXDS84.central.lightspeed.net,10.10.73.200,0
southeast,active,JAXFLDS54.southeast.lightspeed.net,10.40.187.66,0
west,degraded,SFOCAED26.west.lightspeed.net,10.30.244.80,0
southwest,active,PHXAZED07.southwest.lightspeed.net,10.50.56.30,0
west,active,LAXCACO12.west.lightspeed.net,10.30.4.130,0
northeast,retired,NYCNYCO67.northeast.lightspeed.net,10.60.201.134,0
northwest,active,PORORDS21.northwest.lightspeed.net,10.70.96.37,0
central,active,DALTXSW90.central.lightspeed.net,10.10.187.218,0
west,active,LAXCART69.west.lightspeed.net,10.30.90.179,0
central,degraded,DALTXAG88.central.lightspeed.net,10.10.103.60,0
southeast,degraded,BNATNRT45.southeast.lightspeed.net,10.40.53.187,0
,active,SEAWASW27.west.lightspeed.net,10.30.97.141,1
southwest,degraded,ELPTXDS43.southwest.lightspeed.net,10.50.29.251,0
,degraded,LAXCASW90.west.lightspeed.net,10.30.164.116,1
east,active,PITPART19.east.lightspeed.net,10.20.157.154,0
northeast,active,BOSMASW60.northeast.lightspeed.net,10.60.48.82,0
,degraded,NYCNYRT66.northeast.lightspeed.net,10.60.57.31,1
northwest,active,BOIIDAG99.northwest.lightspeed.net,10.70.172.236,0
southwest,active,ABQNMRT78.southwest.lightspeed.net,10.50.21.2,0
southeast,retired,MIAFLSW94.southeast.lightspeed.net,10.40.200.16,0
southwest,active,ELPTXDS46.southwest.lightspeed.net,10.50.224.161,0
east,active,PITPADS08.east.lightspeed.net,10.20.214.146,0
southeast,active,JAXFLRT81.southeast.lightspeed.net,10.40.2.208,0
northeast,active,NYCNYCO35.northeast.lightspeed.net,10.60.12.248,0
central,active,DALTXSW86.central.lightspeed.net,10.10.79.137,0
central,degraded,OKCOKDS94.central.lightspeed.net,10.10.55.205,0
east,degraded,PITPAED72.east.lightspeed.net,10.20.187.194,0
southwest,down,ELPTXDS10.southwest.lightspeed.net,10.50.28.66,0
central,active,OKCOKRT24.central.lightspeed.net,10.10.144.246,0
east,degraded,ATLGART26.east.lightspeed.net,10.20.21.104,0
southeast,active,BNATNSW38.southeast.lightspeed.net,10.40.130.126,0
northwest,active,GEGWAAG64.northwest.lightspeed.net,10.70.29.0,0
central,active,DALTXRT50.central.lightspeed.net,10.10.233.153,0
northeast,degraded,PHLPACO53.northeast.lightspeed.net,10.60.148.9,0
west,active,SFOCAAG33.west.lightspeed.net,10.30.73.212,0
northwest,active,GEGWAED21.northwest.lightspeed.net,10.70.77.175,0
southeast,active,MIAFLSW36.southeast.lightspeed.net,10.40.210.92,0
northeast,degraded,NYCNYAG87.northeast.lightspeed.net,10.60.119.20,0
northwest,active,BOIIDCO76.northwest.lightspeed.net,10.70.165.185,0
central,active,DALTXDS79.central.lightspeed.net,10.10.29.167,0
northeast,retired,BOSMAAG03.northeast.lightspeed.net,10.60.243.151,0
east,active,CLTNCED73.east.lightspeed.net,10.20.14.192,0
northeast,active,NYCNYSW35.northeast.lightspeed.net,10.60.210.18,0
central,active,DALTXED94.central.lightspeed.net,10.10.115.255,0
,retired,SFOCAAG32.west.lightspeed.net,10.30.153.81,1
southwest,active,PHXAZDS51.southwest.lightspeed.net,10.50.204.76,0
central,active,DALTXCO26.central.lightspeed.net,10.10.110.241,0
east,active,CLTNCDS75.east.lightspeed.net,10.20.91.208,0
east,degraded,ATLGART18.east.lightspeed.net,10.20.114.41,0
west,active,SFOCASW35.west.lightspeed.net,10.30.21.73,0
northwest,down,BOIIDED25.northwest.lightspeed.net,10.70.3.70,0
east,degraded,ATLGART06.east.lightspeed.net,10.20.167.206,0
east,active,CLTNCDS39.east.lightspeed.net,10.20.228.49,0
southeast,degraded,JAXFLSW11.southeast.lightspeed.net,10.40.92.77,0
southeast,active,JAXFLRT50.southeast.lightspeed.net,10.40.233.114,0
northwest,down,GEGWACO11.northwest.lightspeed.net,10.70.239.134,0
west,down,LAXCASW31.west.lightspeed.net,10.30.197.39,0
east,active,PITPAAG72.east.lightspeed.net,10.20.248.232,0
west,active,LAXCAAG25.west.lightspeed.net,10.30.146.74,0
central,active,DALTXSW87.central.lightspeed.net,10.10.29.97,0
southwest,degraded,ABQNMDS53.southwest.lightspeed.net,10.50.252.44,0
,degraded,NYCNYAG98.northeast.lightspeed.net,10.60.128.92,1
southwest,active,ELPTXDS08.southwest.lightspeed.net,10.50.17.127,0
west,active,SFOCART98.west.lightspeed.net,10.30.64.229,0
west,active,SEAWASW04.west.lightspeed.net,10.30.37.139,0
east,active,ATLGADS48.east.lightspeed.net,10.20.83.227,0
east,retired,PITPASW98.east.lightspeed.net,10.20.98.58,0
,active,BOSMACO43.northeast.lightspeed.net,10.60.120.192,1
,degraded,SFOCAED88.west.lightspeed.net,10.30.177.184,1
southeast,active,JAXFLSW02.southeast.lightspeed.net,10.40.100.193,0
southeast,active,JAXFLSW44.southeast.lightspeed.net,10.40.133.86,0
southeast,degraded,BNATNDS53.southeast.lightspeed.net,10.40.208.122,0
central,active,DALTXAG47.central.lightspeed.net,10.10.95.46,0
west,active,LAXCAAG41.west.lightspeed.net,10.30.125.135,0
east,active,CLTNCSW09.east.lightspeed.net,10.20.33.174,0
northeast,active,NYCNYAG91.northeast.lightspeed.net,10.60.136.49,0
central,degraded,DALTXED02.central.lightspeed.net,10.10.50.243,0
central,active,OKCOKAG04.central.lightspeed.net,10.10.15.165,0
northeast,degraded,BOSMART83.northeast.lightspeed.net,10.60.36.117,0
southwest,active,ELPTXSW34.southwest.lightspeed.net,10.50.63.98,0
west,active,SEAWAAG19.west.lightspeed.net,10.30.103.232,0
southwest,active,ELPTXAG44.southwest.lightspeed.net,10.50.225.34,0
southeast,active,JAXFLRT17.southeast.lightspeed.net,10.40.139.69,0
northeast,active,PHLPADS19.northeast.lightspeed.net,10.60.237.138,0
west,active,SFOCASW13.west.lightspeed.net,10.30.191.198,0
east,active,CLTNCRT51.east.lightspeed.net,10.20.108.134,0
central,degraded,OKCOKRT40.central.lightspeed.net,10.10.17.95,0
,active,BOSMART47.northeast.lightspeed.net,10.60.205.6,1
northeast,degraded,NYCNYSW39.northeast.lightspeed.net,10.60.226.65,0
southeast,down,JAXFLED70.southeast.lightspeed.net,10.40.15.124,0
southeast,active,MIAFLSW09.southeast.lightspeed.net,10.40.87.197,0
northwest,active,GEGWASW62.northwest.lightspeed.net,10.70.184.52,0
southwest,down,ELPTXSW71.southwest.lightspeed.net,10.50.207.117,0
,degraded,NYCNYCO31.northeast.lightspeed.net,10.60.183.114,1
northeast,active,PHLPART32.northeast.lightspeed.net,10.60.98.18,0
southwest,active,ABQNMSW96.southwest.lightspeed.net,10.50.236.123,0
northwest,active,PORORRT90.northwest.lightspeed.net,10.70.15.136,0
northwest,active,BOIIDCO18.northwest.lightspeed.net,10.70.67.131,0
northeast,active,PHLPAAG50.northeast.lightspeed.net,10.60.35.211,0
,active,NYCNYAG22.northeast.lightspeed.net,10.60.142.255,1
northeast,down,PHLPART15.northeast.lightspeed.net,10.60.39.97,0
central,active,AUSTXSW20.central.lightspeed.net,10.10.78.245,0
,active,NYCNYAG04.northeast.lightspeed.net,10.60.44.173,1
northwest,active,BOIIDCO01.northwest.lightspeed.net,10.70.97.240,0
southwest,degraded,ELPTXAG14.southwest.lightspeed.net,10.50.255.89,0
southwest,active,ELPTXSW80.southwest.lightspeed.net,10.50.155.141,0
west,degraded,SFOCAAG28.west.lightspeed.net,10.30.110.22,0
northwest,active,BOIIDCO71.northwest.lightspeed.net,10.70.9.0,0
west,active,SEAWART33.west.lightspeed.net,10.30.76.232,0
southwest,active,ELPTXRT16.southwest.lightspeed.net,10.50.49.161,0
west,active,LAXCASW06.west.lightspeed.net,10.30.245.192,0
northwest,down,PORORAG26.northwest.lightspeed.net,10.70.189.77,0
southeast,retired,BNATNCO68.southeast.lightspeed.net,10.40.199.202,0
northeast,active,BOSMADS47.northeast.lightspeed.net,10.60.101.210,0
east,down,PITPADS12.east.lightspeed.net,10.20.201.143,0
,active,ATLGAAG92.east.lightspeed.net,10.20.242.191,1
west,active,SFOCASW50.west.lightspeed.net,10.30.103.24,0
east,active,PITPAED25.east.lightspeed.net,10.20.159.39,0
northeast,active,BOSMAAG91.northeast.lightspeed.net,10.60.4.165,0
central,active,DALTXRT32.central.lightspeed.net,10.10.13.167,0
southeast,active,BNATNED62.southeast.lightspeed.net,10.40.210.82,0
west,degraded,SFOCADS18.west.lightspeed.net,10.30.34.39,0
southwest,active,ELPTXSW75.southwest.lightspeed.net,10.50.94.40,0
west,active,SEAWACO67.west.lightspeed.net,10.30.18.122,0
southwest,active,ELPTXSW12.southwest.lightspeed.net,10.50.210.74,0
northwest,active,GEGWAAG53.northwest.lightspeed.net,10.70.170.99,0
southwest,active,ABQNMAG08.southwest.lightspeed.net,10.50.229.174,0
central,active,DALTXCO06.central.lightspeed.net,10.10.130.192,0
northeast,active,PHLPACO75.northeast.lightspeed.net,10.60.61.90,0
central,active,OKCOKED80.central.lightspeed.net,10.10.28.117,0
east,active,PITPAAG70.east.lightspeed.net,10.20.14.244,0
northeast,active,NYCNYCO12.northeast.lightspeed.net,10.60.47.183,0
southeast,active,MIAFLED32.southeast.lightspeed.net,10.40.152.11,0
southwest,degraded,PHXAZSW50.southwest.lightspeed.net,10.50.222.211,0
east,active,CLTNCED03.east.lightspeed.net,10.20.145.222,0
northwest,down,PORORCO66.northwest.lightspeed.net,10.70.180.74,0
southwest,active,ELPTXAG87.southwest.lightspeed.net,10.50.206.81,0
southwest,down,ELPTXRT70.southwest.lightspeed.net,10.50.255.138,0
northeast,active,BOSMACO19.northeast.lightspeed.net,10.60.52.14,0
central,active,AUSTXDS37.central.lightspeed.net,10.10.145.91,0
central,active,DALTXDS35.central.lightspeed.net,10.10.163.55,0
east,degraded,CLTNCRT96.east.lightspeed.net,10.20.139.237,0
southwest,active,PHXAZED02.southwest.lightspeed.net,10.50.44.187,0
west,down,SFOCAED07.west.lightspeed.net,10.30.110.51,0
northwest,active,BOIIDRT88.northwest.lightspeed.net,10.70.66.86,0
west,active,SFOCADS47.west.lightspeed.net,10.30.66.224,0
central,retired,AUSTXED75.central.lightspeed.net,10.10.185.79,0
northwest,active,BOIIDRT09.northwest.lightspeed.net,10.70.188.230,0
southeast,active,MIAFLED98.southeast.lightspeed.net,10.40.201.206,0
northwest,active,BOIIDDS74.northwest.lightspeed.net,10.70.237.100,0
east,active,CLTNCSW62.east.lightspeed.net,10.20.124.248,0
,degraded,NYCNYAG80.northeast.lightspeed.net,10.60.187.106,1
east,degraded,CLTNCED87.east.lightspeed.net,10.20.45.43,0
west,degraded,LAXCAED03.west.lightspeed.net,10.30.176.98,0
west,active,SEAWACO43.west.lightspeed.net,10.30.191.169,0
east,active,PITPAED40.east.lightspeed.net,10.20.108.107,0
west,active,SEAWADS16.west.lightspeed.net,10.30.133.153,0
southeast,active,MIAFLRT40.southeast.lightspeed.net,10.40.108.225,0
central,degraded,OKCOKSW91.central.lightspeed.net,10.10.85.207,0
west,degraded,SEAWAAG91.west.lightspeed.net,10.30.170.2,0
east,active,CLTNCAG33.east.lightspeed.net,10.20.135.114,0
southeast,active,BNATNAG44.southeast.lightspeed.net,10.40.231.243,0
east,active,CLTNCSW72.east.lightspeed.net,10.20.225.123,0
central,active,OKCOKSW20.central.lightspeed.net,10.10.120.200,0
northeast,active,NYCNYSW58.northeast.lightspeed.net,10.60.145.8,0
,degraded,SEAWART76.west.lightspeed.net,10.30.87.195,1
,degraded,PHLPAED38.northeast.lightspeed.net,10.60.150.146,1
,active,PHLPACO69.northeast.lightspeed.net,10.60.89.140,1
east,active,PITPAED80.east.lightspeed.net,10.20.1.225,0
southeast,active,BNATNRT79.southeast.lightspeed.net,10.40.183.148,0
northeast,active,NYCNYSW41.northeast.lightspeed.net,10.60.162.183,0
southwest,active,PHXAZED88.southwest.lightspeed.net,10.50.150.231,0
west,active,SFOCASW59.west.lightspeed.net,10.30.136.109,0
east,active,ATLGART83.east.lightspeed.net,10.20.151.150,0
southwest,active,PHXAZDS71.southwest.lightspeed.net,10.50.137.245,0
northeast,degraded,BOSMAAG58.northeast.lightspeed.net,10.60.229.100,0
southeast,degraded,MIAFLAG69.southeast.lightspeed.net,10.40.112.175,0
northwest,retired,PORORDS29.northwest.lightspeed.net,10.70.205.148,0
east,degraded,PITPAED55.east.lightspeed.net,10.20.102.61,0
southeast,active,BNATNRT73.southeast.lightspeed.net,10.40.179.216,0
east,active,CLTNCDS62.east.lightspeed.net,10.20.248.182,0
northwest,degraded,BOIIDCO69.northwest.lightspeed.net,10.70.169.28,0
northwest,active,BOIIDAG47.northwest.lightspeed.net,10.70.170.91,0
east,down,ATLGACO02.east.lightspeed.net,10.20.138.253,0
west,degraded,SFOCART67.west.lightspeed.net,10.30.211.175,0
east,degraded,ATLGART47.east.lightspeed.net,10.20.147.159,0
east,degraded,PITPART39.east.lightspeed.net,10.20.170.255,0
northeast,active,PHLPACO88.northeast.lightspeed.net,10.60.234.186,0
southwest,active,ELPTXDS03.southwest.lightspeed.net,10.50.22.7,0
northwest,active,GEGWADS88.northwest.lightspeed.net,10.70.73.203,0
west,active,SFOCART61.west.lightspeed.net,10.30.245.100,0
,active,BOSMAAG69.northeast.lightspeed.net,10.60.47.194,1
southwest,down,ABQNMRT35.southwest.lightspeed.net,10.50.93.14,0
northeast,active,NYCNYCO49.northeast.lightspeed.net,10.60.0.182,0
central,active,OKCOKSW12.central.lightspeed.net,10.10.6.68,0
northwest,degraded,PORORRT20.northwest.lightspeed.net,10.70.190.227,0
northwest,degraded,GEGWADS06.northwest.lightspeed.net,10.70.164.2,0
central,active,AUSTXAG10.central.lightspeed.net,10.10.66.111,0
southwest,active,PHXAZSW14.southwest.lightspeed.net,10.50.85.194,0
east,down,CLTNCAG13.east.lightspeed.net,10.20.48.106,0
northwest,active,PORORDS64.northwest.lightspeed.net,10.70.147.212,0
west,active,SFOCAED41.west.lightspeed.net,10.30.51.122,0
central,active,DALTXED34.central.lightspeed.net,10.10.153.215,0
southwest,active,ABQNMDS40.southwest.lightspeed.net,10.50.228.52,0
central,degraded,AUSTXCO97.central.lightspeed.net,10.10.168.112,0
northwest,active,GEGWART30.northwest.lightspeed.net,10.70.2.209,0
east,active,PITPART29.east.lightspeed.net,10.20.131.122,0
southeast,active,JAXFLED44.southeast.lightspeed.net,10.40.80.208,0
