obs_ip_address,obs_fqdn,obs_status,ipam_region,missing_in_ipam
10.30.247.205,SEAWADS59.west.lightspeed.net,active,west,0
10.30.169.121,SFOCADS26.west.lightspeed.net,down,west,0
10.40.97.11,MIAFLDS52.southeast.lightspeed.net,degraded,southeast,0
10.20.111.25,PITPADS21.east.lightspeed.net,active,east,0
10.50.219.115,ELPTXRT90.southwest.lightspeed.net,active,southwest,0
10.30.53.249,LAXCADS76.west.lightspeed.net,degraded,west,0
10.10.164.180,OKCOKRT98.central.lightspeed.net,active,central,0
10.70.90.23,PORORRT05.northwest.lightspeed.net,active,northwest,0
10.10.242.116,OKCOKRT02.central.lightspeed.net,active,central,0
10.20.213.68,PITPADS64.east.lightspeed.net,degraded,east,0
10.10.19.147,OKCOKDS42.central.lightspeed.net,degraded,central,0
10.50.7.87,ABQNMED50.southwest.lightspeed.net,active,southwest,0
10.60.1.177,BOSMAAG94.northeast.lightspeed.net,active,northeast,0
10.20.79.253,CLTNCAG78.east.lightspeed.net,active,east,0
10.60.191.228,BOSMAED56.northeast.lightspeed.net,active,northeast,0
10.30.4.205,SFOCART08.west.lightspeed.net,active,west,0
10.70.128.186,BOIIDSW19.northwest.lightspeed.net,active,northwest,0
10.10.5.35,AUSTXSW12.central.lightspeed.net,active,central,0
10.20.69.91,CLTNCRT29.east.lightspeed.net,degraded,east,0
10.30.236.150,LAXCADS74.west.lightspeed.net,degraded,west,0
10.20.48.167,ATLGART33.east.lightspeed.net,active,east,0
10.10.65.106,OKCOKRT50.central.lightspeed.net,degraded,central,0
10.60.150.181,BOSMAAG54.northeast.lightspeed.net,active,northeast,0
10.70.84.66,BOIIDDS88.northwest.lightspeed.net,active,northwest,0
10.50.247.66,ABQNMRT23.southwest.lightspeed.net,degraded,southwest,0
10.20.71.239,ATLGART94.east.lightspeed.net,degraded,east,0
10.70.142.233,BOIIDAG77.northwest.lightspeed.net,down,northwest,0
10.70.74.237,PORORRT03.northwest.lightspeed.net,active,northwest,0
10.30.5.96,SFOCADS05.west.lightspeed.net,active,west,0
10.30.216.219,SEAWART44.west.lightspeed.net,retired,west,0
10.10.19.57,OKCOKED11.central.lightspeed.net,active,central,0
10.70.150.191,PORORDS80.northwest.lightspeed.net,active,northwest,0
10.70.165.240,BOIIDDS34.northwest.lightspeed.net,active,northwest,0
10.60.134.123,BOSMART58.northeast.lightspeed.net,active,,1
10.40.102.198,MIAFLAG12.southeast.lightspeed.net,active,southeast,0
10.30.180.62,SFOCART98.west.lightspeed.net,active,west,0
10.50.143.49,ABQNMED12.southwest.lightspeed.net,degraded,southwest,0
10.70.113.174,BOIIDDS57.northwest.lightspeed.net,degraded,northwest,0
10.50.224.152,ABQNMSW84.southwest.lightspeed.net,degraded,southwest,0
10.60.167.11,BOSMAAG68.northeast.lightspeed.net,active,,1
10.60.213.40,PHLPAED91.northeast.lightspeed.net,active,,1
10.60.123.230,PHLPAAG04.northeast.lightspeed.net,active,northeast,0
10.40.154.20,BNATNSW15.southeast.lightspeed.net,active,southeast,0
10.60.153.14,BOSMAAG40.northeast.lightspeed.net,down,northeast,0
10.30.126.108,SEAWAED11.west.lightspeed.net,degraded,west,0
10.70.97.53,GEGWADS48.northwest.lightspeed.net,active,northwest,0
10.70.190.8,GEGWAAG07.northwest.lightspeed.net,active,northwest,0
10.30.42.86,SEAWASW11.west.lightspeed.net,active,west,0
10.30.71.152,SFOCACO65.west.lightspeed.net,degraded,west,0
10.10.184.183,DALTXED52.central.lightspeed.net,active,central,0
10.70.160.2,BOIIDSW56.northwest.lightspeed.net,degraded,northwest,0
10.70.5.199,GEGWASW48.northwest.lightspeed.net,active,northwest,0
10.70.156.92,GEGWADS62.northwest.lightspeed.net,retired,northwest,0
10.30.0.248,LAXCART85.west.lightspeed.net,degraded,west,0
10.60.71.172,NYCNYED68.northeast.lightspeed.net,active,northeast,0
10.20.69.65,CLTNCED68.east.lightspeed.net,active,east,0
10.70.235.253,GEGWAAG87.northwest.lightspeed.net,active,northwest,0
10.60.158.148,BOSMAED65.northeast.lightspeed.net,active,northeast,0
10.60.152.229,BOSMASW65.northeast.lightspeed.net,down,northeast,0
10.70.213.36,GEGWAED91.northwest.lightspeed.net,active,northwest,0
10.40.211.201,MIAFLSW70.southeast.lightspeed.net,active,southeast,0
10.30.1.252,SEAWAAG21.west.lightspeed.net,active,west,0
10.70.25.234,BOIIDED31.northwest.lightspeed.net,degraded,northwest,0
10.70.243.253,PORORSW52.northwest.lightspeed.net,active,northwest,0
10.10.50.96,AUSTXSW84.central.lightspeed.net,down,central,0
10.10.74.234,OKCOKED03.central.lightspeed.net,active,central,0
10.50.183.37,PHXAZDS37.southwest.lightspeed.net,degraded,southwest,0
10.70.206.185,PORORSW24.northwest.lightspeed.net,active,northwest,0
10.10.28.167,OKCOKED18.central.lightspeed.net,active,central,0
10.60.240.168,NYCNYED22.northeast.lightspeed.net,active,northeast,0
10.10.138.177,DALTXSW82.central.lightspeed.net,active,central,0
10.70.6.179,GEGWAAG81.northwest.lightspeed.net,active,northwest,0
10.10.149.170,AUSTXDS33.central.lightspeed.net,down,central,0
10.70.209.126,BOIIDSW73.northwest.lightspeed.net,degraded,northwest,0
10.40.61.106,BNATNED98.southeast.lightspeed.net,active,southeast,0
10.20.158.168,PITPACO37.east.lightspeed.net,degraded,east,0
10.70.120.22,PORORSW95.northwest.lightspeed.net,active,northwest,0
10.10.100.73,OKCOKAG23.central.lightspeed.net,active,central,0
10.10.93.93,DALTXDS84.central.lightspeed.net,active,central,0
10.60.210.113,NYCNYAG81.northeast.lightspeed.net,active,northeast,0
10.40.162.189,BNATNDS14.southeast.lightspeed.net,active,southeast,0
10.20.81.93,PITPASW22.east.lightspeed.net,active,east,0
10.20.113.228,PITPAAG16.east.lightspeed.net,active,east,0
10.70.87.50,PORORSW45.northwest.lightspeed.net,active,northwest,0
10.20.102.192,CLTNCDS90.east.lightspeed.net,down,east,0
10.40.119.249,JAXFLDS23.southeast.lightspeed.net,active,southeast,0
10.60.57.215,NYCNYDS30.northeast.lightspeed.net,active,northeast,0
10.20.133.152,PITPADS75.east.lightspeed.net,active,east,0
10.10.93.174,OKCOKED43.central.lightspeed.net,degraded,central,0
10.30.81.121,SEAWART79.west.lightspeed.net,retired,west,0
10.70.207.107,BOIIDCO16.northwest.lightspeed.net,active,northwest,0
10.60.88.153,BOSMASW42.northeast.lightspeed.net,active,northeast,0
10.40.30.235,BNATNED68.southeast.lightspeed.net,active,southeast,0
10.20.34.206,ATLGART51.east.lightspeed.net,active,east,0
10.30.201.15,SEAWAAG26.west.lightspeed.net,degraded,west,0
10.60.29.48,PHLPADS54.northeast.lightspeed.net,active,northeast,0
10.60.201.227,NYCNYED23.northeast.lightspeed.net,active,northeast,0
10.30.246.224,SEAWART31.west.lightspeed.net,active,west,0
10.30.85.12,SEAWART37.west.lightspeed.net,active,west,0
10.60.51.199,PHLPART83.northeast.lightspeed.net,active,,1
10.10.213.239,AUSTXDS02.central.lightspeed.net,active,central,0
10.20.152.78,CLTNCSW73.east.lightspeed.net,active,east,0
10.50.52.186,ABQNMED42.southwest.lightspeed.net,active,southwest,0
10.20.182.250,PITPAED11.east.lightspeed.net,active,east,0
10.60.145.184,BOSMADS79.northeast.lightspeed.net,degraded,,1
10.30.47.14,SFOCAAG19.west.lightspeed.net,active,west,0
10.60.76.170,PHLPART29.northeast.lightspeed.net,active,,1
10.20.3.41,ATLGAAG46.east.lightspeed.net,active,east,0
10.30.121.110,LAXCAED70.west.lightspeed.net,active,west,0
10.60.60.128,BOSMASW17.northeast.lightspeed.net,degraded,,1
10.50.158.75,PHXAZRT05.southwest.lightspeed.net,down,southwest,0
10.20.146.112,CLTNCED11.east.lightspeed.net,active,east,0
10.60.127.233,PHLPASW08.northeast.lightspeed.net,active,northeast,0
10.60.75.177,BOSMAAG20.northeast.lightspeed.net,active,northeast,0
10.50.252.103,PHXAZRT90.southwest.lightspeed.net,active,southwest,0
10.40.8.150,JAXFLSW17.southeast.lightspeed.net,active,southeast,0
10.10.87.176,AUSTXED53.central.lightspeed.net,down,central,0
10.60.26.178,BOSMACO08.northeast.lightspeed.net,active,,1
10.50.155.98,PHXAZAG53.southwest.lightspeed.net,degraded,southwest,0
10.50.14.207,ABQNMDS97.southwest.lightspeed.net,degraded,southwest,0
10.20.39.223,CLTNCED13.east.lightspeed.net,active,east,0
10.70.42.195,GEGWAAG96.northwest.lightspeed.net,degraded,northwest,0
10.10.174.113,OKCOKDS35.central.lightspeed.net,active,central,0
10.30.70.255,SEAWACO83.west.lightspeed.net,retired,west,0
10.30.98.113,SFOCACO79.west.lightspeed.net,down,west,0
10.30.172.234,LAXCADS84.west.lightspeed.net,active,west,0
10.50.164.171,ELPTXDS08.southwest.lightspeed.net,active,southwest,0
10.10.173.202,DALTXDS26.central.lightspeed.net,down,central,0
10.10.42.152,AUSTXED83.central.lightspeed.net,active,central,0
10.20.230.138,ATLGASW31.east.lightspeed.net,active,east,0
10.50.67.74,ELPTXRT44.southwest.lightspeed.net,active,southwest,0
10.50.171.159,ELPTXAG50.southwest.lightspeed.net,active,southwest,0
10.60.69.195,BOSMADS31.northeast.lightspeed.net,active,northeast,0
10.30.31.30,SEAWASW60.west.lightspeed.net,active,west,0
10.60.119.180,BOSMADS52.northeast.lightspeed.net,down,northeast,0
10.70.19.69,GEGWAED62.northwest.lightspeed.net,active,northwest,0
10.20.238.136,PITPAED83.east.lightspeed.net,down,east,0
10.40.106.20,JAXFLSW34.southeast.lightspeed.net,degraded,southeast,0
10.50.16.180,ABQNMDS15.southwest.lightspeed.net,retired,southwest,0
10.70.116.138,PORORRT20.northwest.lightspeed.net,active,northwest,0
10.70.249.242,BOIIDAG97.northwest.lightspeed.net,active,northwest,0
10.50.146.148,ABQNMED66.southwest.lightspeed.net,degraded,southwest,0
10.60.162.28,BOSMAED94.northeast.lightspeed.net,active,northeast,0
10.30.44.191,SEAWADS40.west.lightspeed.net,degraded,west,0
10.30.185.61,SEAWASW73.west.lightspeed.net,active,west,0
10.50.175.10,PHXAZRT24.southwest.lightspeed.net,active,southwest,0
10.60.247.176,NYCNYED43.northeast.lightspeed.net,degraded,northeast,0
10.20.25.94,CLTNCAG03.east.lightspeed.net,active,east,0
10.30.172.133,LAXCART82.west.lightspeed.net,active,west,0
10.50.71.187,ABQNMDS66.southwest.lightspeed.net,active,southwest,0
10.30.221.136,SFOCAED65.west.lightspeed.net,active,west,0
10.60.169.193,PHLPART91.northeast.lightspeed.net,active,,1
10.30.245.241,SFOCAED70.west.lightspeed.net,down,west,0
10.70.175.102,PORORSW11.northwest.lightspeed.net,active,northwest,0
10.10.159.153,DALTXED49.central.lightspeed.net,active,central,0
10.50.125.151,PHXAZED41.southwest.lightspeed.net,active,southwest,0
10.70.241.27,PORORDS86.northwest.lightspeed.net,active,northwest,0
10.60.213.53,PHLPAAG74.northeast.lightspeed.net,active,northeast,0
10.30.163.152,SEAWAED66.west.lightspeed.net,active,west,0
10.70.219.184,GEGWADS01.northwest.lightspeed.net,active,northwest,0
10.70.34.236,BOIIDSW01.northwest.lightspeed.net,degraded,northwest,0
10.20.57.254,CLTNCED66.east.lightspeed.net,degraded,east,0
10.20.242.0,CLTNCCO63.east.lightspeed.net,active,east,0
10.20.90.52,ATLGADS88.east.lightspeed.net,active,,1
10.40.173.121,MIAFLAG83.southeast.lightspeed.net,degraded,southeast,0
10.30.115.109,LAXCAED64.west.lightspeed.net,active,west,0
10.60.145.160,NYCNYDS70.northeast.lightspeed.net,active,northeast,0
10.40.206.246,JAXFLDS16.southeast.lightspeed.net,active,southeast,0
10.50.169.216,ABQNMDS96.southwest.lightspeed.net,degraded,southwest,0
10.70.153.167,GEGWART52.northwest.lightspeed.net,active,northwest,0
10.30.108.145,LAXCAAG75.west.lightspeed.net,active,west,0
10.60.34.186,BOSMAED32.northeast.lightspeed.net,active,,1
10.60.94.162,BOSMADS14.northeast.lightspeed.net,active,northeast,0
10.20.119.118,PITPASW72.east.lightspeed.net,active,east,0
10.70.168.199,GEGWASW10.northwest.lightspeed.net,active,northwest,0
10.20.43.240,CLTNCAG65.east.lightspeed.net,active,east,0
10.10.96.99,DALTXED84.central.lightspeed.net,active,central,0
10.70.145.88,PORORDS99.northwest.lightspeed.net,active,northwest,0
10.20.179.46,CLTNCDS61.east.lightspeed.net,active,east,0
10.10.154.189,AUSTXED39.central.lightspeed.net,active,central,0
10.30.49.125,SFOCART95.west.lightspeed.net,down,west,0
10.40.165.155,MIAFLSW85.southeast.lightspeed.net,active,southeast,0
10.70.234.6,PORORAG68.northwest.lightspeed.net,degraded,northwest,0
10.10.205.47,AUSTXAG49.central.lightspeed.net,active,central,0
10.60.208.120,PHLPART89.northeast.lightspeed.net,active,,1
10.40.79.37,MIAFLSW96.southeast.lightspeed.net,active,southeast,0
10.20.162.122,ATLGART20.east.lightspeed.net,down,,1
10.50.174.118,ABQNMSW57.southwest.lightspeed.net,active,southwest,0
10.30.250.154,SFOCACO59.west.lightspeed.net,active,west,0
10.30.227.83,SFOCACO36.west.lightspeed.net,active,,1
10.20.58.159,ATLGASW72.east.lightspeed.net,degraded,east,0
10.60.132.243,BOSMADS24.northeast.lightspeed.net,active,,1
10.70.197.107,PORORAG29.northwest.lightspeed.net,active,,1
10.20.56.107,ATLGAED96.east.lightspeed.net,active,east,0
10.70.233.109,BOIIDDS95.northwest.lightspeed.net,active,northwest,0
10.60.123.252,NYCNYRT39.northeast.lightspeed.net,degraded,northeast,0
10.50.44.214,PHXAZDS08.southwest.lightspeed.net,active,southwest,0
10.60.249.5,BOSMADS83.northeast.lightspeed.net,degraded,northeast,0
10.70.121.43,PORORSW51.northwest.lightspeed.net,active,northwest,0
10.40.55.83,MIAFLSW73.southeast.lightspeed.net,active,southeast,0
10.30.60.232,SEAWAED65.west.lightspeed.net,active,west,0
10.50.13.232,PHXAZED07.southwest.lightspeed.net,active,southwest,0
10.30.20.209,SEAWAED44.west.lightspeed.net,degraded,west,0
10.30.144.124,LAXCAED97.west.lightspeed.net,active,west,0
10.20.96.241,PITPADS42.east.lightspeed.net,degraded,east,0
10.70.213.169,BOIIDDS80.northwest.lightspeed.net,active,northwest,0
10.20.62.119,PITPAAG79.east.lightspeed.net,degraded,east,0
10.20.89.123,CLTNCED78.east.lightspeed.net,active,east,0
10.40.185.241,BNATNDS48.southeast.lightspeed.net,degraded,southeast,0
10.30.160.147,SEAWART65.west.lightspeed.net,active,west,0
10.70.132.185,PORORSW64.northwest.lightspeed.net,active,northwest,0
10.60.215.242,PHLPAAG45.northeast.lightspeed.net,active,northeast,0
10.70.212.129,BOIIDRT22.northwest.lightspeed.net,active,northwest,0
10.50.30.196,ABQNMDS35.southwest.lightspeed.net,degraded,southwest,0
10.10.80.101,OKCOKCO21.central.lightspeed.net,retired,central,0
10.60.252.64,PHLPADS65.northeast.lightspeed.net,active,northeast,0
10.40.3.141,BNATNDS35.southeast.lightspeed.net,down,southeast,0
10.40.192.108,BNATNED97.southeast.lightspeed.net,active,southeast,0
10.50.61.199,ABQNMSW27.southwest.lightspeed.net,down,southwest,0
10.70.254.72,PORORAG90.northwest.lightspeed.net,active,northwest,0
10.70.74.33,GEGWART49.northwest.lightspeed.net,active,northwest,0
10.30.215.110,LAXCART53.west.lightspeed.net,down,west,0
10.70.20.235,PORORDS27.northwest.lightspeed.net,degraded,northwest,0
10.10.35.64,AUSTXDS88.central.lightspeed.net,active,central,0
10.30.11.69,SEAWAAG07.west.lightspeed.net,degraded,west,0
10.30.26.65,SEAWAAG44.west.lightspeed.net,active,west,0
10.30.129.219,LAXCACO50.west.lightspeed.net,active,west,0
10.10.115.138,DALTXDS06.central.lightspeed.net,active,central,0
10.10.101.72,DALTXSW69.central.lightspeed.net,degraded,central,0
10.10.124.141,AUSTXSW82.central.lightspeed.net,active,central,0
10.20.37.9,ATLGADS89.east.lightspeed.net,degraded,east,0
10.30.239.235,SFOCAAG13.west.lightspeed.net,degraded,west,0
10.20.138.144,CLTNCED20.east.lightspeed.net,active,east,0
10.30.219.24,SEAWAED77.west.lightspeed.net,degraded,west,0
10.10.180.223,OKCOKDS53.central.lightspeed.net,degraded,central,0
10.70.103.100,GEGWASW91.northwest.lightspeed.net,active,northwest,0
10.70.208.54,PORORCO94.northwest.lightspeed.net,active,northwest,0
10.20.211.191,PITPAED19.east.lightspeed.net,active,east,0
10.70.26.78,GEGWAAG16.northwest.lightspeed.net,degraded,northwest,0
10.10.44.85,DALTXRT61.central.lightspeed.net,active,central,0
10.40.239.79,JAXFLSW12.southeast.lightspeed.net,degraded,southeast,0
10.20.167.68,PITPADS95.east.lightspeed.net,active,east,0
10.20.60.52,ATLGADS26.east.lightspeed.net,down,east,0
10.50.4.151,PHXAZRT37.southwest.lightspeed.net,retired,southwest,0
10.20.76.173,ATLGADS77.east.lightspeed.net,active,east,0
10.60.233.95,NYCNYDS35.northeast.lightspeed.net,degraded,,1
10.10.78.15,OKCOKSW10.central.lightspeed.net,active,central,0
10.10.233.147,AUSTXSW56.central.lightspeed.net,active,central,0
10.70.18.222,PORORCO99.northwest.lightspeed.net,active,northwest,0
10.20.200.245,PITPAED69.east.lightspeed.net,active,east,0
10.30.96.160,LAXCASW58.west.lightspeed.net,degraded,west,0
10.60.92.8,BOSMACO56.northeast.lightspeed.net,active,northeast,0
10.50.72.68,ABQNMED95.southwest.lightspeed.net,active,southwest,0
10.20.37.168,CLTNCDS99.east.lightspeed.net,active,east,0
10.70.91.227,GEGWADS09.northwest.lightspeed.net,active,northwest,0
10.60.176.9,PHLPADS47.northeast.lightspeed.net,active,northeast,0
10.20.69.44,PITPAAG20.east.lightspeed.net,active,east,0
10.40.138.235,JAXFLED64.southeast.lightspeed.net,active,southeast,0
10.50.181.38,ELPTXED06.southwest.lightspeed.net,active,southwest,0
10.30.120.158,SEAWAAG52.west.lightspeed.net,active,west,0
10.20.58.253,PITPADS94.east.lightspeed.net,degraded,east,0
10.70.59.179,BOIIDED81.northwest.lightspeed.net,degraded,northwest,0
10.30.55.198,LAXCAED41.west.lightspeed.net,active,west,0
10.20.168.132,CLTNCSW16.east.lightspeed.net,active,east,0
10.70.186.152,PORORDS50.northwest.lightspeed.net,degraded,northwest,0
10.70.156.215,PORORED92.northwest.lightspeed.net,active,northwest,0
10.60.55.114,NYCNYED12.northeast.lightspeed.net,active,,1
10.30.194.104,SFOCAED10.west.lightspeed.net,active,west,0
10.60.209.113,NYCNYRT26.northeast.lightspeed.net,active,,1
10.70.144.80,GEGWART28.northwest.lightspeed.net,active,northwest,0
10.70.178.117,BOIIDED17.northwest.lightspeed.net,active,northwest,0
10.40.70.170,BNATNSW48.southeast.lightspeed.net,active,southeast,0
10.10.126.69,AUSTXAG73.central.lightspeed.net,active,central,0
10.30.75.213,SFOCACO33.west.lightspeed.net,active,west,0
10.60.3.64,PHLPAAG64.northeast.lightspeed.net,down,northeast,0
10.40.85.47,MIAFLED07.southeast.lightspeed.net,degraded,southeast,0
10.30.153.238,SFOCAED75.west.lightspeed.net,degraded,west,0
10.20.156.172,CLTNCSW06.east.lightspeed.net,down,east,0
10.30.142.157,SFOCASW24.west.lightspeed.net,active,west,0
10.30.56.88,SEAWAAG36.west.lightspeed.net,active,west,0
10.30.22.174,SEAWART78.west.lightspeed.net,down,west,0
10.50.242.79,ABQNMED29.southwest.lightspeed.net,degraded,southwest,0
10.60.158.163,NYCNYED63.northeast.lightspeed.net,active,,1
10.60.87.123,PHLPART68.northeast.lightspeed.net,active,northeast,0
10.70.97.106,GEGWAED01.northwest.lightspeed.net,active,northwest,0
10.60.7.91,PHLPASW45.northeast.lightspeed.net,active,northeast,0
10.20.195.122,ATLGASW99.east.lightspeed.net,active,east,0
10.10.146.5,OKCOKSW70.central.lightspeed.net,active,central,0
10.20.26.204,CLTNCSW99.east.lightspeed.net,active,east,0
10.20.196.159,PITPASW61.east.lightspeed.net,down,east,0
10.10.121.74,DALTXED86.central.lightspeed.net,active,central,0
10.60.119.82,PHLPASW66.northeast.lightspeed.net,active,northeast,0
10.10.223.45,OKCOKED60.central.lightspeed.net,active,central,0
10.40.61.171,MIAFLED23.southeast.lightspeed.net,active,southeast,0
10.50.123.1,ABQNMDS81.southwest.lightspeed.net,active,southwest,0
10.20.180.34,CLTNCSW30.east.lightspeed.net,active,east,0
10.30.176.10,SFOCASW15.west.lightspeed.net,active,west,0
10.20.177.50,ATLGAAG24.east.lightspeed.net,degraded,east,0
10.10.250.214,AUSTXRT18.central.lightspeed.net,active,central,0
10.40.82.78,BNATNED12.southeast.lightspeed.net,active,,1
10.60.108.111,NYCNYDS51.northeast.lightspeed.net,active,,1
10.30.140.34,LAXCART07.west.lightspeed.net,degraded,west,0
10.10.1.60,AUSTXSW10.central.lightspeed.net,retired,central,0
10.10.232.48,DALTXAG72.central.lightspeed.net,active,central,0
10.60.193.118,BOSMASW32.northeast.lightspeed.net,degraded,northeast,0
10.50.62.48,ABQNMDS11.southwest.lightspeed.net,active,southwest,0
10.70.35.56,PORORSW67.northwest.lightspeed.net,active,northwest,0
10.70.235.201,PORORSW99.northwest.lightspeed.net,active,northwest,0
10.70.80.104,GEGWAED35.northwest.lightspeed.net,down,northwest,0
10.50.91.117,ABQNMED07.southwest.lightspeed.net,active,southwest,0
10.10.209.77,AUSTXAG80.central.lightspeed.net,active,,1
10.60.234.132,PHLPACO96.northeast.lightspeed.net,active,northeast,0
10.10.80.208,DALTXCO93.central.lightspeed.net,down,central,0
10.30.127.91,LAXCAED96.west.lightspeed.net,active,west,0
10.70.134.230,GEGWADS07.northwest.lightspeed.net,active,northwest,0
10.20.110.6,PITPAAG14.east.lightspeed.net,active,east,0
10.50.104.68,ELPTXSW56.southwest.lightspeed.net,active,southwest,0
10.20.117.137,ATLGADS01.east.lightspeed.net,retired,,1
10.30.67.56,SEAWAAG10.west.lightspeed.net,active,west,0
10.60.104.138,BOSMAAG31.northeast.lightspeed.net,active,,1
10.60.246.212,NYCNYAG35.northeast.lightspeed.net,degraded,northeast,0
10.10.225.156,DALTXED25.central.lightspeed.net,degraded,central,0
10.50.89.175,ELPTXDS49.southwest.lightspeed.net,degraded,southwest,0
10.20.1.120,CLTNCED04.east.lightspeed.net,degraded,east,0
10.20.185.98,CLTNCED79.east.lightspeed.net,active,east,0
10.50.221.5,PHXAZSW23.southwest.lightspeed.net,active,southwest,0
10.40.153.220,JAXFLDS44.southeast.lightspeed.net,down,southeast,0
10.20.39.29,PITPAED29.east.lightspeed.net,active,east,0
10.30.21.49,SFOCAAG54.west.lightspeed.net,active,west,0
10.60.163.183,BOSMADS06.northeast.lightspeed.net,retired,northeast,0
10.10.64.236,AUSTXED75.central.lightspeed.net,active,central,0
10.60.191.115,BOSMADS85.northeast.lightspeed.net,active,,1
10.50.35.254,ABQNMDS22.southwest.lightspeed.net,active,southwest,0
10.60.165.116,BOSMASW93.northeast.lightspeed.net,active,,1
10.60.69.210,NYCNYSW20.northeast.lightspeed.net,active,northeast,0
10.60.250.148,BOSMAED89.northeast.lightspeed.net,degraded,northeast,0
10.10.113.57,DALTXAG75.central.lightspeed.net,active,central,0
10.60.28.145,NYCNYDS97.northeast.lightspeed.net,down,northeast,0
10.70.239.226,GEGWACO81.northwest.lightspeed.net,active,northwest,0
10.70.119.23,GEGWASW33.northwest.lightspeed.net,active,northwest,0
10.30.140.24,SEAWAED30.west.lightspeed.net,degraded,west,0
10.70.20.79,GEGWACO48.northwest.lightspeed.net,active,northwest,0
10.20.115.222,PITPADS16.east.lightspeed.net,active,east,0
10.60.197.84,NYCNYED37.northeast.lightspeed.net,active,northeast,0
10.60.75.165,NYCNYDS05.northeast.lightspeed.net,active,northeast,0
10.60.111.78,NYCNYCO08.northeast.lightspeed.net,active,northeast,0
10.50.166.249,ELPTXED04.southwest.lightspeed.net,active,southwest,0
10.50.94.181,PHXAZCO42.southwest.lightspeed.net,down,southwest,0
10.40.127.196,BNATNDS47.southeast.lightspeed.net,active,southeast,0
10.10.89.238,OKCOKED76.central.lightspeed.net,active,central,0
10.60.115.120,PHLPAED83.northeast.lightspeed.net,active,northeast,0
10.20.97.203,ATLGACO91.east.lightspeed.net,degraded,east,0
10.40.132.189,BNATNED13.southeast.lightspeed.net,active,southeast,0
10.50.19.93,ABQNMDS99.southwest.lightspeed.net,active,southwest,0
10.30.98.74,SFOCART77.west.lightspeed.net,active,west,0
10.30.165.127,LAXCART09.west.lightspeed.net,degraded,west,0
10.70.178.136,GEGWADS16.northwest.lightspeed.net,active,northwest,0
10.40.45.211,MIAFLDS61.southeast.lightspeed.net,active,southeast,0
10.60.36.203,NYCNYAG68.northeast.lightspeed.net,active,northeast,0
10.10.246.241,AUSTXDS40.central.lightspeed.net,down,central,0
10.60.17.228,NYCNYRT12.northeast.lightspeed.net,active,northeast,0
10.20.75.168,CLTNCED55.east.lightspeed.net,active,east,0
10.50.168.41,ABQNMRT36.southwest.lightspeed.net,active,southwest,0
10.10.19.2,AUSTXCO43.central.lightspeed.net,active,central,0
10.60.187.118,BOSMACO48.northeast.lightspeed.net,active,northeast,0
10.30.183.71,LAXCASW23.west.lightspeed.net,active,west,0
10.30.44.86,SEAWART74.west.lightspeed.net,degraded,west,0
10.40.105.105,BNATNED04.southeast.lightspeed.net,degraded,southeast,0
10.10.212.134,AUSTXAG95.central.lightspeed.net,active,central,0
10.30.154.218,SEAWACO38.west.lightspeed.net,degraded,west,0
10.10.179.27,AUSTXDS73.central.lightspeed.net,active,central,0
10.50.42.42,PHXAZSW59.southwest.lightspeed.net,active,southwest,0
10.60.102.25,NYCNYCO03.northeast.lightspeed.net,active,northeast,0
10.20.239.193,CLTNCED82.east.lightspeed.net,active,east,0
10.20.212.114,PITPACO03.east.lightspeed.net,active,east,0
10.30.164.151,SFOCACO31.west.lightspeed.net,retired,west,0
10.40.113.185,JAXFLDS01.southeast.lightspeed.net,degraded,southeast,0
10.70.170.62,PORORCO45.northwest.lightspeed.net,active,northwest,0
10.30.33.53,SEAWADS55.west.lightspeed.net,active,west,0
10.10.97.104,OKCOKED54.central.lightspeed.net,active,central,0
10.30.198.238,SFOCADS41.west.lightspeed.net,active,west,0
10.10.186.131,DALTXSW50.central.lightspeed.net,active,central,0
10.50.54.133,ELPTXED20.southwest.lightspeed.net,active,southwest,0
10.10.153.108,OKCOKSW33.central.lightspeed.net,retired,central,0
10.20.154.110,ATLGADS10.east.lightspeed.net,active,east,0
10.60.129.48,BOSMART83.northeast.lightspeed.net,active,northeast,0
10.60.7.212,NYCNYED77.northeast.lightspeed.net,active,northeast,0
10.20.59.206,CLTNCDS38.east.lightspeed.net,active,east,0
10.50.243.129,ELPTXRT87.southwest.lightspeed.net,active,southwest,0
10.60.156.125,NYCNYRT55.northeast.lightspeed.net,degraded,northeast,0
10.70.110.59,BOIIDSW89.northwest.lightspeed.net,active,northwest,0
10.30.72.161,SEAWAAG47.west.lightspeed.net,active,west,0
10.30.223.142,SEAWART22.west.lightspeed.net,active,west,0
10.60.159.117,BOSMACO60.northeast.lightspeed.net,active,northeast,0
10.40.80.132,JAXFLED30.southeast.lightspeed.net,active,southeast,0
10.20.21.245,CLTNCED80.east.lightspeed.net,active,east,0
10.10.174.191,DALTXED94.central.lightspeed.net,degraded,central,0
10.20.84.81,ATLGASW94.east.lightspeed.net,active,east,0
10.60.183.201,PHLPADS43.northeast.lightspeed.net,active,northeast,0
10.60.119.118,PHLPADS63.northeast.lightspeed.net,degraded,,1
10.30.176.211,SEAWACO67.west.lightspeed.net,degraded,west,0
10.60.143.127,NYCNYCO80.northeast.lightspeed.net,active,northeast,0
10.70.252.196,GEGWAAG71.northwest.lightspeed.net,active,northwest,0
10.70.213.223,GEGWAAG76.northwest.lightspeed.net,active,northwest,0
