ip_address,hostname,fqdn,region,status,vendor,model,role,missing_in_inventory,missing_in_ipam,site_code,state_code,role_code,parsed_role,parsed_region
10.10.176.222,AUSTXRT29,AUSTXRT29.central.lightspeed.net,central,active,Arista,7050X3,rtr,0,0,AUS,TX,RT,rtr,central
10.60.152.90,BOSMAED40,BOSMAED40.northeast.lightspeed.net,northeast,active,RAD,ETX-2,edge,0,1,BOS,MA,ED,edge,northeast
10.60.198.64,NYCNYAG85,NYCNYAG85.northeast.lightspeed.net,northeast,degraded,Arista,7280R,agg,0,0,NYC,NY,AG,agg,northeast
10.60.4.129,BOSMAAG20,BOSMAAG20.northeast.lightspeed.net,northeast,active,ADVA,FSP3000,agg,0,0,BOS,MA,AG,agg,northeast
10.30.165.93,SEAWACO14,SEAWACO14.west.lightspeed.net,west,active,Juniper,MX204,core,0,0,SEA,WA,CO,core,west
10.60.139.12,PHLPAED07,PHLPAED07.northeast.lightspeed.net,northeast,degraded,Cisco,ISR4431,edge,0,0,PHL,PA,ED,edge,northeast
10.10.218.221,OKCOKSW19,OKCOKSW19.central.lightspeed.net,central,active,Cisco,Catalyst9300,sw,0,0,OKC,OK,SW,sw,central
10.20.139.130,CLTNCSW62,CLTNCSW62.east.lightspeed.net,east,degraded,Cisco,Catalyst9300,sw,0,0,CLT,NC,SW,sw,east
10.30.136.1,SFOCAED04,SFOCAED04.west.lightspeed.net,west,active,Juniper,SRX345,edge,0,0,SFO,CA,ED,edge,west
10.40.135.158,MIAFLRT54,MIAFLRT54.southeast.lightspeed.net,southeast,degraded,Arista,7050X3,rtr,0,0,MIA,FL,RT,rtr,southeast
10.60.200.44,NYCNYCO86,NYCNYCO86.northeast.lightspeed.net,northeast,active,Cisco,NCS540,core,0,1,NYC,NY,CO,core,northeast
10.10.119.220,AUSTXSW94,AUSTXSW94.central.lightspeed.net,central,active,Cisco,Catalyst9300,sw,0,0,AUS,TX,SW,sw,central
10.40.240.173,MIAFLDS42,MIAFLDS42.southeast.lightspeed.net,southeast,active,Juniper,QFX5120,dist,0,0,MIA,FL,DS,dist,southeast
10.60.23.113,BOSMASW18,BOSMASW18.northeast.lightspeed.net,northeast,degraded,Cisco,Catalyst9300,sw,0,0,BOS,MA,SW,sw,northeast
10.70.9.112,PORORED46,PORORED46.northwest.lightspeed.net,northwest,active,Juniper,SRX345,edge,1,0,POR,OR,ED,edge,northwest
10.70.175.103,BOIIDAG71,BOIIDAG71.northwest.lightspeed.net,northwest,active,Arista,7280R,agg,0,0,BOI,ID,AG,agg,northwest
10.70.112.179,GEGWASW02,GEGWASW02.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw,0,0,GEG,WA,SW,sw,northwest
10.30.83.188,SEAWASW20,SEAWASW20.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,0,SEA,WA,SW,sw,west
10.50.122.180,ELPTXAG13,ELPTXAG13.southwest.lightspeed.net,southwest,active,ADVA,FSP3000,agg,0,0,ELP,TX,AG,agg,southwest
10.70.192.206,GEGWASW37,GEGWASW37.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw,0,0,GEG,WA,SW,sw,northwest
10.60.108.109,NYCNYDS12,NYCNYDS12.northeast.lightspeed.net,northeast,active,ADVA,FSP150,dist,0,1,NYC,NY,DS,dist,northeast
10.30.110.142,SFOCADS75,SFOCADS75.west.lightspeed.net,west,active,ADVA,FSP150,dist,0,0,SFO,CA,DS,dist,west
10.20.90.61,CLTNCED90,CLTNCED90.east.lightspeed.net,east,active,RAD,ETX-2,edge,0,0,CLT,NC,ED,edge,east
10.70.89.17,GEGWART69,GEGWART69.northwest.lightspeed.net,northwest,active,Arista,7050X3,rtr,0,0,GEG,WA,RT,rtr,northwest
10.20.94.3,ATLGASW77,ATLGASW77.east.lightspeed.net,east,active,Cisco,Catalyst9300,sw,0,0,ATL,GA,SW,sw,east
10.10.156.38,AUSTXAG84,AUSTXAG84.central.lightspeed.net,central,degraded,Arista,7280R,agg,0,0,AUS,TX,AG,agg,central
10.50.234.77,PHXAZED91,PHXAZED91.southwest.lightspeed.net,southwest,active,Juniper,SRX345,edge,1,0,PHX,AZ,ED,edge,southwest
10.60.135.192,PHLPADS29,PHLPADS29.northeast.lightspeed.net,northeast,active,ADVA,FSP150,dist,0,0,PHL,PA,DS,dist,northeast
10.50.8.154,PHXAZCO23,PHXAZCO23.southwest.lightspeed.net,southwest,active,Nokia,7750 SR-1,core,0,0,PHX,AZ,CO,core,southwest
10.50.103.100,PHXAZDS62,PHXAZDS62.southwest.lightspeed.net,southwest,active,Juniper,QFX5120,dist,0,0,PHX,AZ,DS,dist,southwest
10.20.146.225,PITPAED41,PITPAED41.east.lightspeed.net,east,active,Cisco,ISR4431,edge,0,0,PIT,PA,ED,edge,east
10.60.243.250,PHLPAED46,PHLPAED46.northeast.lightspeed.net,northeast,active,RAD,ETX-2,edge,1,0,PHL,PA,ED,edge,northeast
10.60.176.84,NYCNYSW47,NYCNYSW47.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,0,NYC,NY,SW,sw,northeast
10.30.236.120,SFOCASW25,SFOCASW25.west.lightspeed.net,west,degraded,Cisco,Catalyst9300,sw,0,0,SFO,CA,SW,sw,west
10.60.138.79,BOSMAED96,BOSMAED96.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,edge,0,0,BOS,MA,ED,edge,northeast
10.50.27.196,ABQNMDS81,ABQNMDS81.southwest.lightspeed.net,southwest,down,Juniper,QFX5120,dist,0,0,ABQ,NM,DS,dist,southwest
10.70.156.46,GEGWADS62,GEGWADS62.northwest.lightspeed.net,northwest,active,Juniper,QFX5120,dist,0,0,GEG,WA,DS,dist,northwest
10.30.253.52,SEAWAED37,SEAWAED37.west.lightspeed.net,west,active,RAD,ETX-2,edge,0,0,SEA,WA,ED,edge,west
10.10.176.94,AUSTXCO36,AUSTXCO36.central.lightspeed.net,central,active,Juniper,MX204,core,0,0,AUS,TX,CO,core,central
10.50.91.136,ABQNMED08,ABQNMED08.southwest.lightspeed.net,southwest,active,Cisco,ISR4431,edge,1,0,ABQ,NM,ED,edge,southwest
10.60.217.74,BOSMAAG42,BOSMAAG42.northeast.lightspeed.net,northeast,active,Arista,7280R,agg,0,0,BOS,MA,AG,agg,northeast
10.20.173.18,ATLGASW62,ATLGASW62.east.lightspeed.net,east,degraded,Cisco,Catalyst9300,sw,0,0,ATL,GA,SW,sw,east
10.60.228.113,NYCNYDS22,NYCNYDS22.northeast.lightspeed.net,northeast,degraded,ADVA,FSP150,dist,0,0,NYC,NY,DS,dist,northeast
10.30.89.33,LAXCACO17,LAXCACO17.west.lightspeed.net,west,active,Juniper,MX204,core,0,0,LAX,CA,CO,core,west
10.60.216.171,BOSMART38,BOSMART38.northeast.lightspeed.net,northeast,degraded,Arista,7050X3,rtr,0,0,BOS,MA,RT,rtr,northeast
10.70.55.195,BOIIDSW16,BOIIDSW16.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw,0,0,BOI,ID,SW,sw,northwest
10.70.204.171,BOIIDRT70,BOIIDRT70.northwest.lightspeed.net,northwest,active,Arista,7050X3,rtr,0,0,BOI,ID,RT,rtr,northwest
10.10.218.142,DALTXAG03,DALTXAG03.central.lightspeed.net,central,active,Arista,7280R,agg,0,0,DAL,TX,AG,agg,central
10.60.102.82,PHLPAAG46,PHLPAAG46.northeast.lightspeed.net,northeast,down,ADVA,FSP3000,agg,0,0,PHL,PA,AG,agg,northeast
10.60.9.52,BOSMADS52,BOSMADS52.northeast.lightspeed.net,northeast,degraded,Juniper,QFX5120,dist,0,0,BOS,MA,DS,dist,northeast
10.70.72.198,PORORRT14,PORORRT14.northwest.lightspeed.net,northwest,active,Arista,7050X3,rtr,0,0,POR,OR,RT,rtr,northwest
10.30.102.69,SEAWAAG55,SEAWAAG55.west.lightspeed.net,west,active,ADVA,FSP3000,agg,0,0,SEA,WA,AG,agg,west
10.70.153.246,BOIIDAG73,BOIIDAG73.northwest.lightspeed.net,northwest,active,Arista,7280R,agg,0,0,BOI,ID,AG,agg,northwest
10.30.92.121,SEAWAED47,SEAWAED47.west.lightspeed.net,west,retired,Juniper,SRX345,edge,1,0,SEA,WA,ED,edge,west
10.30.113.94,LAXCAAG10,LAXCAAG10.west.lightspeed.net,west,degraded,ADVA,FSP3000,agg,0,0,LAX,CA,AG,agg,west
10.60.224.242,PHLPAED76,PHLPAED76.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,edge,0,1,PHL,PA,ED,edge,northeast
10.10.168.5,DALTXED86,DALTXED86.central.lightspeed.net,central,active,Cisco,ISR4431,edge,1,0,DAL,TX,ED,edge,central
10.30.217.87,SFOCADS93,SFOCADS93.west.lightspeed.net,west,active,ADVA,FSP150,dist,1,0,SFO,CA,DS,dist,west
10.70.174.145,BOIIDDS03,BOIIDDS03.northwest.lightspeed.net,northwest,degraded,ADVA,FSP150,dist,0,0,BOI,ID,DS,dist,northwest
10.40.133.19,MIAFLAG03,MIAFLAG03.southeast.lightspeed.net,southeast,active,ADVA,FSP3000,agg,1,0,MIA,FL,AG,agg,southeast
10.10.9.117,DALTXSW46,DALTXSW46.central.lightspeed.net,central,active,Cisco,Catalyst9300,sw,0,0,DAL,TX,SW,sw,central
10.40.205.127,JAXFLAG32,JAXFLAG32.southeast.lightspeed.net,southeast,active,ADVA,FSP3000,agg,0,0,JAX,FL,AG,agg,southeast
10.20.118.176,CLTNCDS77,CLTNCDS77.east.lightspeed.net,east,active,Juniper,QFX5120,dist,0,0,CLT,NC,DS,dist,east
10.60.173.10,PHLPASW66,PHLPASW66.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,1,PHL,PA,SW,sw,northeast
10.10.123.40,OKCOKSW79,OKCOKSW79.central.lightspeed.net,central,active,Cisco,Catalyst9300,sw,0,0,OKC,OK,SW,sw,central
10.60.242.33,BOSMASW55,BOSMASW55.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,1,BOS,MA,SW,sw,northeast
10.20.154.62,CLTNCSW36,CLTNCSW36.east.lightspeed.net,east,active,Cisco,Catalyst9300,sw,0,0,CLT,NC,SW,sw,east
10.10.22.110,AUSTXDS25,AUSTXDS25.central.lightspeed.net,central,degraded,ADVA,FSP150,dist,0,0,AUS,TX,DS,dist,central
10.20.206.140,CLTNCED31,CLTNCED31.east.lightspeed.net,east,degraded,Cisco,ISR4431,edge,0,0,CLT,NC,ED,edge,east
10.70.192.40,GEGWASW76,GEGWASW76.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw,0,0,GEG,WA,SW,sw,northwest
10.20.145.155,PITPAAG14,PITPAAG14.east.lightspeed.net,east,degraded,ADVA,FSP3000,agg,0,0,PIT,PA,AG,agg,east
10.60.240.205,BOSMASW57,BOSMASW57.northeast.lightspeed.net,northeast,degraded,Cisco,Catalyst9300,sw,0,1,BOS,MA,SW,sw,northeast
10.10.189.14,AUSTXSW77,AUSTXSW77.central.lightspeed.net,central,down,Cisco,Catalyst9300,sw,0,1,AUS,TX,SW,sw,central
10.40.231.47,JAXFLED53,JAXFLED53.southeast.lightspeed.net,southeast,active,Juniper,SRX345,edge,1,0,JAX,FL,ED,edge,southeast
10.30.161.199,SFOCASW58,SFOCASW58.west.lightspeed.net,west,degraded,Cisco,Catalyst9300,sw,0,0,SFO,CA,SW,sw,west
10.20.109.21,CLTNCRT20,CLTNCRT20.east.lightspeed.net,east,active,Arista,7050X3,rtr,0,0,CLT,NC,RT,rtr,east
10.60.86.167,BOSMAED81,BOSMAED81.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,edge,0,0,BOS,MA,ED,edge,northeast
10.30.246.58,SFOCAED97,SFOCAED97.west.lightspeed.net,west,active,RAD,ETX-2,edge,0,0,SFO,CA,ED,edge,west
10.10.52.30,OKCOKDS20,OKCOKDS20.central.lightspeed.net,central,active,Juniper,QFX5120,dist,0,0,OKC,OK,DS,dist,central
10.60.158.237,PHLPAED70,PHLPAED70.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,edge,1,0,PHL,PA,ED,edge,northeast
10.30.55.167,SEAWASW06,SEAWASW06.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,0,SEA,WA,SW,sw,west
10.20.126.183,PITPAED03,PITPAED03.east.lightspeed.net,east,active,Cisco,ISR4431,edge,0,0,PIT,PA,ED,edge,east
10.50.44.84,ABQNMED24,ABQNMED24.southwest.lightspeed.net,southwest,active,Cisco,ISR4431,edge,0,0,ABQ,NM,ED,edge,southwest
10.10.126.173,AUSTXRT53,AUSTXRT53.central.lightspeed.net,central,active,Arista,7050X3,rtr,0,0,AUS,TX,RT,rtr,central
10.30.232.237,SFOCADS95,SFOCADS95.west.lightspeed.net,west,active,ADVA,FSP150,dist,0,0,SFO,CA,DS,dist,west
10.30.8.114,SFOCART05,SFOCART05.west.lightspeed.net,west,active,Arista,7050X3,rtr,0,0,SFO,CA,RT,rtr,west
10.30.172.88,SFOCACO92,SFOCACO92.west.lightspeed.net,west,degraded,Cisco,NCS540,core,0,0,SFO,CA,CO,core,west
10.60.146.187,NYCNYRT99,NYCNYRT99.northeast.lightspeed.net,northeast,down,Arista,7050X3,rtr,0,0,NYC,NY,RT,rtr,northeast
10.70.183.156,PORORAG76,PORORAG76.northwest.lightspeed.net,northwest,active,Arista,7280R,agg,0,0,POR,OR,AG,agg,northwest
10.40.23.30,BNATNED42,BNATNED42.southeast.lightspeed.net,southeast,active,Juniper,SRX345,edge,1,1,BNA,TN,ED,edge,southeast
10.60.200.137,BOSMASW59,BOSMASW59.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,0,BOS,MA,SW,sw,northeast
10.30.248.154,LAXCAED69,LAXCAED69.west.lightspeed.net,west,active,Cisco,ISR4431,edge,0,0,LAX,CA,ED,edge,west
10.60.226.117,BOSMART43,BOSMART43.northeast.lightspeed.net,northeast,degraded,Arista,7050X3,rtr,0,0,BOS,MA,RT,rtr,northeast
10.60.203.14,BOSMADS78,BOSMADS78.northeast.lightspeed.net,northeast,active,ADVA,FSP150,dist,0,0,BOS,MA,DS,dist,northeast
10.60.114.94,BOSMAED11,BOSMAED11.northeast.lightspeed.net,northeast,active,Juniper,SRX345,edge,1,0,BOS,MA,ED,edge,northeast
10.70.137.237,GEGWADS89,GEGWADS89.northwest.lightspeed.net,northwest,active,Juniper,QFX5120,dist,0,0,GEG,WA,DS,dist,northwest
10.10.121.0,AUSTXSW49,AUSTXSW49.central.lightspeed.net,central,degraded,Cisco,Catalyst9300,sw,0,0,AUS,TX,SW,sw,central
10.30.133.22,SEAWAED89,SEAWAED89.west.lightspeed.net,west,active,Juniper,SRX345,edge,0,0,SEA,WA,ED,edge,west
10.40.153.43,MIAFLSW40,MIAFLSW40.southeast.lightspeed.net,southeast,active,Cisco,Catalyst9300,sw,0,0,MIA,FL,SW,sw,southeast
10.70.172.187,BOIIDAG33,BOIIDAG33.northwest.lightspeed.net,northwest,active,Arista,7280R,agg,0,0,BOI,ID,AG,agg,northwest
10.10.1.52,OKCOKSW14,OKCOKSW14.central.lightspeed.net,central,active,Cisco,Catalyst9300,sw,0,0,OKC,OK,SW,sw,central
10.50.144.126,PHXAZSW26,PHXAZSW26.southwest.lightspeed.net,southwest,active,Cisco,Catalyst9300,sw,0,0,PHX,AZ,SW,sw,southwest
10.60.141.31,NYCNYCO78,NYCNYCO78.northeast.lightspeed.net,northeast,active,Juniper,MX204,core,0,0,NYC,NY,CO,core,northeast
10.70.125.206,GEGWAED73,GEGWAED73.northwest.lightspeed.net,northwest,active,RAD,ETX-2,edge,1,0,GEG,WA,ED,edge,northwest
10.70.158.154,GEGWADS26,GEGWADS26.northwest.lightspeed.net,northwest,active,Juniper,QFX5120,dist,0,0,GEG,WA,DS,dist,northwest
10.30.58.176,SEAWACO53,SEAWACO53.west.lightspeed.net,west,degraded,Cisco,NCS540,core,0,0,SEA,WA,CO,core,west
10.60.127.63,PHLPADS62,PHLPADS62.northeast.lightspeed.net,northeast,down,ADVA,FSP150,dist,0,0,PHL,PA,DS,dist,northeast
10.70.191.216,PORORDS97,PORORDS97.northwest.lightspeed.net,northwest,degraded,Juniper,QFX5120,dist,0,0,POR,OR,DS,dist,northwest
10.10.56.161,DALTXDS45,DALTXDS45.central.lightspeed.net,central,active,Juniper,QFX5120,dist,0,0,DAL,TX,DS,dist,central
10.30.188.102,SFOCAED37,SFOCAED37.west.lightspeed.net,west,degraded,RAD,ETX-2,edge,1,0,SFO,CA,ED,edge,west
10.60.239.141,BOSMASW10,BOSMASW10.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,0,BOS,MA,SW,sw,northeast
10.60.14.127,PHLPAED73,PHLPAED73.northeast.lightspeed.net,northeast,degraded,Juniper,SRX345,edge,0,0,PHL,PA,ED,edge,northeast
10.50.157.22,ELPTXED79,ELPTXED79.southwest.lightspeed.net,southwest,active,Juniper,SRX345,edge,1,0,ELP,TX,ED,edge,southwest
10.20.18.128,ATLGADS64,ATLGADS64.east.lightspeed.net,east,active,ADVA,FSP150,dist,0,0,ATL,GA,DS,dist,east
10.10.205.67,AUSTXDS69,AUSTXDS69.central.lightspeed.net,central,active,ADVA,FSP150,dist,0,0,AUS,TX,DS,dist,central
10.10.140.210,AUSTXED08,AUSTXED08.central.lightspeed.net,central,active,Cisco,ISR4431,edge,0,0,AUS,TX,ED,edge,central
10.60.23.232,BOSMART45,BOSMART45.northeast.lightspeed.net,northeast,down,Arista,7050X3,rtr,0,0,BOS,MA,RT,rtr,northeast
10.20.22.124,ATLGAAG42,ATLGAAG42.east.lightspeed.net,east,active,ADVA,FSP3000,agg,0,0,ATL,GA,AG,agg,east
10.60.31.233,BOSMART59,BOSMART59.northeast.lightspeed.net,northeast,degraded,Arista,7050X3,rtr,0,0,BOS,MA,RT,rtr,northeast
10.20.11.94,CLTNCAG22,CLTNCAG22.east.lightspeed.net,east,degraded,ADVA,FSP3000,agg,0,0,CLT,NC,AG,agg,east
10.50.172.208,PHXAZED75,PHXAZED75.southwest.lightspeed.net,southwest,down,Juniper,SRX345,edge,1,0,PHX,AZ,ED,edge,southwest
10.30.167.208,SFOCACO61,SFOCACO61.west.lightspeed.net,west,active,Cisco,NCS540,core,0,0,SFO,CA,CO,core,west
10.10.17.90,OKCOKED02,OKCOKED02.central.lightspeed.net,central,active,Juniper,SRX345,edge,1,0,OKC,OK,ED,edge,central
10.70.87.73,BOIIDAG61,BOIIDAG61.northwest.lightspeed.net,northwest,active,ADVA,FSP3000,agg,0,0,BOI,ID,AG,agg,northwest
10.60.140.152,BOSMACO07,BOSMACO07.northeast.lightspeed.net,northeast,retired,Nokia,7750 SR-1,core,0,1,BOS,MA,CO,core,northeast
10.30.7.152,SEAWADS29,SEAWADS29.west.lightspeed.net,west,active,ADVA,FSP150,dist,0,1,SEA,WA,DS,dist,west
10.60.40.90,BOSMART15,BOSMART15.northeast.lightspeed.net,northeast,down,Arista,7050X3,rtr,0,0,BOS,MA,RT,rtr,northeast
10.40.246.55,MIAFLAG41,MIAFLAG41.southeast.lightspeed.net,southeast,degraded,Arista,7280R,agg,0,0,MIA,FL,AG,agg,southeast
10.60.196.141,NYCNYRT38,NYCNYRT38.northeast.lightspeed.net,northeast,active,Arista,7050X3,rtr,0,0,NYC,NY,RT,rtr,northeast
10.50.8.229,PHXAZDS85,PHXAZDS85.southwest.lightspeed.net,southwest,active,Juniper,QFX5120,dist,0,0,PHX,AZ,DS,dist,southwest
10.70.86.90,PORORED68,PORORED68.northwest.lightspeed.net,northwest,degraded,RAD,ETX-2,edge,0,0,POR,OR,ED,edge,northwest
10.50.43.228,PHXAZAG58,PHXAZAG58.southwest.lightspeed.net,southwest,active,ADVA,FSP3000,agg,0,0,PHX,AZ,AG,agg,southwest
10.40.2.197,MIAFLDS75,MIAFLDS75.southeast.lightspeed.net,southeast,degraded,ADVA,FSP150,dist,0,0,MIA,FL,DS,dist,southeast
10.60.128.92,PHLPADS36,PHLPADS36.northeast.lightspeed.net,northeast,active,ADVA,FSP150,dist,0,1,PHL,PA,DS,dist,northeast
10.60.14.202,NYCNYSW60,NYCNYSW60.northeast.lightspeed.net,northeast,degraded,Cisco,Catalyst9300,sw,0,0,NYC,NY,SW,sw,northeast
10.50.125.233,ELPTXED27,ELPTXED27.southwest.lightspeed.net,southwest,down,Juniper,SRX345,edge,1,0,ELP,TX,ED,edge,southwest
10.20.81.63,PITPACO18,PITPACO18.east.lightspeed.net,east,active,Cisco,NCS540,core,0,0,PIT,PA,CO,core,east
10.60.192.42,BOSMASW72,BOSMASW72.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,1,BOS,MA,SW,sw,northeast
10.30.103.34,SEAWART55,SEAWART55.west.lightspeed.net,west,active,Arista,7050X3,rtr,0,0,SEA,WA,RT,rtr,west
10.20.245.244,CLTNCED03,CLTNCED03.east.lightspeed.net,east,degraded,Juniper,SRX345,edge,1,0,CLT,NC,ED,edge,east
10.60.229.85,BOSMAAG21,BOSMAAG21.northeast.lightspeed.net,northeast,active,ADVA,FSP3000,agg,0,1,BOS,MA,AG,agg,northeast
10.40.1.212,BNATNED36,BNATNED36.southeast.lightspeed.net,southeast,active,Cisco,ISR4431,edge,0,0,BNA,TN,ED,edge,southeast
10.10.235.14,OKCOKSW44,OKCOKSW44.central.lightspeed.net,central,active,Cisco,Catalyst9300,sw,0,0,OKC,OK,SW,sw,central
10.60.12.47,NYCNYSW45,NYCNYSW45.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,0,NYC,NY,SW,sw,northeast
10.70.237.188,PORORDS66,PORORDS66.northwest.lightspeed.net,northwest,active,Juniper,QFX5120,dist,0,0,POR,OR,DS,dist,northwest
10.50.137.133,PHXAZDS50,PHXAZDS50.southwest.lightspeed.net,southwest,down,Juniper,QFX5120,dist,0,0,PHX,AZ,DS,dist,southwest
10.60.173.12,NYCNYDS08,NYCNYDS08.northeast.lightspeed.net,northeast,down,ADVA,FSP150,dist,0,0,NYC,NY,DS,dist,northeast
10.10.253.236,AUSTXAG55,AUSTXAG55.central.lightspeed.net,central,active,Arista,7280R,agg,0,0,AUS,TX,AG,agg,central
10.30.96.143,LAXCAED98,LAXCAED98.west.lightspeed.net,west,degraded,Juniper,SRX345,edge,1,0,LAX,CA,ED,edge,west
10.40.136.159,JAXFLSW10,JAXFLSW10.southeast.lightspeed.net,southeast,active,Cisco,Catalyst9300,sw,0,0,JAX,FL,SW,sw,southeast
10.10.147.64,DALTXED90,DALTXED90.central.lightspeed.net,central,down,RAD,ETX-2,edge,1,0,DAL,TX,ED,edge,central
10.30.174.172,SEAWASW36,SEAWASW36.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,0,SEA,WA,SW,sw,west
10.30.231.184,LAXCAED32,LAXCAED32.west.lightspeed.net,west,active,RAD,ETX-2,edge,0,0,LAX,CA,ED,edge,west
10.70.247.31,PORORDS22,PORORDS22.northwest.lightspeed.net,northwest,retired,ADVA,FSP150,dist,0,0,POR,OR,DS,dist,northwest
10.20.186.129,CLTNCRT10,CLTNCRT10.east.lightspeed.net,east,down,Arista,7050X3,rtr,0,0,CLT,NC,RT,rtr,east
10.50.50.177,PHXAZRT21,PHXAZRT21.southwest.lightspeed.net,southwest,active,Arista,7050X3,rtr,0,0,PHX,AZ,RT,rtr,southwest
10.60.225.158,BOSMASW84,BOSMASW84.northeast.lightspeed.net,northeast,degraded,Cisco,Catalyst9300,sw,0,1,BOS,MA,SW,sw,northeast
10.40.250.236,JAXFLED66,JAXFLED66.southeast.lightspeed.net,southeast,active,Cisco,ISR4431,edge,1,0,JAX,FL,ED,edge,southeast
10.60.206.181,PHLPADS30,PHLPADS30.northeast.lightspeed.net,northeast,degraded,Juniper,QFX5120,dist,0,0,PHL,PA,DS,dist,northeast
10.10.212.17,AUSTXAG98,AUSTXAG98.central.lightspeed.net,central,active,Arista,7280R,agg,0,0,AUS,TX,AG,agg,central
10.30.130.205,LAXCADS85,LAXCADS85.west.lightspeed.net,west,down,Juniper,QFX5120,dist,0,0,LAX,CA,DS,dist,west
10.60.179.76,NYCNYAG43,NYCNYAG43.northeast.lightspeed.net,northeast,active,Arista,7280R,agg,0,0,NYC,NY,AG,agg,northeast
10.70.162.178,PORORRT51,PORORRT51.northwest.lightspeed.net,northwest,active,Arista,7050X3,rtr,0,0,POR,OR,RT,rtr,northwest
10.20.156.107,ATLGART39,ATLGART39.east.lightspeed.net,east,active,Arista,7050X3,rtr,0,0,ATL,GA,RT,rtr,east
10.40.127.74,JAXFLSW93,JAXFLSW93.southeast.lightspeed.net,southeast,active,Cisco,Catalyst9300,sw,0,0,JAX,FL,SW,sw,southeast
10.40.108.58,MIAFLED89,MIAFLED89.southeast.lightspeed.net,southeast,down,RAD,ETX-2,edge,0,0,MIA,FL,ED,edge,southeast
10.20.204.59,ATLGASW59,ATLGASW59.east.lightspeed.net,east,active,Cisco,Catalyst9300,sw,0,0,ATL,GA,SW,sw,east
10.30.81.12,SEAWADS76,SEAWADS76.west.lightspeed.net,west,retired,ADVA,FSP150,dist,0,0,SEA,WA,DS,dist,west
10.70.10.158,BOIIDED78,BOIIDED78.northwest.lightspeed.net,northwest,active,Juniper,SRX345,edge,0,0,BOI,ID,ED,edge,northwest
10.20.125.71,PITPAED69,PITPAED69.east.lightspeed.net,east,active,Cisco,ISR4431,edge,0,0,PIT,PA,ED,edge,east
10.40.249.196,JAXFLRT19,JAXFLRT19.southeast.lightspeed.net,southeast,retired,Arista,7050X3,rtr,0,0,JAX,FL,RT,rtr,southeast
10.50.184.146,ABQNMDS85,ABQNMDS85.southwest.lightspeed.net,southwest,active,ADVA,FSP150,dist,0,0,ABQ,NM,DS,dist,southwest
10.40.60.94,BNATNSW80,BNATNSW80.southeast.lightspeed.net,southeast,active,Cisco,Catalyst9300,sw,0,1,BNA,TN,SW,sw,southeast
10.60.131.123,NYCNYSW30,NYCNYSW30.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,0,NYC,NY,SW,sw,northeast
10.60.44.52,PHLPASW56,PHLPASW56.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,0,PHL,PA,SW,sw,northeast
10.70.158.174,PORORDS84,PORORDS84.northwest.lightspeed.net,northwest,degraded,Juniper,QFX5120,dist,0,0,POR,OR,DS,dist,northwest
10.30.110.43,SFOCADS71,SFOCADS71.west.lightspeed.net,west,active,Juniper,QFX5120,dist,0,0,SFO,CA,DS,dist,west
10.20.6.74,CLTNCED14,CLTNCED14.east.lightspeed.net,east,degraded,RAD,ETX-2,edge,0,0,CLT,NC,ED,edge,east
10.60.132.42,NYCNYAG39,NYCNYAG39.northeast.lightspeed.net,northeast,retired,ADVA,FSP3000,agg,0,0,NYC,NY,AG,agg,northeast
10.60.251.252,BOSMACO31,BOSMACO31.northeast.lightspeed.net,northeast,active,Cisco,NCS540,core,0,0,BOS,MA,CO,core,northeast
10.70.115.30,GEGWACO53,GEGWACO53.northwest.lightspeed.net,northwest,active,Cisco,NCS540,core,0,0,GEG,WA,CO,core,northwest
10.70.114.115,PORORSW54,PORORSW54.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw,0,0,POR,OR,SW,sw,northwest
10.10.121.14,OKCOKED08,OKCOKED08.central.lightspeed.net,central,active,Cisco,ISR4431,edge,0,0,OKC,OK,ED,edge,central
10.10.251.29,DALTXCO32,DALTXCO32.central.lightspeed.net,central,active,Nokia,7750 SR-1,core,0,0,DAL,TX,CO,core,central
10.70.8.238,BOIIDSW31,BOIIDSW31.northwest.lightspeed.net,northwest,retired,Cisco,Catalyst9300,sw,0,0,BOI,ID,SW,sw,northwest
