ip_address,hostname,fqdn,region,status,vendor,model
10.20.76.36,PITSW62,PITSW62.east.lightspeed.net,east,active,Juniper,MX204
10.60.241.223,NYCDS50,NYCDS50.northeast.lightspeed.net,northeast,active,ADVA,FSP3000
10.70.55.76,BOIRT68,BOIRT68.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1
10.70.85.89,PORDS08,PORDS08.northwest.lightspeed.net,northwest,active,Cisco,ISR4431
10.70.163.153,GEGCO15,GEGCO15.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1
10.60.197.49,BOSED85,BOSED85.northeast.lightspeed.net,northeast,active,Nokia,7750 SR-1
10.20.104.176,CLTCO94,CLTCO94.east.lightspeed.net,east,degraded,Juniper,MX204
10.30.249.178,SEAAG27,SEAAG27.west.lightspeed.net,west,active,Juniper,MX204
10.70.142.240,PORRT66,PORRT66.northwest.lightspeed.net,northwest,active,Cisco,ISR4431
10.30.46.53,LAXED16,LAXED16.west.lightspeed.net,west,active,ADVA,FSP150
10.70.56.48,GEGCO11,GEGCO11.northwest.lightspeed.net,northwest,active,RAD,ETX-2
10.60.101.166,PHLSW17,PHLSW17.northeast.lightspeed.net,northeast,active,Arista,7280R
10.70.45.227,BOIDS74,BOIDS74.northwest.lightspeed.net,northwest,active,Arista,7280R
10.50.33.195,ABQDS88,ABQDS88.southwest.lightspeed.net,southwest,degraded,RAD,ETX-2
10.30.156.224,LAXDS20,LAXDS20.west.lightspeed.net,west,active,Cisco,ISR4431
10.10.193.49,OKCRT21,OKCRT21.central.lightspeed.net,central,retired,RAD,ETX-2
10.50.8.159,ELPAG29,ELPAG29.southwest.lightspeed.net,southwest,active,Cisco,NCS540
10.70.227.132,BOIRT57,BOIRT57.northwest.lightspeed.net,northwest,active,ADVA,FSP3000
10.10.143.33,OKCCO96,OKCCO96.central.lightspeed.net,central,retired,Nokia,7750 SR-1
10.70.162.134,PORSW13,PORSW13.northwest.lightspeed.net,northwest,active,Cisco,NCS540
10.60.86.223,BOSDS24,BOSDS24.northeast.lightspeed.net,northeast,active,Cisco,NCS540
10.70.84.120,GEGDS63,GEGDS63.northwest.lightspeed.net,northwest,degraded,Juniper,MX204
10.30.47.156,SFORT70,SFORT70.west.lightspeed.net,west,active,Juniper,MX204
10.60.9.235,NYCRT87,NYCRT87.northeast.lightspeed.net,northeast,active,Juniper,MX204
10.50.151.223,ELPAG03,ELPAG03.southwest.lightspeed.net,southwest,active,Juniper,MX204
10.20.63.206,ATLED40,ATLED40.east.lightspeed.net,east,active,Nokia,7750 SR-1
10.30.217.110,LAXRT31,LAXRT31.west.lightspeed.net,west,degraded,ADVA,FSP3000
10.20.16.11,PITED04,PITED04.east.lightspeed.net,east,active,Nokia,7750 SR-1
10.40.159.38,MIASW50,MIASW50.southeast.lightspeed.net,southeast,active,Juniper,MX204
10.30.151.148,SEAED25,SEAED25.west.lightspeed.net,west,degraded,RAD,ETX-2
10.30.70.19,SEASW92,SEASW92.west.lightspeed.net,west,active,Juniper,MX204
10.70.237.67,BOIED71,BOIED71.northwest.lightspeed.net,northwest,active,ADVA,FSP150
10.20.80.74,ATLAG56,ATLAG56.east.lightspeed.net,east,active,Nokia,7750 SR-1
10.20.52.111,ATLCO38,ATLCO38.east.lightspeed.net,east,active,Juniper,MX204
10.10.228.78,DALAG72,DALAG72.central.lightspeed.net,central,active,Nokia,7750 SR-1
10.30.232.166,SEART93,SEART93.west.lightspeed.net,west,active,RAD,ETX-2
10.30.120.103,SEART59,SEART59.west.lightspeed.net,west,active,Cisco,ISR4431
10.40.32.12,MIADS26,MIADS26.southeast.lightspeed.net,southeast,degraded,ADVA,FSP150
10.60.78.125,PHLDS37,PHLDS37.northeast.lightspeed.net,northeast,down,Cisco,ISR4431
10.60.211.55,PHLDS09,PHLDS09.northeast.lightspeed.net,northeast,active,Cisco,NCS540
10.70.56.210,PORCO46,PORCO46.northwest.lightspeed.net,northwest,retired,Cisco,NCS540
10.50.202.255,ELPDS58,ELPDS58.southwest.lightspeed.net,southwest,active,Juniper,MX204
10.60.188.225,BOSRT37,BOSRT37.northeast.lightspeed.net,northeast,active,Nokia,7750 SR-1
10.30.195.200,SFOAG78,SFOAG78.west.lightspeed.net,west,active,RAD,ETX-2
10.20.22.70,ATLDS85,ATLDS85.east.lightspeed.net,east,active,Juniper,QFX5120
10.10.95.196,AUSRT03,AUSRT03.central.lightspeed.net,central,active,Nokia,7750 SR-1
10.50.190.36,ABQDS51,ABQDS51.southwest.lightspeed.net,southwest,active,Juniper,MX204
10.60.173.172,PHLDS79,PHLDS79.northeast.lightspeed.net,northeast,down,ADVA,FSP3000
10.30.161.152,SFOAG23,SFOAG23.west.lightspeed.net,west,active,Nokia,7750 SR-1
10.60.152.191,PHLED60,PHLED60.northeast.lightspeed.net,northeast,degraded,Arista,7280R
10.10.97.104,DALCO71,DALCO71.central.lightspeed.net,central,active,Nokia,7750 SR-1
10.60.132.6,NYCSW40,NYCSW40.northeast.lightspeed.net,northeast,active,Cisco,NCS540
10.30.215.96,SEAAG54,SEAAG54.west.lightspeed.net,west,active,Cisco,ISR4431
10.30.78.113,SFOSW49,SFOSW49.west.lightspeed.net,west,down,Cisco,NCS540
10.60.232.67,BOSAG89,BOSAG89.northeast.lightspeed.net,northeast,active,Cisco,NCS540
10.50.68.188,ELPSW73,ELPSW73.southwest.lightspeed.net,southwest,active,ADVA,FSP150
10.40.82.247,BNADS02,BNADS02.southeast.lightspeed.net,southeast,active,Arista,7280R
10.30.11.255,SFOAG45,SFOAG45.west.lightspeed.net,west,active,RAD,ETX-2
10.30.128.236,LAXED88,LAXED88.west.lightspeed.net,west,active,RAD,ETX-2
10.60.41.211,PHLAG85,PHLAG85.northeast.lightspeed.net,northeast,active,ADVA,FSP150
10.70.109.207,PORDS67,PORDS67.northwest.lightspeed.net,northwest,active,RAD,ETX-2
10.50.22.246,ABQAG98,ABQAG98.southwest.lightspeed.net,southwest,active,Cisco,ISR4431
10.60.12.93,NYCSW95,NYCSW95.northeast.lightspeed.net,northeast,active,Juniper,MX204
10.70.253.119,BOIDS63,BOIDS63.northwest.lightspeed.net,northwest,active,ADVA,FSP150
10.60.25.222,BOSSW86,BOSSW86.northeast.lightspeed.net,northeast,active,Juniper,MX204
10.70.122.44,PORDS38,PORDS38.northwest.lightspeed.net,northwest,active,Arista,7280R
10.10.55.7,DALAG58,DALAG58.central.lightspeed.net,central,active,ADVA,FSP150
10.30.232.170,SEART32,SEART32.west.lightspeed.net,west,active,Arista,7280R
10.30.84.162,SFORT11,SFORT11.west.lightspeed.net,west,active,Juniper,MX204
10.20.243.101,ATLAG17,ATLAG17.east.lightspeed.net,east,degraded,Arista,7280R
10.60.6.47,PHLAG61,PHLAG61.northeast.lightspeed.net,northeast,active,RAD,ETX-2
10.10.217.79,DALAG42,DALAG42.central.lightspeed.net,central,active,Juniper,MX204
10.50.142.180,PHXCO42,PHXCO42.southwest.lightspeed.net,southwest,active,Cisco,ISR4431
10.20.86.114,ATLRT19,ATLRT19.east.lightspeed.net,east,degraded,RAD,ETX-2
10.40.56.58,BNAAG09,BNAAG09.southeast.lightspeed.net,southeast,active,Cisco,ISR4431
10.40.158.223,MIASW02,MIASW02.southeast.lightspeed.net,southeast,active,Arista,7280R
10.10.192.77,OKCAG52,OKCAG52.central.lightspeed.net,central,active,ADVA,FSP150
10.60.27.85,BOSRT78,BOSRT78.northeast.lightspeed.net,northeast,active,Juniper,MX204
10.30.154.194,SEAED78,SEAED78.west.lightspeed.net,west,degraded,Juniper,QFX5120
10.70.31.32,PORSW80,PORSW80.northwest.lightspeed.net,northwest,active,Arista,7280R
10.30.255.132,LAXAG02,LAXAG02.west.lightspeed.net,west,active,Nokia,7750 SR-1
10.60.123.249,BOSED26,BOSED26.northeast.lightspeed.net,northeast,active,Juniper,MX204
10.70.111.140,GEGAG29,GEGAG29.northwest.lightspeed.net,northwest,degraded,Nokia,7750 SR-1
10.20.143.115,ATLED65,ATLED65.east.lightspeed.net,east,degraded,Nokia,7750 SR-1
10.70.188.6,BOIRT76,BOIRT76.northwest.lightspeed.net,northwest,active,Juniper,MX204
10.60.42.139,PHLSW95,PHLSW95.northeast.lightspeed.net,northeast,active,Juniper,MX204
10.10.71.214,AUSDS27,AUSDS27.central.lightspeed.net,central,active,Nokia,7750 SR-1
10.60.55.161,NYCDS70,NYCDS70.northeast.lightspeed.net,northeast,active,Arista,7280R
10.30.171.120,SFOCO65,SFOCO65.west.lightspeed.net,west,active,Nokia,7750 SR-1
10.30.113.74,SEASW28,SEASW28.west.lightspeed.net,west,active,Cisco,NCS540
10.70.68.194,GEGED05,GEGED05.northwest.lightspeed.net,northwest,down,Cisco,ISR4431
10.60.60.155,BOSAG54,BOSAG54.northeast.lightspeed.net,northeast,active,RAD,ETX-2
10.10.0.49,AUSDS51,AUSDS51.central.lightspeed.net,central,active,Cisco,NCS540
10.60.226.176,PHLDS60,PHLDS60.northeast.lightspeed.net,northeast,active,Cisco,ISR4431
10.40.161.212,BNACO54,BNACO54.southeast.lightspeed.net,southeast,active,RAD,ETX-2
10.20.163.159,ATLSW80,ATLSW80.east.lightspeed.net,east,active,Juniper,MX204
10.20.95.71,ATLRT69,ATLRT69.east.lightspeed.net,east,degraded,Arista,7280R
10.60.170.199,BOSRT84,BOSRT84.northeast.lightspeed.net,northeast,active,Cisco,ISR4431
10.30.119.100,LAXED55,LAXED55.west.lightspeed.net,west,degraded,Cisco,NCS540
10.20.152.255,CLTDS39,CLTDS39.east.lightspeed.net,east,active,Juniper,MX204
10.30.161.199,LAXCO40,LAXCO40.west.lightspeed.net,west,active,ADVA,FSP150
10.20.251.109,CLTSW69,CLTSW69.east.lightspeed.net,east,active,Juniper,MX204
10.20.1.110,CLTDS86,CLTDS86.east.lightspeed.net,east,active,Nokia,7750 SR-1
10.50.13.202,ABQAG32,ABQAG32.southwest.lightspeed.net,southwest,down,Juniper,MX204
10.30.249.40,SFOSW41,SFOSW41.west.lightspeed.net,west,active,Cisco,NCS540
10.50.253.122,PHXED71,PHXED71.southwest.lightspeed.net,southwest,down,Nokia,7750 SR-1
10.10.177.27,DALDS37,DALDS37.central.lightspeed.net,central,degraded,Arista,7280R
10.30.198.221,LAXED24,LAXED24.west.lightspeed.net,west,active,Cisco,ISR4431
10.70.213.41,PORAG97,PORAG97.northwest.lightspeed.net,northwest,active,Cisco,ISR4431
10.60.50.190,BOSAG14,BOSAG14.northeast.lightspeed.net,northeast,active,Nokia,7750 SR-1
10.30.132.10,LAXED51,LAXED51.west.lightspeed.net,west,active,Nokia,7750 SR-1
10.70.103.237,GEGRT70,GEGRT70.northwest.lightspeed.net,northwest,active,ADVA,FSP3000
10.30.2.52,SEACO30,SEACO30.west.lightspeed.net,west,active,Juniper,MX204
10.20.252.186,ATLAG39,ATLAG39.east.lightspeed.net,east,active,RAD,ETX-2
10.70.229.133,GEGED92,GEGED92.northwest.lightspeed.net,northwest,active,Cisco,ISR4431
10.10.181.134,DALDS92,DALDS92.central.lightspeed.net,central,degraded,RAD,ETX-2
10.70.78.23,PORSW44,PORSW44.northwest.lightspeed.net,northwest,active,Juniper,MX204
10.60.72.231,BOSED67,BOSED67.northeast.lightspeed.net,northeast,down,ADVA,FSP150
10.20.120.43,CLTAG85,CLTAG85.east.lightspeed.net,east,active,RAD,ETX-2
10.70.138.48,GEGED15,GEGED15.northwest.lightspeed.net,northwest,degraded,Cisco,ISR4431
10.30.156.30,SFORT86,SFORT86.west.lightspeed.net,west,degraded,Nokia,7750 SR-1
10.30.43.142,LAXCO73,LAXCO73.west.lightspeed.net,west,degraded,Juniper,MX204
10.30.210.84,LAXRT18,LAXRT18.west.lightspeed.net,west,degraded,Arista,7280R
10.10.201.56,DALED28,DALED28.central.lightspeed.net,central,degraded,Cisco,ISR4431
10.40.252.229,BNASW21,BNASW21.southeast.lightspeed.net,southeast,active,Juniper,MX204
10.70.70.94,GEGCO27,GEGCO27.northwest.lightspeed.net,northwest,active,Cisco,ISR4431
10.30.151.232,SEADS12,SEADS12.west.lightspeed.net,west,degraded,Arista,7280R
10.40.2.235,MIADS71,MIADS71.southeast.lightspeed.net,southeast,active,Arista,7280R
10.30.49.151,SEACO62,SEACO62.west.lightspeed.net,west,active,Arista,7280R
10.70.193.0,BOIDS31,BOIDS31.northwest.lightspeed.net,northwest,active,Cisco,NCS540
10.50.37.90,PHXRT44,PHXRT44.southwest.lightspeed.net,southwest,active,Cisco,ISR4431
10.50.215.112,ELPRT85,ELPRT85.southwest.lightspeed.net,southwest,active,Arista,7280R
10.30.164.139,LAXAG93,LAXAG93.west.lightspeed.net,west,degraded,ADVA,FSP3000
10.60.184.110,NYCCO64,NYCCO64.northeast.lightspeed.net,northeast,down,Juniper,MX204
10.50.101.101,ABQRT20,ABQRT20.southwest.lightspeed.net,southwest,active,Juniper,MX204
10.50.221.157,PHXDS80,PHXDS80.southwest.lightspeed.net,southwest,degraded,Juniper,QFX5120
10.60.50.55,BOSDS47,BOSDS47.northeast.lightspeed.net,northeast,active,RAD,ETX-2
10.70.34.183,BOICO69,BOICO69.northwest.lightspeed.net,northwest,active,Juniper,MX204
10.30.226.17,LAXSW56,LAXSW56.west.lightspeed.net,west,active,Juniper,MX204
10.70.88.154,PORED12,PORED12.northwest.lightspeed.net,northwest,active,Juniper,MX204
10.30.83.237,LAXDS44,LAXDS44.west.lightspeed.net,west,active,ADVA,FSP3000
10.60.236.139,NYCRT45,NYCRT45.northeast.lightspeed.net,northeast,active,ADVA,FSP3000
10.60.6.107,BOSDS79,BOSDS79.northeast.lightspeed.net,northeast,down,ADVA,FSP3000
10.40.2.148,JAXAG49,JAXAG49.southeast.lightspeed.net,southeast,active,Nokia,7750 SR-1
10.70.234.40,PORED83,PORED83.northwest.lightspeed.net,northwest,active,ADVA,FSP150
10.60.172.43,PHLAG58,PHLAG58.northeast.lightspeed.net,northeast,active,RAD,ETX-2
10.40.110.82,JAXED21,JAXED21.southeast.lightspeed.net,southeast,active,ADVA,FSP3000
10.20.124.10,CLTCO66,CLTCO66.east.lightspeed.net,east,down,RAD,ETX-2
10.30.149.156,LAXED48,LAXED48.west.lightspeed.net,west,active,Cisco,ISR4431
10.10.166.154,DALAG70,DALAG70.central.lightspeed.net,central,active,ADVA,FSP3000
10.50.163.33,ELPSW62,ELPSW62.southwest.lightspeed.net,southwest,active,RAD,ETX-2
10.20.86.191,ATLDS73,ATLDS73.east.lightspeed.net,east,active,ADVA,FSP3000
10.60.255.173,NYCRT18,NYCRT18.northeast.lightspeed.net,northeast,active,Juniper,MX204
10.70.165.209,PORDS46,PORDS46.northwest.lightspeed.net,northwest,down,ADVA,FSP150
10.40.102.97,MIADS80,MIADS80.southeast.lightspeed.net,southeast,active,Nokia,7750 SR-1
10.30.229.170,SFOCO99,SFOCO99.west.lightspeed.net,west,retired,Cisco,NCS540
10.70.159.66,PORED15,PORED15.northwest.lightspeed.net,northwest,degraded,ADVA,FSP3000
10.10.99.240,AUSAG10,AUSAG10.central.lightspeed.net,central,active,Juniper,QFX5120
10.10.252.49,AUSCO48,AUSCO48.central.lightspeed.net,central,active,ADVA,FSP3000
10.30.218.234,SFORT60,SFORT60.west.lightspeed.net,west,active,Juniper,MX204
10.70.167.152,BOICO79,BOICO79.northwest.lightspeed.net,northwest,active,Juniper,MX204
10.20.124.35,ATLSW97,ATLSW97.east.lightspeed.net,east,active,Cisco,ISR4431
10.40.147.229,JAXCO65,JAXCO65.southeast.lightspeed.net,southeast,active,Cisco,ISR4431
10.50.56.199,ABQRT91,ABQRT91.southwest.lightspeed.net,southwest,active,RAD,ETX-2
10.70.24.88,GEGRT46,GEGRT46.northwest.lightspeed.net,northwest,active,RAD,ETX-2
10.60.94.37,BOSRT62,BOSRT62.northeast.lightspeed.net,northeast,active,Nokia,7750 SR-1
10.30.62.202,SFORT65,SFORT65.west.lightspeed.net,west,active,Juniper,QFX5120
10.70.75.167,GEGRT29,GEGRT29.northwest.lightspeed.net,northwest,degraded,ADVA,FSP3000
10.70.25.157,GEGSW92,GEGSW92.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1
10.30.252.126,SFOSW06,SFOSW06.west.lightspeed.net,west,active,Nokia,7750 SR-1
10.70.30.229,BOISW69,BOISW69.northwest.lightspeed.net,northwest,active,Arista,7280R
10.70.119.185,PORRT11,PORRT11.northwest.lightspeed.net,northwest,active,ADVA,FSP150
10.70.105.197,GEGAG81,GEGAG81.northwest.lightspeed.net,northwest,degraded,ADVA,FSP3000
10.60.99.104,NYCAG53,NYCAG53.northeast.lightspeed.net,northeast,active,RAD,ETX-2
10.70.83.108,GEGDS85,GEGDS85.northwest.lightspeed.net,northwest,active,Arista,7280R
10.60.39.40,PHLDS76,PHLDS76.northeast.lightspeed.net,northeast,active,Juniper,MX204
10.10.215.252,OKCCO53,OKCCO53.central.lightspeed.net,central,active,RAD,ETX-2
10.50.233.91,ELPRT62,ELPRT62.southwest.lightspeed.net,southwest,active,Cisco,ISR4431
10.30.238.101,LAXRT40,LAXRT40.west.lightspeed.net,west,active,Cisco,NCS540
10.60.19.183,NYCRT46,NYCRT46.northeast.lightspeed.net,northeast,down,Nokia,7750 SR-1
10.30.117.71,SFOCO75,SFOCO75.west.lightspeed.net,west,active,Juniper,MX204
10.20.130.59,PITRT43,PITRT43.east.lightspeed.net,east,active,Nokia,7750 SR-1
10.40.229.61,JAXDS56,JAXDS56.southeast.lightspeed.net,southeast,down,Juniper,MX204
10.60.0.7,NYCED73,NYCED73.northeast.lightspeed.net,northeast,down,Cisco,ISR4431
10.70.86.247,BOIRT93,BOIRT93.northwest.lightspeed.net,northwest,active,ADVA,FSP3000
10.10.178.79,OKCAG45,OKCAG45.central.lightspeed.net,central,active,ADVA,FSP3000
10.40.81.166,MIART01,MIART01.southeast.lightspeed.net,southeast,active,Nokia,7750 SR-1
10.20.162.219,PITDS07,PITDS07.east.lightspeed.net,east,active,Cisco,NCS540
10.70.140.236,GEGCO64,GEGCO64.northwest.lightspeed.net,northwest,degraded,RAD,ETX-2
10.30.242.42,SEADS46,SEADS46.west.lightspeed.net,west,active,Juniper,MX204
10.60.94.199,BOSRT26,BOSRT26.northeast.lightspeed.net,northeast,active,Cisco,NCS540
10.70.216.6,GEGAG92,GEGAG92.northwest.lightspeed.net,northwest,down,Nokia,7750 SR-1
10.60.153.159,NYCED51,NYCED51.northeast.lightspeed.net,northeast,active,RAD,ETX-2
10.20.71.90,PITED63,PITED63.east.lightspeed.net,east,down,RAD,ETX-2
10.70.45.160,GEGSW77,GEGSW77.northwest.lightspeed.net,northwest,active,Arista,7280R
10.10.193.73,OKCAG64,OKCAG64.central.lightspeed.net,central,active,Cisco,ISR4431
10.70.158.13,GEGRT44,GEGRT44.northwest.lightspeed.net,northwest,active,Cisco,ISR4431
10.70.175.210,PORSW45,PORSW45.northwest.lightspeed.net,northwest,active,Cisco,ISR4431
10.10.119.132,OKCED43,OKCED43.central.lightspeed.net,central,active,Nokia,7750 SR-1
10.60.1.36,BOSDS96,BOSDS96.northeast.lightspeed.net,northeast,active,Juniper,MX204
10.30.1.212,SFODS76,SFODS76.west.lightspeed.net,west,active,Juniper,MX204
10.40.30.225,BNAAG35,BNAAG35.southeast.lightspeed.net,southeast,degraded,Juniper,MX204
10.20.146.170,ATLCO33,ATLCO33.east.lightspeed.net,east,active,RAD,ETX-2
10.20.38.104,PITRT39,PITRT39.east.lightspeed.net,east,degraded,RAD,ETX-2
10.70.45.21,BOIRT28,BOIRT28.northwest.lightspeed.net,northwest,retired,ADVA,FSP150
10.10.87.102,AUSRT04,AUSRT04.central.lightspeed.net,central,active,Nokia,7750 SR-1
10.60.41.162,BOSED86,BOSED86.northeast.lightspeed.net,northeast,active,RAD,ETX-2
10.60.239.146,BOSSW51,BOSSW51.northeast.lightspeed.net,northeast,active,Juniper,MX204
10.50.74.211,ELPCO99,ELPCO99.southwest.lightspeed.net,southwest,active,Arista,7280R
10.20.237.81,CLTED08,CLTED08.east.lightspeed.net,east,active,Cisco,ISR4431
10.10.120.47,AUSCO78,AUSCO78.central.lightspeed.net,central,down,Cisco,ISR4431
10.50.102.12,ABQDS06,ABQDS06.southwest.lightspeed.net,southwest,active,Juniper,MX204
10.70.197.94,PORSW98,PORSW98.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1
10.70.124.4,BOIAG07,BOIAG07.northwest.lightspeed.net,northwest,active,RAD,ETX-2
10.70.28.238,PORED85,PORED85.northwest.lightspeed.net,northwest,active,RAD,ETX-2
10.60.238.54,PHLSW27,PHLSW27.northeast.lightspeed.net,northeast,active,ADVA,FSP150
10.10.137.136,DALDS54,DALDS54.central.lightspeed.net,central,degraded,Arista,7280R
10.20.82.62,PITDS83,PITDS83.east.lightspeed.net,east,active,Arista,7280R
10.20.233.237,CLTCO11,CLTCO11.east.lightspeed.net,east,active,Arista,7280R
10.10.217.224,AUSED39,AUSED39.central.lightspeed.net,central,active,Juniper,MX204
10.60.195.138,NYCED76,NYCED76.northeast.lightspeed.net,northeast,active,Juniper,MX204
10.20.250.162,ATLAG98,ATLAG98.east.lightspeed.net,east,active,Juniper,MX204
10.60.196.35,NYCCO57,NYCCO57.northeast.lightspeed.net,northeast,active,Nokia,7750 SR-1
10.10.136.148,OKCDS19,OKCDS19.central.lightspeed.net,central,degraded,RAD,ETX-2
10.70.87.129,GEGCO86,GEGCO86.northwest.lightspeed.net,northwest,degraded,Juniper,MX204
10.10.15.207,OKCRT94,OKCRT94.central.lightspeed.net,central,active,Cisco,ISR4431
10.60.40.3,PHLRT49,PHLRT49.northeast.lightspeed.net,northeast,active,Cisco,NCS540
10.60.7.171,NYCED18,NYCED18.northeast.lightspeed.net,northeast,active,Juniper,MX204
10.30.222.220,LAXED38,LAXED38.west.lightspeed.net,west,active,Juniper,MX204
10.30.119.10,SFOAG10,SFOAG10.west.lightspeed.net,west,active,Juniper,MX204
10.40.249.169,JAXED31,JAXED31.southeast.lightspeed.net,southeast,active,Nokia,7750 SR-1
10.70.127.209,BOIRT77,BOIRT77.northwest.lightspeed.net,northwest,degraded,Cisco,ISR4431
10.40.61.255,BNACO30,BNACO30.southeast.lightspeed.net,southeast,active,Nokia,7750 SR-1
10.60.39.88,PHLED08,PHLED08.northeast.lightspeed.net,northeast,active,RAD,ETX-2
10.50.83.194,ABQCO83,ABQCO83.southwest.lightspeed.net,southwest,degraded,Nokia,7750 SR-1
10.70.27.66,PORRT64,PORRT64.northwest.lightspeed.net,northwest,active,Juniper,MX204
10.30.2.116,SFOSW38,SFOSW38.west.lightspeed.net,west,down,Juniper,MX204
10.10.196.60,OKCED42,OKCED42.central.lightspeed.net,central,active,Juniper,MX204
10.10.39.85,DALDS55,DALDS55.central.lightspeed.net,central,degraded,Arista,7280R
10.60.5.204,PHLDS94,PHLDS94.northeast.lightspeed.net,northeast,active,Nokia,7750 SR-1
10.10.174.168,AUSED19,AUSED19.central.lightspeed.net,central,active,Juniper,MX204
10.50.55.180,ABQSW72,ABQSW72.southwest.lightspeed.net,southwest,retired,RAD,ETX-2
10.40.129.194,JAXSW29,JAXSW29.southeast.lightspeed.net,southeast,active,Cisco,NCS540
10.20.203.163,PITSW72,PITSW72.east.lightspeed.net,east,degraded,RAD,ETX-2
10.30.239.25,LAXSW32,LAXSW32.west.lightspeed.net,west,active,Arista,7280R
10.40.14.194,BNART81,BNART81.southeast.lightspeed.net,southeast,active,RAD,ETX-2
10.30.75.79,SEAED91,SEAED91.west.lightspeed.net,west,degraded,Nokia,7750 SR-1
10.10.177.238,OKCDS81,OKCDS81.central.lightspeed.net,central,degraded,Arista,7280R
10.20.3.231,PITSW59,PITSW59.east.lightspeed.net,east,active,Juniper,MX204
10.10.19.166,DALSW70,DALSW70.central.lightspeed.net,central,active,RAD,ETX-2
10.60.186.55,BOSCO60,BOSCO60.northeast.lightspeed.net,northeast,active,Cisco,NCS540
10.30.181.108,LAXDS22,LAXDS22.west.lightspeed.net,west,active,Juniper,MX204
10.30.184.252,SEAAG35,SEAAG35.west.lightspeed.net,west,active,Cisco,ISR4431
10.60.142.203,NYCRT11,NYCRT11.northeast.lightspeed.net,northeast,active,Arista,7280R
10.20.118.3,CLTSW22,CLTSW22.east.lightspeed.net,east,active,RAD,ETX-2
10.10.191.74,OKCCO21,OKCCO21.central.lightspeed.net,central,active,Juniper,MX204
10.10.71.28,DALCO49,DALCO49.central.lightspeed.net,central,active,RAD,ETX-2
10.20.57.124,ATLDS14,ATLDS14.east.lightspeed.net,east,degraded,Arista,7280R
10.40.127.48,BNAAG70,BNAAG70.southeast.lightspeed.net,southeast,active,Cisco,ISR4431
10.20.82.255,ATLDS71,ATLDS71.east.lightspeed.net,east,active,Juniper,MX204
10.50.35.11,PHXED37,PHXED37.southwest.lightspeed.net,southwest,active,Nokia,7750 SR-1
10.50.100.7,PHXCO73,PHXCO73.southwest.lightspeed.net,southwest,active,Arista,7280R
10.10.170.197,OKCED77,OKCED77.central.lightspeed.net,central,active,Juniper,MX204
10.40.93.72,JAXDS73,JAXDS73.southeast.lightspeed.net,southeast,active,Nokia,7750 SR-1
10.70.233.149,PORCO98,PORCO98.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1
10.70.182.104,GEGSW01,GEGSW01.northwest.lightspeed.net,northwest,degraded,Juniper,MX204
10.70.237.235,PORED58,PORED58.northwest.lightspeed.net,northwest,active,Juniper,QFX5120
10.40.222.140,MIADS25,MIADS25.southeast.lightspeed.net,southeast,active,Juniper,MX204
10.70.80.136,PORRT95,PORRT95.northwest.lightspeed.net,northwest,active,Juniper,MX204
10.70.8.189,PORDS84,PORDS84.northwest.lightspeed.net,northwest,active,Arista,7280R
10.10.59.93,OKCRT16,OKCRT16.central.lightspeed.net,central,active,Juniper,MX204
10.10.72.143,OKCDS83,OKCDS83.central.lightspeed.net,central,active,RAD,ETX-2
10.70.178.64,BOIDS98,BOIDS98.northwest.lightspeed.net,northwest,active,Cisco,ISR4431
10.20.49.219,PITAG18,PITAG18.east.lightspeed.net,east,down,Nokia,7750 SR-1
10.30.125.222,SEAAG92,SEAAG92.west.lightspeed.net,west,active,ADVA,FSP3000
10.70.9.228,PORSW77,PORSW77.northwest.lightspeed.net,northwest,active,Juniper,MX204
10.10.242.117,AUSAG53,AUSAG53.central.lightspeed.net,central,retired,Juniper,MX204
10.70.175.154,GEGRT78,GEGRT78.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1
10.70.187.214,PORRT07,PORRT07.northwest.lightspeed.net,northwest,down,RAD,ETX-2
10.70.28.206,PORDS17,PORDS17.northwest.lightspeed.net,northwest,active,Cisco,ISR4431
10.70.42.212,PORRT70,PORRT70.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1
10.10.243.38,DALAG36,DALAG36.central.lightspeed.net,central,active,Nokia,7750 SR-1
10.40.113.68,BNACO46,BNACO46.southeast.lightspeed.net,southeast,active,Arista,7280R
10.60.17.0,PHLRT11,PHLRT11.northeast.lightspeed.net,northeast,active,Juniper,MX204
10.60.206.153,BOSAG42,BOSAG42.northeast.lightspeed.net,northeast,active,ADVA,FSP3000
10.40.157.218,JAXRT15,JAXRT15.southeast.lightspeed.net,southeast,active,ADVA,FSP3000
10.20.240.154,ATLDS60,ATLDS60.east.lightspeed.net,east,degraded,Arista,7280R
10.10.155.1,OKCDS93,OKCDS93.central.lightspeed.net,central,active,Cisco,ISR4431
10.40.45.247,BNAED01,BNAED01.southeast.lightspeed.net,southeast,active,RAD,ETX-2
10.30.236.82,SEADS80,SEADS80.west.lightspeed.net,west,active,Arista,7280R
10.20.250.238,CLTCO81,CLTCO81.east.lightspeed.net,east,active,Nokia,7750 SR-1
