ip_address,hostname,fqdn,region,status,vendor,model,present_in_ipam,present_in_inventory
10.70.219.190,GEGWAAG39,GEGWAAG39.northwest.lightspeed.net,northwest,active,Arista,7280R,1,1
10.20.175.11,CLTNCRT65,CLTNCRT65.east.lightspeed.net,east,active,Cisco,ISR4431,1,1
10.40.85.109,BNATNED02,BNATNED02.southeast.lightspeed.net,southeast,down,Nokia,7750 SR-1,1,1
10.70.179.215,PORORED92,PORORED92.northwest.lightspeed.net,northwest,degraded,Nokia,7750 SR-1,1,1
10.10.201.34,DALTXSW32,DALTXSW32.central.lightspeed.net,central,down,ADVA,FSP3000,0,0
10.10.90.74,DALTXDS60,DALTXDS60.central.lightspeed.net,central,active,ADVA,FSP150,1,1
10.40.191.136,JAXFLCO94,JAXFLCO94.southeast.lightspeed.net,southeast,active,ADVA,FSP3000,1,1
10.60.251.193,BOSMAED42,BOSMAED42.northeast.lightspeed.net,northeast,degraded,Nokia,7750 SR-1,0,1
10.70.203.1,PORORSW31,PORORSW31.northwest.lightspeed.net,northwest,degraded,RAD,ETX-2,1,1
10.40.92.80,JAXFLED71,JAXFLED71.southeast.lightspeed.net,southeast,degraded,RAD,ETX-2,1,1
10.20.123.172,CLTNCSW92,CLTNCSW92.east.lightspeed.net,east,active,ADVA,FSP3000,1,1
10.40.206.248,MIAFLED58,MIAFLED58.southeast.lightspeed.net,southeast,active,ADVA,FSP150,1,1
10.60.10.81,BOSMASW91,BOSMASW91.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,1,1
10.50.8.106,ELPTXAG14,ELPTXAG14.southwest.lightspeed.net,southwest,active,Nokia,7750 SR-1,1,1
10.70.107.255,BOIIDSW95,BOIIDSW95.northwest.lightspeed.net,northwest,down,RAD,ETX-2,1,1
10.60.101.62,PHLPART24,PHLPART24.northeast.lightspeed.net,northeast,degraded,Juniper,MX204,1,1
10.70.255.81,PORORSW18,PORORSW18.northwest.lightspeed.net,northwest,active,ADVA,FSP3000,1,1
10.20.97.164,ATLGACO11,ATLGACO11.east.lightspeed.net,east,active,ADVA,FSP3000,1,1
10.70.233.175,BOIIDSW39,BOIIDSW39.northwest.lightspeed.net,northwest,active,ADVA,FSP150,1,0
10.30.115.238,SEAWAED76,SEAWAED76.west.lightspeed.net,west,degraded,RAD,ETX-2,1,1
10.60.79.112,PHLPAED06,PHLPAED06.northeast.lightspeed.net,northeast,active,Juniper,MX204,1,1
10.70.29.156,PORORRT47,PORORRT47.northwest.lightspeed.net,northwest,active,Cisco,ISR4431,1,1
10.10.66.219,AUSTXAG03,AUSTXAG03.central.lightspeed.net,central,active,ADVA,FSP150,1,0
10.60.192.97,PHLPAED95,PHLPAED95.northeast.lightspeed.net,northeast,degraded,Cisco,ISR4431,1,1
10.10.127.206,DALTXAG83,DALTXAG83.central.lightspeed.net,central,degraded,ADVA,FSP150,1,1
10.60.14.100,NYCNYDS44,NYCNYDS44.northeast.lightspeed.net,northeast,active,Juniper,MX204,1,1
10.40.224.162,MIAFLED32,MIAFLED32.southeast.lightspeed.net,southeast,active,Cisco,ISR4431,1,1
10.50.163.62,ELPTXED92,ELPTXED92.southwest.lightspeed.net,southwest,active,ADVA,FSP150,1,1
10.70.129.208,BOIIDSW21,BOIIDSW21.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1,1,1
10.30.51.52,LAXCART05,LAXCART05.west.lightspeed.net,west,active,RAD,ETX-2,1,1
10.40.237.182,JAXFLRT34,JAXFLRT34.southeast.lightspeed.net,southeast,degraded,Cisco,ISR4431,1,1
10.20.111.136,CLTNCAG62,CLTNCAG62.east.lightspeed.net,east,active,Arista,7280R,1,1
10.30.28.3,SEAWAED17,SEAWAED17.west.lightspeed.net,west,degraded,ADVA,FSP150,1,0
10.40.111.163,BNATNSW79,BNATNSW79.southeast.lightspeed.net,southeast,degraded,Arista,7280R,1,1
10.70.72.29,BOIIDRT48,BOIIDRT48.northwest.lightspeed.net,northwest,active,Arista,7280R,1,1
10.10.162.1,DALTXAG36,DALTXAG36.central.lightspeed.net,central,active,Nokia,7750 SR-1,1,1
10.60.255.197,BOSMART10,BOSMART10.northeast.lightspeed.net,northeast,active,RAD,ETX-2,0,1
10.70.137.159,GEGWADS94,GEGWADS94.northwest.lightspeed.net,northwest,degraded,Arista,7280R,1,1
10.60.245.19,PHLPAED91,PHLPAED91.northeast.lightspeed.net,northeast,active,RAD,ETX-2,0,1
10.20.145.155,ATLGAED82,ATLGAED82.east.lightspeed.net,east,retired,ADVA,FSP150,1,0
10.30.232.125,SFOCADS22,SFOCADS22.west.lightspeed.net,west,active,Cisco,NCS540,1,0
10.10.136.0,DALTXED17,DALTXED17.central.lightspeed.net,central,active,Juniper,MX204,1,1
10.50.5.119,PHXAZCO69,PHXAZCO69.southwest.lightspeed.net,southwest,active,Cisco,ISR4431,1,1
10.40.103.104,BNATNAG63,BNATNAG63.southeast.lightspeed.net,southeast,degraded,ADVA,FSP3000,1,1
10.60.144.12,PHLPADS42,PHLPADS42.northeast.lightspeed.net,northeast,active,Nokia,7750 SR-1,1,1
10.70.5.62,BOIIDRT91,BOIIDRT91.northwest.lightspeed.net,northwest,active,Juniper,MX204,1,1
10.40.77.151,MIAFLED87,MIAFLED87.southeast.lightspeed.net,southeast,active,Juniper,MX204,1,1
10.60.21.209,BOSMAED83,BOSMAED83.northeast.lightspeed.net,northeast,degraded,RAD,ETX-2,1,1
10.30.194.109,SEAWAAG37,SEAWAAG37.west.lightspeed.net,west,active,RAD,ETX-2,1,1
10.30.16.201,SFOCASW48,SFOCASW48.west.lightspeed.net,west,active,Nokia,7750 SR-1,1,1
10.30.17.56,SFOCAED79,SFOCAED79.west.lightspeed.net,west,active,Arista,7280R,1,1
10.20.165.236,ATLGAAG06,ATLGAAG06.east.lightspeed.net,east,down,Nokia,7750 SR-1,1,1
10.60.107.133,NYCNYDS27,NYCNYDS27.northeast.lightspeed.net,northeast,active,ADVA,FSP3000,1,1
10.20.24.166,PITPACO05,PITPACO05.east.lightspeed.net,east,active,ADVA,FSP3000,1,1
10.10.126.176,OKCOKED45,OKCOKED45.central.lightspeed.net,central,active,Juniper,MX204,1,1
10.10.130.39,OKCOKCO53,OKCOKCO53.central.lightspeed.net,central,active,RAD,ETX-2,1,1
10.30.46.31,LAXCART67,LAXCART67.west.lightspeed.net,west,active,Nokia,7750 SR-1,1,1
10.70.178.212,PORORCO57,PORORCO57.northwest.lightspeed.net,northwest,down,Juniper,MX204,0,1
10.30.20.75,SEAWACO90,SEAWACO90.west.lightspeed.net,west,active,Cisco,ISR4431,1,1
10.30.175.247,SFOCAED44,SFOCAED44.west.lightspeed.net,west,down,Nokia,7750 SR-1,1,1
10.30.38.60,LAXCAAG75,LAXCAAG75.west.lightspeed.net,west,active,Cisco,ISR4431,1,1
10.70.76.215,PORORAG98,PORORAG98.northwest.lightspeed.net,northwest,active,RAD,ETX-2,1,1
10.20.103.237,CLTNCRT43,CLTNCRT43.east.lightspeed.net,east,active,RAD,ETX-2,1,1
10.20.49.11,PITPART94,PITPART94.east.lightspeed.net,east,active,Arista,7280R,1,1
10.10.138.243,OKCOKAG24,OKCOKAG24.central.lightspeed.net,central,active,Nokia,7750 SR-1,1,1
10.30.229.198,LAXCASW26,LAXCASW26.west.lightspeed.net,west,active,Cisco,ISR4431,1,1
10.60.198.171,NYCNYCO04,NYCNYCO04.northeast.lightspeed.net,northeast,active,Arista,7280R,1,1
10.60.69.75,NYCNYDS68,NYCNYDS68.northeast.lightspeed.net,northeast,active,RAD,ETX-2,1,1
10.30.133.30,LAXCAED84,LAXCAED84.west.lightspeed.net,west,retired,RAD,ETX-2,1,1
10.30.212.83,LAXCACO84,LAXCACO84.west.lightspeed.net,west,degraded,RAD,ETX-2,1,1
10.60.214.24,PHLPASW49,PHLPASW49.northeast.lightspeed.net,northeast,active,Cisco,NCS540,0,0
10.70.148.59,GEGWART37,GEGWART37.northwest.lightspeed.net,northwest,active,Cisco,ISR4431,1,1
10.20.234.106,CLTNCAG71,CLTNCAG71.east.lightspeed.net,east,active,Cisco,NCS540,1,1
10.40.57.53,JAXFLSW97,JAXFLSW97.southeast.lightspeed.net,southeast,active,Juniper,MX204,1,1
10.70.109.54,GEGWAED40,GEGWAED40.northwest.lightspeed.net,northwest,active,Cisco,NCS540,1,1
10.50.41.113,PHXAZED36,PHXAZED36.southwest.lightspeed.net,southwest,active,Juniper,MX204,1,1
10.60.229.28,NYCNYAG43,NYCNYAG43.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,0,1
10.10.154.150,OKCOKCO27,OKCOKCO27.central.lightspeed.net,central,active,Nokia,7750 SR-1,1,1
10.10.101.6,DALTXDS25,DALTXDS25.central.lightspeed.net,central,active,ADVA,FSP3000,1,0
10.70.90.130,BOIIDSW98,BOIIDSW98.northwest.lightspeed.net,northwest,degraded,RAD,ETX-2,1,1
10.60.103.109,BOSMADS76,BOSMADS76.northeast.lightspeed.net,northeast,active,Nokia,7750 SR-1,1,1
10.20.134.18,ATLGADS37,ATLGADS37.east.lightspeed.net,east,degraded,Nokia,7750 SR-1,1,1
10.60.131.202,BOSMAAG20,BOSMAAG20.northeast.lightspeed.net,northeast,active,Juniper,MX204,1,1
10.30.72.218,SFOCAAG09,SFOCAAG09.west.lightspeed.net,west,degraded,RAD,ETX-2,1,1
10.70.124.1,PORORED25,PORORED25.northwest.lightspeed.net,northwest,active,ADVA,FSP150,1,1
10.40.169.67,MIAFLCO26,MIAFLCO26.southeast.lightspeed.net,southeast,active,ADVA,FSP150,1,0
10.70.151.245,BOIIDRT16,BOIIDRT16.northwest.lightspeed.net,northwest,degraded,Arista,7280R,1,1
10.70.67.112,BOIIDCO93,BOIIDCO93.northwest.lightspeed.net,northwest,active,ADVA,FSP3000,1,1
10.70.165.23,GEGWACO01,GEGWACO01.northwest.lightspeed.net,northwest,degraded,Nokia,7750 SR-1,1,1
10.40.99.134,JAXFLSW56,JAXFLSW56.southeast.lightspeed.net,southeast,active,Arista,7280R,1,1
10.60.147.92,PHLPASW43,PHLPASW43.northeast.lightspeed.net,northeast,active,Juniper,MX204,1,1
10.50.206.96,PHXAZRT91,PHXAZRT91.southwest.lightspeed.net,southwest,down,Nokia,7750 SR-1,1,1
10.70.162.101,PORORSW07,PORORSW07.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1,1,1
10.30.88.246,SFOCACO75,SFOCACO75.west.lightspeed.net,west,active,Cisco,ISR4431,1,1
10.70.50.65,GEGWAED74,GEGWAED74.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1,1,1
10.20.112.18,CLTNCRT12,CLTNCRT12.east.lightspeed.net,east,active,ADVA,FSP3000,1,0
10.30.138.200,SEAWAED38,SEAWAED38.west.lightspeed.net,west,active,Cisco,ISR4431,1,1
10.10.86.237,AUSTXSW91,AUSTXSW91.central.lightspeed.net,central,active,Arista,7280R,1,1
10.30.208.249,SEAWART66,SEAWART66.west.lightspeed.net,west,active,Juniper,MX204,1,0
10.40.224.126,MIAFLCO73,MIAFLCO73.southeast.lightspeed.net,southeast,degraded,ADVA,FSP150,1,1
10.40.154.64,BNATNRT22,BNATNRT22.southeast.lightspeed.net,southeast,active,Nokia,7750 SR-1,1,1
10.10.100.151,AUSTXSW34,AUSTXSW34.central.lightspeed.net,central,active,Arista,7280R,1,1
10.70.85.4,PORORED54,PORORED54.northwest.lightspeed.net,northwest,active,ADVA,FSP150,1,0
10.40.101.132,MIAFLSW44,MIAFLSW44.southeast.lightspeed.net,southeast,active,Arista,7280R,1,1
10.50.188.209,PHXAZCO45,PHXAZCO45.southwest.lightspeed.net,southwest,active,Nokia,7750 SR-1,1,1
10.30.59.167,SEAWAED90,SEAWAED90.west.lightspeed.net,west,active,ADVA,FSP150,0,0
10.10.81.53,OKCOKCO75,OKCOKCO75.central.lightspeed.net,central,active,ADVA,FSP3000,1,0
10.60.193.177,NYCNYSW37,NYCNYSW37.northeast.lightspeed.net,northeast,active,ADVA,FSP3000,1,1
10.30.164.64,LAXCART69,LAXCART69.west.lightspeed.net,west,active,Cisco,NCS540,1,0
10.30.44.26,SEAWAAG69,SEAWAAG69.west.lightspeed.net,west,active,Juniper,MX204,1,1
10.60.172.97,BOSMAAG81,BOSMAAG81.northeast.lightspeed.net,northeast,active,Juniper,MX204,1,1
10.60.218.252,BOSMADS88,BOSMADS88.northeast.lightspeed.net,northeast,degraded,Juniper,MX204,1,1
10.10.146.247,DALTXRT77,DALTXRT77.central.lightspeed.net,central,active,ADVA,FSP3000,1,1
10.70.49.137,PORORDS27,PORORDS27.northwest.lightspeed.net,northwest,active,ADVA,FSP3000,1,1
10.60.84.206,NYCNYED73,NYCNYED73.northeast.lightspeed.net,northeast,active,RAD,ETX-2,1,1
10.30.58.61,SFOCART88,SFOCART88.west.lightspeed.net,west,active,Juniper,MX204,1,1
10.70.9.95,PORORSW62,PORORSW62.northwest.lightspeed.net,northwest,active,ADVA,FSP150,1,1
10.60.5.31,PHLPAAG52,PHLPAAG52.northeast.lightspeed.net,northeast,down,Nokia,7750 SR-1,1,1
10.30.59.214,SEAWAAG44,SEAWAAG44.west.lightspeed.net,west,active,Juniper,MX204,1,1
10.30.187.123,SEAWAAG51,SEAWAAG51.west.lightspeed.net,west,active,RAD,ETX-2,1,1
10.40.196.151,MIAFLED85,MIAFLED85.southeast.lightspeed.net,southeast,active,ADVA,FSP3000,1,1
10.10.1.86,OKCOKCO39,OKCOKCO39.central.lightspeed.net,central,active,Arista,7280R,1,1
10.10.38.245,DALTXSW49,DALTXSW49.central.lightspeed.net,central,down,Juniper,MX204,1,1
10.70.35.78,GEGWASW53,GEGWASW53.northwest.lightspeed.net,northwest,active,Cisco,ISR4431,1,1
10.60.166.223,BOSMART39,BOSMART39.northeast.lightspeed.net,northeast,active,Nokia,7750 SR-1,0,1
10.30.108.170,LAXCART60,LAXCART60.west.lightspeed.net,west,active,Arista,7280R,1,0
10.20.154.81,ATLGAED75,ATLGAED75.east.lightspeed.net,east,active,Juniper,MX204,1,1
10.70.76.164,GEGWAED76,GEGWAED76.northwest.lightspeed.net,northwest,active,Arista,7280R,1,1
10.50.219.168,ABQNMED67,ABQNMED67.southwest.lightspeed.net,southwest,degraded,Nokia,7750 SR-1,1,1
10.70.162.83,PORORSW04,PORORSW04.northwest.lightspeed.net,northwest,degraded,Nokia,7750 SR-1,1,1
10.70.87.154,PORORDS61,PORORDS61.northwest.lightspeed.net,northwest,down,Juniper,MX204,1,1
10.30.13.68,SEAWADS97,SEAWADS97.west.lightspeed.net,west,active,Juniper,MX204,1,1
10.60.252.101,PHLPAED29,PHLPAED29.northeast.lightspeed.net,northeast,active,Juniper,MX204,1,1
10.10.247.134,AUSTXSW44,AUSTXSW44.central.lightspeed.net,central,active,Nokia,7750 SR-1,1,1
10.20.147.139,ATLGASW27,ATLGASW27.east.lightspeed.net,east,active,Arista,7280R,1,1
10.40.202.109,MIAFLCO05,MIAFLCO05.southeast.lightspeed.net,southeast,active,ADVA,FSP3000,1,1
10.70.61.69,GEGWACO74,GEGWACO74.northwest.lightspeed.net,northwest,active,Juniper,MX204,1,1
10.70.129.45,PORORSW89,PORORSW89.northwest.lightspeed.net,northwest,active,Cisco,ISR4431,0,1
10.50.55.91,PHXAZSW17,PHXAZSW17.southwest.lightspeed.net,southwest,active,Nokia,7750 SR-1,1,1
10.10.143.132,AUSTXSW83,AUSTXSW83.central.lightspeed.net,central,active,ADVA,FSP150,1,0
10.60.213.14,NYCNYSW81,NYCNYSW81.northeast.lightspeed.net,northeast,active,Juniper,MX204,1,1
10.30.96.7,SEAWADS64,SEAWADS64.west.lightspeed.net,west,active,Nokia,7750 SR-1,1,1
10.30.53.94,LAXCADS59,LAXCADS59.west.lightspeed.net,west,active,RAD,ETX-2,1,1
10.10.218.23,AUSTXRT79,AUSTXRT79.central.lightspeed.net,central,active,Arista,7280R,1,1
10.60.31.102,PHLPACO75,PHLPACO75.northeast.lightspeed.net,northeast,active,Juniper,MX204,1,1
10.30.162.92,SEAWART63,SEAWART63.west.lightspeed.net,west,active,Arista,7280R,0,1
10.70.70.218,GEGWAED58,GEGWAED58.northwest.lightspeed.net,northwest,active,ADVA,FSP3000,1,1
10.10.88.45,OKCOKAG23,OKCOKAG23.central.lightspeed.net,central,active,Arista,7280R,1,1
10.40.26.35,MIAFLAG87,MIAFLAG87.southeast.lightspeed.net,southeast,active,Cisco,ISR4431,1,1
10.30.135.162,SFOCASW64,SFOCASW64.west.lightspeed.net,west,active,Juniper,MX204,1,1
10.20.162.129,ATLGACO73,ATLGACO73.east.lightspeed.net,east,active,Cisco,ISR4431,1,0
10.20.189.7,ATLGASW67,ATLGASW67.east.lightspeed.net,east,active,Nokia,7750 SR-1,1,1
10.70.20.89,GEGWACO93,GEGWACO93.northwest.lightspeed.net,northwest,active,Juniper,MX204,1,1
10.30.181.107,SEAWACO20,SEAWACO20.west.lightspeed.net,west,degraded,Juniper,MX204,1,1
10.30.21.136,SFOCART60,SFOCART60.west.lightspeed.net,west,degraded,ADVA,FSP3000,1,1
10.30.224.142,SFOCAAG27,SFOCAAG27.west.lightspeed.net,west,degraded,Nokia,7750 SR-1,1,1
10.10.145.11,DALTXRT69,DALTXRT69.central.lightspeed.net,central,degraded,Nokia,7750 SR-1,1,1
10.20.234.69,ATLGACO85,ATLGACO85.east.lightspeed.net,east,active,Cisco,ISR4431,1,1
10.30.92.197,SFOCART30,SFOCART30.west.lightspeed.net,west,active,RAD,ETX-2,1,1
10.30.30.113,LAXCART85,LAXCART85.west.lightspeed.net,west,active,Cisco,ISR4431,1,1
10.60.80.138,BOSMAED18,BOSMAED18.northeast.lightspeed.net,northeast,active,RAD,ETX-2,1,0
10.10.67.113,OKCOKCO58,OKCOKCO58.central.lightspeed.net,central,active,ADVA,FSP150,1,0
10.70.123.155,BOIIDDS38,BOIIDDS38.northwest.lightspeed.net,northwest,active,Arista,7280R,1,1
10.50.127.83,ELPTXSW60,ELPTXSW60.southwest.lightspeed.net,southwest,active,Juniper,QFX5120,1,1
10.60.140.199,BOSMADS61,BOSMADS61.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,0,1
10.60.172.113,PHLPACO36,PHLPACO36.northeast.lightspeed.net,northeast,degraded,RAD,ETX-2,1,1
10.70.192.240,GEGWACO96,GEGWACO96.northwest.lightspeed.net,northwest,active,ADVA,FSP150,1,1
10.50.136.254,PHXAZRT31,PHXAZRT31.southwest.lightspeed.net,southwest,active,Cisco,ISR4431,1,1
10.50.61.143,ELPTXSW75,ELPTXSW75.southwest.lightspeed.net,southwest,degraded,RAD,ETX-2,1,1
10.70.233.124,BOIIDDS17,BOIIDDS17.northwest.lightspeed.net,northwest,active,ADVA,FSP3000,1,0
10.30.46.209,SFOCART22,SFOCART22.west.lightspeed.net,west,active,Juniper,MX204,1,1
10.20.20.18,CLTNCSW93,CLTNCSW93.east.lightspeed.net,east,degraded,Cisco,ISR4431,1,1
10.40.120.91,MIAFLSW03,MIAFLSW03.southeast.lightspeed.net,southeast,active,Arista,7280R,1,1
10.50.97.228,ABQNMSW97,ABQNMSW97.southwest.lightspeed.net,southwest,active,Arista,7280R,1,1
10.60.144.69,BOSMART85,BOSMART85.northeast.lightspeed.net,northeast,degraded,Cisco,ISR4431,0,1
10.50.102.221,PHXAZCO57,PHXAZCO57.southwest.lightspeed.net,southwest,down,ADVA,FSP150,1,0
10.60.208.30,BOSMADS07,BOSMADS07.northeast.lightspeed.net,northeast,degraded,Cisco,ISR4431,1,1
10.30.44.181,SEAWASW23,SEAWASW23.west.lightspeed.net,west,active,Cisco,NCS540,1,0
10.70.82.30,BOIIDRT33,BOIIDRT33.northwest.lightspeed.net,northwest,degraded,Arista,7280R,1,1
10.10.56.59,OKCOKED37,OKCOKED37.central.lightspeed.net,central,degraded,Arista,7280R,1,1
10.40.17.171,MIAFLRT13,MIAFLRT13.southeast.lightspeed.net,southeast,active,Juniper,MX204,1,1
10.70.50.164,BOIIDCO76,BOIIDCO76.northwest.lightspeed.net,northwest,active,Arista,7280R,1,1
10.40.21.251,BNATNSW07,BNATNSW07.southeast.lightspeed.net,southeast,active,Cisco,NCS540,1,0
10.20.218.140,PITPASW26,PITPASW26.east.lightspeed.net,east,retired,Cisco,ISR4431,1,1
10.10.232.123,AUSTXSW26,AUSTXSW26.central.lightspeed.net,central,active,Cisco,ISR4431,1,1
10.70.175.185,PORORRT72,PORORRT72.northwest.lightspeed.net,northwest,active,Arista,7280R,1,0
10.20.23.196,PITPAED28,PITPAED28.east.lightspeed.net,east,active,Nokia,7750 SR-1,1,1
10.20.200.248,CLTNCDS23,CLTNCDS23.east.lightspeed.net,east,active,ADVA,FSP3000,1,0
10.60.217.72,BOSMAED84,BOSMAED84.northeast.lightspeed.net,northeast,degraded,Cisco,ISR4431,1,1
10.20.136.112,ATLGART39,ATLGART39.east.lightspeed.net,east,active,RAD,ETX-2,1,1
10.10.232.161,AUSTXDS11,AUSTXDS11.central.lightspeed.net,central,active,Juniper,MX204,1,1
10.50.43.24,PHXAZDS27,PHXAZDS27.southwest.lightspeed.net,southwest,active,ADVA,FSP150,1,1
10.30.64.21,LAXCASW25,LAXCASW25.west.lightspeed.net,west,active,ADVA,FSP3000,1,1
10.70.54.151,BOIIDED64,BOIIDED64.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1,1,1
10.60.246.5,BOSMADS45,BOSMADS45.northeast.lightspeed.net,northeast,down,ADVA,FSP3000,1,1
10.60.220.237,BOSMAED02,BOSMAED02.northeast.lightspeed.net,northeast,active,ADVA,FSP3000,1,1
10.30.214.66,SFOCAAG50,SFOCAAG50.west.lightspeed.net,west,active,Cisco,NCS540,1,1
10.10.100.57,OKCOKSW29,OKCOKSW29.central.lightspeed.net,central,active,Cisco,NCS540,1,0
10.10.122.58,OKCOKSW91,OKCOKSW91.central.lightspeed.net,central,degraded,Juniper,MX204,1,1
10.70.52.168,BOIIDAG46,BOIIDAG46.northwest.lightspeed.net,northwest,down,RAD,ETX-2,1,1
10.50.191.75,PHXAZCO90,PHXAZCO90.southwest.lightspeed.net,southwest,active,Cisco,ISR4431,1,1
10.50.25.52,ABQNMDS99,ABQNMDS99.southwest.lightspeed.net,southwest,active,ADVA,FSP150,1,1
10.20.123.8,PITPASW46,PITPASW46.east.lightspeed.net,east,active,Cisco,ISR4431,1,1
10.50.19.185,ELPTXCO56,ELPTXCO56.southwest.lightspeed.net,southwest,active,Nokia,7750 SR-1,1,1
10.20.208.45,ATLGAAG98,ATLGAAG98.east.lightspeed.net,east,active,RAD,ETX-2,1,1
10.10.224.40,OKCOKED56,OKCOKED56.central.lightspeed.net,central,active,Cisco,ISR4431,1,1
10.70.72.54,PORORED84,PORORED84.northwest.lightspeed.net,northwest,degraded,ADVA,FSP150,1,0
10.10.188.153,OKCOKED60,OKCOKED60.central.lightspeed.net,central,active,Juniper,MX204,1,1
10.60.32.162,BOSMACO02,BOSMACO02.northeast.lightspeed.net,northeast,degraded,Arista,7280R,0,1
10.30.216.50,LAXCASW34,LAXCASW34.west.lightspeed.net,west,active,ADVA,FSP3000,1,1
10.10.186.75,OKCOKRT11,OKCOKRT11.central.lightspeed.net,central,active,Nokia,7750 SR-1,1,1
10.20.197.119,PITPASW45,PITPASW45.east.lightspeed.net,east,active,ADVA,FSP3000,1,1
10.10.80.118,AUSTXSW46,AUSTXSW46.central.lightspeed.net,central,degraded,Arista,7280R,1,1
10.30.178.252,SFOCAED75,SFOCAED75.west.lightspeed.net,west,active,Nokia,7750 SR-1,1,1
10.60.26.235,NYCNYED11,NYCNYED11.northeast.lightspeed.net,northeast,active,Juniper,MX204,1,1
10.20.58.161,PITPASW02,PITPASW02.east.lightspeed.net,east,down,RAD,ETX-2,1,1
10.60.216.0,NYCNYRT78,NYCNYRT78.northeast.lightspeed.net,northeast,active,ADVA,FSP3000,0,1
10.40.230.181,JAXFLDS94,JAXFLDS94.southeast.lightspeed.net,southeast,retired,ADVA,FSP3000,1,1
10.70.186.82,BOIIDDS78,BOIIDDS78.northwest.lightspeed.net,northwest,degraded,RAD,ETX-2,1,1
10.20.250.230,ATLGART95,ATLGART95.east.lightspeed.net,east,degraded,Arista,7280R,1,1
10.30.163.96,SEAWART62,SEAWART62.west.lightspeed.net,west,degraded,Cisco,NCS540,1,0
10.60.88.110,PHLPASW58,PHLPASW58.northeast.lightspeed.net,northeast,down,Cisco,NCS540,0,0
10.30.34.105,LAXCASW59,LAXCASW59.west.lightspeed.net,west,active,RAD,ETX-2,1,1
10.20.200.26,CLTNCRT10,CLTNCRT10.east.lightspeed.net,east,active,Juniper,MX204,1,1
10.10.12.115,DALTXED97,DALTXED97.central.lightspeed.net,central,active,Arista,7280R,1,1
10.10.66.229,DALTXSW71,DALTXSW71.central.lightspeed.net,central,degraded,Arista,7280R,1,1
10.20.14.232,PITPAAG13,PITPAAG13.east.lightspeed.net,east,active,Arista,7280R,1,1
10.60.189.62,PHLPACO98,PHLPACO98.northeast.lightspeed.net,northeast,degraded,Nokia,7750 SR-1,0,1
10.60.24.188,NYCNYED69,NYCNYED69.northeast.lightspeed.net,northeast,active,ADVA,FSP150,1,1
10.10.204.222,DALTXRT94,DALTXRT94.central.lightspeed.net,central,active,ADVA,FSP150,1,1
10.70.141.101,GEGWART69,GEGWART69.northwest.lightspeed.net,northwest,degraded,ADVA,FSP150,1,0
10.10.187.239,AUSTXCO09,AUSTXCO09.central.lightspeed.net,central,active,RAD,ETX-2,1,1
10.10.60.188,AUSTXSW74,AUSTXSW74.central.lightspeed.net,central,degraded,Juniper,MX204,1,1
10.40.60.12,MIAFLED29,MIAFLED29.southeast.lightspeed.net,southeast,active,Juniper,MX204,1,1
10.10.136.131,AUSTXED90,AUSTXED90.central.lightspeed.net,central,active,Arista,7280R,1,1
10.60.19.173,NYCNYAG83,NYCNYAG83.northeast.lightspeed.net,northeast,degraded,Nokia,7750 SR-1,1,1
10.10.232.139,AUSTXED13,AUSTXED13.central.lightspeed.net,central,active,Nokia,7750 SR-1,1,1
10.70.146.230,PORORAG41,PORORAG41.northwest.lightspeed.net,northwest,degraded,Arista,7280R,1,1
10.30.12.132,SEAWASW39,SEAWASW39.west.lightspeed.net,west,active,ADVA,FSP3000,1,1
10.70.178.52,GEGWASW57,GEGWASW57.northwest.lightspeed.net,northwest,degraded,Nokia,7750 SR-1,1,1
10.70.60.162,PORORDS46,PORORDS46.northwest.lightspeed.net,northwest,active,ADVA,FSP3000,1,1
10.70.40.57,BOIIDSW76,BOIIDSW76.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1,1,1
10.60.189.77,BOSMAAG30,BOSMAAG30.northeast.lightspeed.net,northeast,degraded,Cisco,ISR4431,0,1
10.10.184.255,DALTXDS62,DALTXDS62.central.lightspeed.net,central,down,Cisco,ISR4431,1,1
10.50.21.47,PHXAZRT95,PHXAZRT95.southwest.lightspeed.net,southwest,down,Juniper,MX204,1,1
10.30.176.92,SFOCAED55,SFOCAED55.west.lightspeed.net,west,active,RAD,ETX-2,1,1
10.10.32.127,OKCOKSW74,OKCOKSW74.central.lightspeed.net,central,active,RAD,ETX-2,1,1
10.20.246.161,ATLGART55,ATLGART55.east.lightspeed.net,east,retired,Juniper,MX204,1,1
10.30.210.167,SFOCACO44,SFOCACO44.west.lightspeed.net,west,active,Juniper,MX204,1,1
10.30.196.71,LAXCACO90,LAXCACO90.west.lightspeed.net,west,active,Nokia,7750 SR-1,1,1
10.70.179.143,PORORCO24,PORORCO24.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1,1,1
10.10.76.22,AUSTXSW05,AUSTXSW05.central.lightspeed.net,central,active,Nokia,7750 SR-1,1,1
