obs_ip_address,obs_hostname,obs_status,inv_vendor,inv_model,missing_in_inventory
10.40.60.61,MIAFLRT40,active,Arista,7050X3,0
10.10.157.33,AUSTXDS16,down,Juniper,QFX5120,0
10.20.78.78,CLTNCDS92,active,ADVA,FSP150,0
10.40.182.102,JAXFLDS19,degraded,Juniper,QFX5120,0
10.70.130.202,BOIIDDS35,active,ADVA,FSP150,0
10.70.61.2,PORORSW39,degraded,Cisco,Catalyst9300,0
10.70.226.138,GEGWADS51,active,Juniper,QFX5120,0
10.20.17.227,ATLGAED31,degraded,,,1
10.20.103.27,PITPADS91,active,Juniper,QFX5120,0
10.30.91.237,SEAWADS08,active,Juniper,QFX5120,0
10.30.236.9,LAXCASW67,degraded,Cisco,Catalyst9300,0
10.20.22.130,ATLGAED21,active,RAD,ETX-2,0
10.10.169.10,DALTXRT63,active,Arista,7050X3,0
10.70.219.40,GEGWACO62,active,Cisco,NCS540,0
10.50.232.79,ELPTXSW58,active,Cisco,Catalyst9300,0
10.50.73.124,ABQNMDS57,active,ADVA,FSP150,0
10.60.97.155,NYCNYED42,retired,Juniper,SRX345,0
10.30.85.179,LAXCAED49,down,Juniper,SRX345,0
10.70.240.173,PORORSW43,degraded,Cisco,Catalyst9300,0
10.20.246.100,CLTNCAG63,active,ADVA,FSP3000,0
10.50.254.48,ELPTXSW35,active,Cisco,Catalyst9300,0
10.10.51.153,AUSTXRT13,active,Arista,7050X3,0
10.70.70.58,GEGWAED81,active,Cisco,ISR4431,0
10.70.130.104,PORORSW42,active,Cisco,Catalyst9300,0
10.60.249.72,BOSMART68,active,Arista,7050X3,0
10.60.90.147,PHLPART18,active,Arista,7050X3,0
10.30.97.237,LAXCASW35,active,Cisco,Catalyst9300,0
10.30.120.186,LAXCADS57,active,Juniper,QFX5120,0
10.10.245.81,AUSTXCO33,degraded,Juniper,MX204,0
10.60.95.8,BOSMAED25,active,Juniper,SRX345,0
10.10.11.1,AUSTXDS57,active,ADVA,FSP150,0
10.30.67.57,SFOCACO05,degraded,Cisco,NCS540,0
10.70.188.4,GEGWAAG67,active,Arista,7280R,0
10.20.137.81,PITPAED50,degraded,Cisco,ISR4431,0
10.30.242.72,SEAWAAG80,active,Arista,7280R,0
10.60.235.235,PHLPASW25,active,Cisco,Catalyst9300,0
10.40.75.142,MIAFLED71,active,,,1
10.20.154.63,CLTNCCO15,active,Nokia,7750 SR-1,0
10.60.13.223,NYCNYRT06,active,Arista,7050X3,0
10.60.4.251,NYCNYDS29,active,ADVA,FSP150,0
10.60.162.175,PHLPADS26,degraded,Juniper,QFX5120,0
10.50.89.95,ELPTXRT25,active,Arista,7050X3,0
10.60.3.162,PHLPASW67,degraded,Cisco,Catalyst9300,0
10.50.130.190,ELPTXED41,active,Juniper,SRX345,0
10.20.104.126,PITPART07,degraded,Arista,7050X3,0
10.60.207.25,BOSMACO82,active,Juniper,MX204,0
10.10.19.59,DALTXAG39,down,Arista,7280R,0
10.70.60.163,PORORAG60,active,Arista,7280R,0
10.70.182.97,BOIIDCO85,degraded,Nokia,7750 SR-1,0
10.50.3.237,PHXAZSW88,active,Cisco,Catalyst9300,0
10.60.247.149,PHLPADS36,active,Juniper,QFX5120,0
10.40.177.186,JAXFLRT30,degraded,Arista,7050X3,0
10.50.96.1,ABQNMRT04,active,Arista,7050X3,0
10.70.51.146,BOIIDSW03,degraded,Cisco,Catalyst9300,0
10.40.5.81,BNATNDS26,retired,Juniper,QFX5120,0
10.70.176.48,PORORED65,active,Cisco,ISR4431,0
10.10.249.66,AUSTXSW14,active,Cisco,Catalyst9300,0
10.20.33.161,CLTNCDS31,degraded,ADVA,FSP150,0
10.30.201.226,SEAWASW97,active,Cisco,Catalyst9300,0
10.20.156.225,PITPAAG25,active,ADVA,FSP3000,0
10.10.107.165,DALTXED61,active,,,1
10.30.246.213,SEAWASW83,active,Cisco,Catalyst9300,0
10.70.201.90,GEGWACO91,degraded,Nokia,7750 SR-1,0
10.30.3.213,SEAWART05,active,Arista,7050X3,0
10.30.88.94,SFOCART81,active,Arista,7050X3,0
10.60.185.129,NYCNYED32,active,,,1
10.30.245.181,LAXCART91,retired,Arista,7050X3,0
10.30.38.38,SFOCASW52,degraded,Cisco,Catalyst9300,0
10.70.7.67,BOIIDCO39,active,Nokia,7750 SR-1,0
10.60.12.243,BOSMART05,active,Arista,7050X3,0
10.60.47.161,PHLPAED27,active,Cisco,ISR4431,0
10.10.201.77,OKCOKED16,active,Juniper,SRX345,0
10.30.160.182,LAXCADS27,active,Juniper,QFX5120,0
10.20.212.189,CLTNCCO42,degraded,Cisco,NCS540,0
10.70.104.172,GEGWASW63,active,Cisco,Catalyst9300,0
10.20.109.238,ATLGASW10,active,Cisco,Catalyst9300,0
10.30.9.42,SEAWAED26,active,Cisco,ISR4431,0
10.40.72.225,JAXFLSW92,active,Cisco,Catalyst9300,0
10.10.225.228,DALTXSW24,active,Cisco,Catalyst9300,0
10.50.52.254,ELPTXDS07,degraded,Juniper,QFX5120,0
10.60.246.27,PHLPADS76,active,Juniper,QFX5120,0
10.70.124.29,PORORAG96,active,ADVA,FSP3000,0
10.10.228.92,AUSTXAG11,active,Arista,7280R,0
10.60.90.122,NYCNYRT59,active,Arista,7050X3,0
10.10.39.186,AUSTXAG20,active,ADVA,FSP3000,0
10.30.188.120,LAXCAED62,active,RAD,ETX-2,0
10.60.247.255,NYCNYRT92,active,,,1
10.40.179.31,MIAFLRT37,active,Arista,7050X3,0
10.60.206.102,PHLPAAG11,active,,,1
10.70.154.21,BOIIDED37,active,Juniper,SRX345,0
10.30.141.254,LAXCAAG50,active,Arista,7280R,0
10.40.246.242,BNATNCO02,active,Juniper,MX204,0
10.70.223.77,GEGWACO59,active,Juniper,MX204,0
10.20.248.68,ATLGADS85,down,Juniper,QFX5120,0
10.40.120.117,MIAFLDS23,active,ADVA,FSP150,0
10.10.196.156,OKCOKDS22,degraded,Juniper,QFX5120,0
10.70.174.41,BOIIDED03,degraded,,,1
10.30.96.106,LAXCACO42,active,Cisco,NCS540,0
10.40.73.48,JAXFLSW62,active,Cisco,Catalyst9300,0
10.20.142.187,PITPAAG60,active,ADVA,FSP3000,0
10.30.168.175,SEAWASW08,active,Cisco,Catalyst9300,0
10.10.79.239,DALTXRT88,active,Arista,7050X3,0
10.70.70.146,PORORED20,down,RAD,ETX-2,0
10.70.218.78,GEGWAED19,degraded,,,1
10.20.253.106,CLTNCDS52,active,,,1
10.10.255.187,DALTXRT04,active,Arista,7050X3,0
10.30.114.245,SFOCAAG72,active,ADVA,FSP3000,0
10.70.178.246,PORORRT32,degraded,Arista,7050X3,0
10.40.197.135,BNATNED72,active,,,1
10.60.62.247,PHLPASW56,active,Cisco,Catalyst9300,0
10.30.191.119,SEAWADS94,active,,,1
10.70.194.149,GEGWADS28,degraded,Juniper,QFX5120,0
10.30.169.188,SEAWART14,retired,Arista,7050X3,0
10.30.80.35,SFOCART69,degraded,Arista,7050X3,0
10.20.1.237,ATLGAAG85,active,,,1
10.30.185.48,SFOCART29,active,Arista,7050X3,0
10.20.215.168,CLTNCDS72,active,Juniper,QFX5120,0
10.70.34.67,GEGWART67,active,Arista,7050X3,0
10.60.81.135,BOSMART72,active,Arista,7050X3,0
10.60.104.115,NYCNYSW94,degraded,Cisco,Catalyst9300,0
10.30.9.17,SFOCART84,active,Arista,7050X3,0
10.20.84.127,CLTNCED03,active,,,1
10.50.169.94,PHXAZED51,active,,,1
10.50.55.142,ELPTXDS76,active,Juniper,QFX5120,0
10.30.212.224,LAXCART93,active,Arista,7050X3,0
10.60.49.151,PHLPART54,degraded,Arista,7050X3,0
10.30.30.245,LAXCACO34,active,Juniper,MX204,0
10.10.221.163,OKCOKRT32,active,Arista,7050X3,0
10.30.5.141,LAXCART31,active,Arista,7050X3,0
10.70.10.204,GEGWART63,active,Arista,7050X3,0
10.60.236.198,BOSMADS47,active,Juniper,QFX5120,0
10.70.28.46,BOIIDSW60,active,Cisco,Catalyst9300,0
10.60.0.243,BOSMADS43,active,Juniper,QFX5120,0
10.60.73.135,NYCNYRT09,degraded,Arista,7050X3,0
10.70.156.197,PORORCO29,active,Juniper,MX204,0
10.70.25.166,GEGWAED58,degraded,RAD,ETX-2,0
10.70.11.180,GEGWAED78,active,,,1
10.10.185.170,DALTXED40,active,RAD,ETX-2,0
10.40.96.76,BNATNED92,active,Cisco,ISR4431,0
10.60.71.150,PHLPAED33,degraded,Juniper,SRX345,0
10.20.99.115,ATLGAED84,active,RAD,ETX-2,0
10.60.176.31,PHLPADS57,active,Juniper,QFX5120,0
10.70.125.178,PORORSW41,active,Cisco,Catalyst9300,0
10.20.78.28,PITPART69,degraded,Arista,7050X3,0
10.20.174.221,ATLGAAG79,active,Arista,7280R,0
10.60.40.240,PHLPACO04,active,Cisco,NCS540,0
10.20.94.21,CLTNCED65,degraded,,,1
10.10.99.245,OKCOKAG46,degraded,ADVA,FSP3000,0
10.20.43.132,PITPAAG78,active,Arista,7280R,0
10.10.127.222,OKCOKSW39,active,Cisco,Catalyst9300,0
10.60.137.71,NYCNYED64,active,RAD,ETX-2,0
10.70.169.148,BOIIDAG21,retired,,,1
10.70.254.41,BOIIDAG60,active,Arista,7280R,0
10.40.87.126,JAXFLDS39,active,ADVA,FSP150,0
10.50.244.172,ELPTXAG76,active,ADVA,FSP3000,0
10.30.242.174,SEAWASW68,active,Cisco,Catalyst9300,0
10.30.17.138,SEAWAAG17,active,,,1
10.10.189.68,DALTXAG96,active,ADVA,FSP3000,0
10.10.88.236,AUSTXED08,degraded,,,1
10.60.19.40,NYCNYSW47,active,Cisco,Catalyst9300,0
10.10.27.90,OKCOKSW24,active,Cisco,Catalyst9300,0
10.50.140.140,ABQNMED96,active,,,1
10.20.36.154,ATLGADS52,active,Juniper,QFX5120,0
10.10.243.43,DALTXAG89,down,Arista,7280R,0
10.10.213.102,DALTXAG79,active,Arista,7280R,0
10.70.238.150,BOIIDCO83,active,Cisco,NCS540,0
10.10.130.254,AUSTXED86,down,Juniper,SRX345,0
10.30.33.198,SEAWASW27,active,Cisco,Catalyst9300,0
10.50.19.20,ABQNMDS29,active,Juniper,QFX5120,0
10.70.100.115,PORORRT08,degraded,Arista,7050X3,0
10.40.124.66,MIAFLDS37,active,,,1
10.20.144.133,ATLGASW91,active,Cisco,Catalyst9300,0
10.20.228.179,PITPART72,active,Arista,7050X3,0
10.70.208.242,BOIIDAG88,active,Arista,7280R,0
10.20.31.203,PITPART76,down,Arista,7050X3,0
10.50.173.202,ABQNMAG49,degraded,ADVA,FSP3000,0
10.70.182.46,PORORDS56,active,Juniper,QFX5120,0
10.20.22.23,PITPACO46,active,Juniper,MX204,0
10.30.38.147,SFOCART36,active,Arista,7050X3,0
10.70.163.109,PORORAG40,degraded,Arista,7280R,0
10.30.223.97,SEAWASW56,down,Cisco,Catalyst9300,0
10.10.185.121,DALTXSW80,active,Cisco,Catalyst9300,0
10.60.111.47,BOSMAAG60,active,ADVA,FSP3000,0
10.50.216.242,ABQNMCO78,active,Cisco,NCS540,0
10.40.25.16,BNATNCO11,active,Juniper,MX204,0
10.70.153.172,PORORSW13,degraded,Cisco,Catalyst9300,0
10.20.117.23,CLTNCAG05,active,,,1
10.50.66.157,PHXAZED69,active,Juniper,SRX345,0
10.20.91.97,PITPART04,active,Arista,7050X3,0
10.70.20.169,GEGWAED27,degraded,Juniper,SRX345,0
10.30.233.2,SEAWART33,active,Arista,7050X3,0
10.50.239.167,PHXAZED30,active,RAD,ETX-2,0
10.30.64.7,SFOCAED67,active,Cisco,ISR4431,0
10.40.198.121,BNATNDS87,degraded,ADVA,FSP150,0
10.50.114.24,PHXAZED32,active,Cisco,ISR4431,0
10.30.220.226,SEAWAED71,active,,,1
10.30.187.68,SFOCASW34,active,Cisco,Catalyst9300,0
10.30.183.196,SEAWACO80,active,Juniper,MX204,0
10.40.108.82,BNATNAG33,retired,ADVA,FSP3000,0
10.30.121.232,SEAWAAG40,active,ADVA,FSP3000,0
10.70.5.204,BOIIDAG41,active,Arista,7280R,0
10.60.142.173,BOSMAAG07,active,Arista,7280R,0
10.60.16.111,NYCNYDS67,down,ADVA,FSP150,0
10.70.251.141,PORORRT27,active,Arista,7050X3,0
10.70.122.74,PORORAG80,retired,Arista,7280R,0
10.10.169.152,DALTXSW64,active,Cisco,Catalyst9300,0
10.60.182.25,PHLPASW05,active,Cisco,Catalyst9300,0
10.60.229.243,NYCNYDS22,active,Juniper,QFX5120,0
10.20.82.209,ATLGAED64,active,,,1
10.40.125.247,JAXFLDS07,active,ADVA,FSP150,0
10.10.97.143,DALTXED78,active,RAD,ETX-2,0
10.10.39.122,AUSTXED78,degraded,Cisco,ISR4431,0
10.20.124.235,CLTNCDS58,down,ADVA,FSP150,0
10.40.65.255,BNATNED60,active,Cisco,ISR4431,0
10.40.203.1,JAXFLCO78,active,Nokia,7750 SR-1,0
10.20.226.55,CLTNCSW82,active,Cisco,Catalyst9300,0
10.30.64.140,SFOCACO52,active,Nokia,7750 SR-1,0
10.40.188.115,MIAFLRT13,down,Arista,7050X3,0
10.70.148.80,GEGWASW87,active,Cisco,Catalyst9300,0
10.40.140.47,BNATNSW98,active,Cisco,Catalyst9300,0
10.20.87.34,PITPADS33,active,Juniper,QFX5120,0
10.70.109.68,GEGWADS65,active,Juniper,QFX5120,0
10.20.154.70,CLTNCAG36,degraded,ADVA,FSP3000,0
10.10.111.229,OKCOKRT54,degraded,Arista,7050X3,0
10.10.208.84,AUSTXAG27,retired,Arista,7280R,0
10.40.86.137,BNATNSW41,active,Cisco,Catalyst9300,0
10.70.109.243,BOIIDED20,down,RAD,ETX-2,0
10.10.145.170,AUSTXSW83,degraded,Cisco,Catalyst9300,0
10.60.241.92,NYCNYDS91,active,Juniper,QFX5120,0
10.60.91.137,NYCNYSW11,active,Cisco,Catalyst9300,0
10.10.23.133,OKCOKDS24,active,Juniper,QFX5120,0
10.10.180.246,AUSTXDS99,active,Juniper,QFX5120,0
10.60.33.168,PHLPADS22,active,ADVA,FSP150,0
10.50.70.117,PHXAZDS12,active,Juniper,QFX5120,0
10.40.28.172,JAXFLSW37,active,Cisco,Catalyst9300,0
10.40.213.62,JAXFLED15,active,,,1
10.50.78.174,PHXAZSW31,active,Cisco,Catalyst9300,0
10.10.36.172,AUSTXRT86,degraded,Arista,7050X3,0
10.50.185.35,PHXAZDS77,active,,,1
10.70.26.230,PORORSW81,degraded,Cisco,Catalyst9300,0
10.10.148.69,AUSTXDS37,active,Juniper,QFX5120,0
10.20.140.124,PITPAAG23,degraded,ADVA,FSP3000,0
10.40.17.169,MIAFLSW20,down,Cisco,Catalyst9300,0
10.30.214.74,LAXCASW39,active,Cisco,Catalyst9300,0
10.60.78.201,NYCNYSW57,degraded,Cisco,Catalyst9300,0
10.20.123.132,PITPAAG02,active,Arista,7280R,0
10.30.218.205,LAXCASW74,active,Cisco,Catalyst9300,0
10.30.242.90,SFOCASW43,active,Cisco,Catalyst9300,0
10.20.108.28,PITPADS47,active,ADVA,FSP150,0
10.20.142.106,CLTNCED95,degraded,RAD,ETX-2,0
10.60.154.26,NYCNYRT58,active,Arista,7050X3,0
10.70.250.168,BOIIDRT11,active,Arista,7050X3,0
10.20.111.173,ATLGAED41,active,Cisco,ISR4431,0
10.70.175.4,BOIIDAG79,active,ADVA,FSP3000,0
10.70.24.66,GEGWAAG06,active,Arista,7280R,0
10.20.11.200,PITPADS20,active,Juniper,QFX5120,0
10.50.148.161,ELPTXDS03,retired,Juniper,QFX5120,0
10.70.142.156,PORORCO71,active,Nokia,7750 SR-1,0
10.70.81.119,GEGWAAG66,active,Arista,7280R,0
10.10.91.25,DALTXCO87,degraded,Nokia,7750 SR-1,0
10.60.86.132,BOSMACO13,active,Juniper,MX204,0
10.30.78.113,SFOCAAG32,active,,,1
10.20.56.218,CLTNCED34,active,Cisco,ISR4431,0
10.30.75.58,LAXCASW85,active,Cisco,Catalyst9300,0
10.10.247.52,DALTXAG16,down,Arista,7280R,0
10.30.22.156,LAXCACO12,active,Nokia,7750 SR-1,0
10.70.234.174,BOIIDAG39,active,Arista,7280R,0
10.50.143.163,ELPTXED77,active,RAD,ETX-2,0
10.30.77.93,SFOCADS01,active,Juniper,QFX5120,0
10.10.182.184,OKCOKSW83,down,Cisco,Catalyst9300,0
10.60.119.166,BOSMAAG86,active,,,1
10.20.220.248,ATLGART11,active,Arista,7050X3,0
10.20.48.128,ATLGASW62,active,Cisco,Catalyst9300,0
10.10.255.38,AUSTXED16,active,,,1
10.60.84.50,PHLPART50,degraded,Arista,7050X3,0
10.40.45.95,JAXFLDS57,active,Juniper,QFX5120,0
10.70.86.143,GEGWACO25,degraded,Cisco,NCS540,0
10.50.38.101,PHXAZSW49,degraded,Cisco,Catalyst9300,0
10.20.126.61,CLTNCED45,retired,,,1
10.30.166.101,LAXCAED73,down,,,1
10.70.88.218,BOIIDED35,active,Cisco,ISR4431,0
10.50.22.97,ELPTXDS38,degraded,,,1
10.70.56.75,GEGWADS40,down,Juniper,QFX5120,0
10.70.240.132,BOIIDAG17,active,ADVA,FSP3000,0
10.60.226.61,PHLPASW94,degraded,Cisco,Catalyst9300,0
10.20.82.64,CLTNCDS73,active,Juniper,QFX5120,0
10.10.49.144,DALTXED97,retired,,,1
10.70.213.26,GEGWART45,degraded,Arista,7050X3,0
10.40.116.108,MIAFLRT18,active,Arista,7050X3,0
10.10.246.44,DALTXED08,active,Cisco,ISR4431,0
10.50.129.221,ABQNMDS50,degraded,ADVA,FSP150,0
10.30.175.247,SEAWART46,active,Arista,7050X3,0
10.60.109.212,NYCNYSW39,active,Cisco,Catalyst9300,0
10.20.249.31,CLTNCRT32,active,Arista,7050X3,0
10.20.198.249,PITPAED26,degraded,RAD,ETX-2,0
10.20.7.37,CLTNCCO11,active,Cisco,NCS540,0
10.60.51.0,PHLPASW76,down,Cisco,Catalyst9300,0
10.50.184.132,ELPTXSW61,active,Cisco,Catalyst9300,0
10.70.196.227,BOIIDED94,active,,,1
10.30.89.79,LAXCAAG08,active,ADVA,FSP3000,0
10.60.161.101,BOSMASW71,retired,Cisco,Catalyst9300,0
10.20.227.45,PITPAED40,active,,,1
10.30.205.171,LAXCASW80,active,Cisco,Catalyst9300,0
10.60.20.36,BOSMASW57,active,Cisco,Catalyst9300,0
10.50.75.156,PHXAZDS34,active,ADVA,FSP150,0
10.10.164.228,AUSTXED05,active,,,1
10.10.177.48,OKCOKSW51,degraded,Cisco,Catalyst9300,0
10.60.19.210,NYCNYAG95,degraded,Arista,7280R,0
10.70.94.122,PORORDS96,degraded,ADVA,FSP150,0
10.20.44.168,PITPAED89,down,,,1
10.60.48.189,NYCNYSW02,active,Cisco,Catalyst9300,0
10.10.83.132,DALTXDS96,active,Juniper,QFX5120,0
10.20.195.148,ATLGASW76,active,Cisco,Catalyst9300,0
10.50.154.249,PHXAZSW04,down,Cisco,Catalyst9300,0
10.30.19.221,SEAWART23,active,Arista,7050X3,0
10.60.33.19,PHLPAED42,active,Cisco,ISR4431,0
10.20.121.62,PITPART34,active,Arista,7050X3,0
10.20.178.212,CLTNCED29,active,RAD,ETX-2,0
10.60.223.245,BOSMART91,active,Arista,7050X3,0
10.30.119.48,LAXCASW79,active,Cisco,Catalyst9300,0
10.50.147.91,PHXAZRT42,active,Arista,7050X3,0
10.40.120.206,MIAFLRT81,active,Arista,7050X3,0
10.10.97.243,DALTXRT76,active,Arista,7050X3,0
10.30.205.150,SEAWAED50,active,,,1
10.60.29.67,BOSMART19,active,Arista,7050X3,0
10.70.190.254,BOIIDED54,active,Cisco,ISR4431,0
10.10.47.126,DALTXAG13,active,ADVA,FSP3000,0
10.60.226.170,BOSMADS78,down,ADVA,FSP150,0
10.50.156.22,ELPTXED03,active,Juniper,SRX345,0
10.70.206.116,PORORED25,active,,,1
10.10.157.229,DALTXED07,active,Cisco,ISR4431,0
10.20.156.198,ATLGAED08,active,,,1
10.40.243.177,JAXFLED50,active,,,1
10.40.11.230,JAXFLSW55,active,Cisco,Catalyst9300,0
10.10.246.65,AUSTXSW11,active,Cisco,Catalyst9300,0
10.20.251.15,ATLGAED40,active,Cisco,ISR4431,0
10.40.60.253,MIAFLED39,active,,,1
10.50.224.21,PHXAZSW45,degraded,Cisco,Catalyst9300,0
10.10.182.240,AUSTXAG76,active,ADVA,FSP3000,0
10.40.184.58,JAXFLED85,retired,Cisco,ISR4431,0
10.40.39.190,JAXFLRT51,active,Arista,7050X3,0
10.70.186.129,GEGWADS71,active,ADVA,FSP150,0
10.70.192.206,GEGWASW37,active,Cisco,Catalyst9300,0
10.40.219.212,BNATNED49,active,Juniper,SRX345,0
10.70.157.177,BOIIDCO08,active,Juniper,MX204,0
10.20.194.84,CLTNCRT64,active,Arista,7050X3,0
10.60.214.204,BOSMADS33,degraded,ADVA,FSP150,0
10.10.202.118,OKCOKDS94,active,ADVA,FSP150,0
10.60.252.254,NYCNYRT76,active,Arista,7050X3,0
10.60.136.245,PHLPASW77,degraded,Cisco,Catalyst9300,0
10.60.132.66,BOSMAAG36,active,Arista,7280R,0
10.60.249.25,NYCNYCO40,active,Juniper,MX204,0
10.70.211.189,BOIIDSW30,active,Cisco,Catalyst9300,0
10.30.209.73,LAXCADS05,active,Juniper,QFX5120,0
10.20.187.27,ATLGADS45,active,Juniper,QFX5120,0
10.20.245.209,CLTNCED85,down,Juniper,SRX345,0
10.70.8.219,PORORED81,active,,,1
10.10.250.251,AUSTXSW58,active,Cisco,Catalyst9300,0
10.60.185.128,PHLPART87,degraded,Arista,7050X3,0
10.50.214.108,ELPTXRT94,active,Arista,7050X3,0
10.60.47.76,BOSMASW64,active,Cisco,Catalyst9300,0
10.10.229.122,OKCOKED28,degraded,RAD,ETX-2,0
10.40.66.109,JAXFLSW76,active,Cisco,Catalyst9300,0
10.30.47.106,SEAWART27,active,Arista,7050X3,0
10.30.15.138,SFOCAAG15,active,Arista,7280R,0
10.70.181.185,BOIIDAG93,degraded,ADVA,FSP3000,0
10.60.173.201,PHLPASW09,active,Cisco,Catalyst9300,0
10.20.43.40,PITPADS12,degraded,ADVA,FSP150,0
10.20.198.114,PITPASW50,active,Cisco,Catalyst9300,0
10.20.167.240,PITPADS09,active,ADVA,FSP150,0
10.40.118.209,BNATNSW31,retired,Cisco,Catalyst9300,0
10.30.224.254,LAXCAED99,active,RAD,ETX-2,0
10.70.235.78,BOIIDED07,degraded,RAD,ETX-2,0
10.20.23.133,ATLGACO15,degraded,Nokia,7750 SR-1,0
10.10.61.153,DALTXSW46,degraded,Cisco,Catalyst9300,0
10.50.82.121,PHXAZDS44,degraded,Juniper,QFX5120,0
10.10.100.86,AUSTXAG82,down,ADVA,FSP3000,0
10.60.210.18,NYCNYRT05,active,Arista,7050X3,0
10.60.218.192,NYCNYDS02,active,Juniper,QFX5120,0
10.30.15.190,LAXCASW76,degraded,Cisco,Catalyst9300,0
10.60.241.86,BOSMAAG92,degraded,,,1
10.30.223.96,SFOCASW44,active,Cisco,Catalyst9300,0
10.50.107.52,PHXAZED59,active,,,1
10.10.148.183,OKCOKDS69,active,Juniper,QFX5120,0
10.20.54.252,ATLGASW23,degraded,Cisco,Catalyst9300,0
10.70.29.131,GEGWACO44,retired,Cisco,NCS540,0
10.10.245.176,AUSTXED24,active,Cisco,ISR4431,0
10.30.249.62,SEAWART04,degraded,Arista,7050X3,0
10.60.137.145,BOSMART20,active,Arista,7050X3,0
10.40.92.38,BNATNSW25,active,Cisco,Catalyst9300,0
10.60.146.164,NYCNYAG96,active,ADVA,FSP3000,0
10.30.72.95,SFOCADS97,active,ADVA,FSP150,0
10.20.159.239,PITPADS68,degraded,ADVA,FSP150,0
10.70.240.125,PORORRT50,active,Arista,7050X3,0
10.20.140.84,CLTNCAG35,degraded,Arista,7280R,0
10.60.225.103,NYCNYED34,degraded,Cisco,ISR4431,0
10.70.73.25,BOIIDCO68,degraded,Juniper,MX204,0
10.70.152.92,BOIIDSW69,active,Cisco,Catalyst9300,0
10.70.115.15,BOIIDSW10,down,Cisco,Catalyst9300,0
10.20.17.49,PITPAED72,active,Cisco,ISR4431,0
10.30.169.156,LAXCAED04,degraded,,,1
10.50.29.95,ABQNMSW50,active,Cisco,Catalyst9300,0
10.10.148.171,AUSTXRT22,active,Arista,7050X3,0
10.40.110.4,BNATNSW10,degraded,Cisco,Catalyst9300,0
10.70.109.233,GEGWASW78,down,Cisco,Catalyst9300,0
10.10.84.112,OKCOKRT71,active,Arista,7050X3,0
10.50.245.102,ELPTXED02,active,,,1
10.70.90.130,BOIIDSW98,active,Cisco,Catalyst9300,0
10.60.34.42,NYCNYAG66,active,Arista,7280R,0
10.10.220.228,AUSTXCO15,degraded,Juniper,MX204,0
10.20.128.10,PITPADS08,retired,Juniper,QFX5120,0
10.30.238.40,SEAWAED52,active,,,1
10.10.39.231,DALTXAG24,active,ADVA,FSP3000,0
10.60.71.101,NYCNYSW72,active,Cisco,Catalyst9300,0
10.30.189.173,SFOCAED97,active,,,1
10.70.146.5,GEGWACO14,active,Cisco,NCS540,0
10.30.85.140,LAXCADS06,active,Juniper,QFX5120,0
10.30.45.74,SEAWAED91,active,Cisco,ISR4431,0
10.60.201.42,NYCNYED87,degraded,RAD,ETX-2,0
10.30.131.117,LAXCAAG83,active,ADVA,FSP3000,0
10.50.111.51,ABQNMSW96,active,Cisco,Catalyst9300,0
10.70.241.34,GEGWAAG11,active,Arista,7280R,0
10.30.83.35,SFOCAAG58,down,ADVA,FSP3000,0
10.70.218.126,BOIIDSW87,down,Cisco,Catalyst9300,0
10.30.66.129,SFOCAAG29,active,ADVA,FSP3000,0
10.30.190.18,SEAWASW05,active,Cisco,Catalyst9300,0
10.30.217.115,LAXCART48,active,Arista,7050X3,0
10.30.168.220,LAXCADS17,active,ADVA,FSP150,0
10.40.48.136,MIAFLDS55,active,ADVA,FSP150,0
10.40.220.21,JAXFLAG06,degraded,,,1
10.50.224.7,ABQNMRT57,active,Arista,7050X3,0
10.40.250.95,JAXFLAG37,active,ADVA,FSP3000,0
10.60.13.31,PHLPART95,active,Arista,7050X3,0
10.20.239.15,PITPAED02,active,Juniper,SRX345,0
10.40.154.136,JAXFLAG58,active,Arista,7280R,0
10.60.165.245,PHLPAED06,active,Juniper,SRX345,0
10.30.29.133,SFOCADS09,degraded,Juniper,QFX5120,0
10.50.4.86,PHXAZRT03,active,Arista,7050X3,0
10.40.185.143,BNATNSW61,active,Cisco,Catalyst9300,0
10.30.145.173,LAXCADS32,degraded,ADVA,FSP150,0
10.50.192.95,ELPTXED30,active,Cisco,ISR4431,0
10.30.12.35,SFOCART18,active,Arista,7050X3,0
10.30.32.5,SEAWART17,degraded,Arista,7050X3,0
10.60.56.185,PHLPADS18,active,Juniper,QFX5120,0
10.60.54.190,PHLPAED60,active,Juniper,SRX345,0
10.10.49.115,DALTXSW75,active,Cisco,Catalyst9300,0
10.30.77.50,SFOCADS77,active,,,1
10.10.206.199,OKCOKRT36,down,Arista,7050X3,0
10.30.61.55,LAXCAAG74,active,Arista,7280R,0
10.20.139.141,ATLGART96,down,Arista,7050X3,0
10.50.7.51,ABQNMSW09,active,Cisco,Catalyst9300,0
10.10.201.98,DALTXRT28,active,Arista,7050X3,0
10.10.160.250,AUSTXED36,degraded,RAD,ETX-2,0
10.40.218.69,BNATNCO18,active,Cisco,NCS540,0
10.60.237.90,BOSMAED93,active,Cisco,ISR4431,0
10.70.80.82,PORORED83,active,,,1
10.70.43.78,BOIIDCO44,degraded,Cisco,NCS540,0
10.40.26.59,BNATNDS13,degraded,ADVA,FSP150,0
10.60.143.205,NYCNYRT17,active,Arista,7050X3,0
10.50.134.165,ABQNMED25,degraded,,,1
10.20.251.6,ATLGACO09,active,Nokia,7750 SR-1,0
