ipam_asset_id,ipam_ip_address,ipam_fqdn,ipam_region
4347,10.10.22.254,AUSTXDS64.central.lightspeed.net,central
4348,10.60.142.180,BOSMAED21.northeast.lightspeed.net,northeast
4349,10.60.191.213,BOSMADS92.northeast.lightspeed.net,northeast
4350,10.70.222.66,BOIIDSW05.northwest.lightspeed.net,northwest
4351,10.70.130.129,PORORED89.northwest.lightspeed.net,northwest
4352,10.70.87.227,BOIIDED99.northwest.lightspeed.net,northwest
4353,10.20.91.41,CLTNCSW01.east.lightspeed.net,east
4354,10.70.56.235,PORORCO72.northwest.lightspeed.net,northwest
4355,10.50.170.132,PHXAZDS55.southwest.lightspeed.net,southwest
4356,10.50.49.204,PHXAZED69.southwest.lightspeed.net,southwest
4357,10.30.192.153,SEAWAAG77.west.lightspeed.net,west
4358,10.10.143.211,AUSTXRT40.central.lightspeed.net,central
4359,10.30.219.171,SFOCACO02.west.lightspeed.net,west
4360,10.30.211.5,SEAWADS01.west.lightspeed.net,west
4361,10.10.8.67,AUSTXED31.central.lightspeed.net,central
4362,10.60.155.243,NYCNYDS23.northeast.lightspeed.net,northeast
4363,10.30.82.76,SFOCACO32.west.lightspeed.net,west
4364,10.20.220.37,CLTNCCO75.east.lightspeed.net,east
4365,10.20.22.112,ATLGACO65.east.lightspeed.net,east
4366,10.30.72.183,SFOCADS58.west.lightspeed.net,west
4367,10.60.83.25,BOSMASW54.northeast.lightspeed.net,northeast
4368,10.30.110.254,SFOCAED31.west.lightspeed.net,west
4369,10.20.37.225,ATLGADS93.east.lightspeed.net,east
4370,10.20.103.143,ATLGART89.east.lightspeed.net,east
4371,10.10.164.133,DALTXAG87.central.lightspeed.net,central
4372,10.70.52.108,GEGWART87.northwest.lightspeed.net,northwest
4373,10.30.97.1,LAXCADS19.west.lightspeed.net,west
4374,10.60.120.34,NYCNYDS53.northeast.lightspeed.net,northeast
4375,10.70.179.99,BOIIDDS91.northwest.lightspeed.net,northwest
4376,10.70.37.93,GEGWASW14.northwest.lightspeed.net,northwest
4377,10.40.222.159,MIAFLDS02.southeast.lightspeed.net,southeast
4378,10.30.44.200,SEAWAED45.west.lightspeed.net,west
4379,10.10.243.152,AUSTXAG46.central.lightspeed.net,central
4380,10.20.11.230,CLTNCAG50.east.lightspeed.net,east
4381,10.10.230.151,DALTXED25.central.lightspeed.net,central
4382,10.40.234.157,BNATNRT36.southeast.lightspeed.net,southeast
4383,10.70.31.78,GEGWACO27.northwest.lightspeed.net,northwest
4384,10.70.77.52,PORORCO62.northwest.lightspeed.net,northwest
4385,10.40.215.39,MIAFLCO19.southeast.lightspeed.net,southeast
4386,10.50.138.214,ABQNMRT62.southwest.lightspeed.net,southwest
4387,10.70.240.105,BOIIDSW11.northwest.lightspeed.net,northwest
4388,10.10.92.190,DALTXED57.central.lightspeed.net,central
4389,10.30.208.69,SFOCASW05.west.lightspeed.net,west
4390,10.60.18.153,BOSMAED27.northeast.lightspeed.net,northeast
4391,10.60.72.45,NYCNYSW96.northeast.lightspeed.net,northeast
4392,10.70.216.48,BOIIDED14.northwest.lightspeed.net,northwest
4393,10.70.65.165,BOIIDED89.northwest.lightspeed.net,northwest
4394,10.40.125.121,MIAFLSW35.southeast.lightspeed.net,southeast
4395,10.30.198.104,LAXCART11.west.lightspeed.net,west
4396,10.30.148.187,SFOCAAG49.west.lightspeed.net,west
4397,10.50.41.59,ABQNMED11.southwest.lightspeed.net,southwest
4398,10.60.199.156,NYCNYAG68.northeast.lightspeed.net,northeast
4399,10.40.119.193,JAXFLSW54.southeast.lightspeed.net,southeast
4400,10.60.72.194,NYCNYCO77.northeast.lightspeed.net,northeast
4401,10.60.77.44,BOSMART46.northeast.lightspeed.net,northeast
4402,10.30.48.136,LAXCACO87.west.lightspeed.net,west
4403,10.10.41.218,AUSTXED91.central.lightspeed.net,central
4404,10.20.16.28,ATLGADS78.east.lightspeed.net,east
4405,10.70.33.27,GEGWAAG93.northwest.lightspeed.net,northwest
4406,10.50.250.19,ABQNMDS03.southwest.lightspeed.net,southwest
4407,10.60.43.81,NYCNYCO73.northeast.lightspeed.net,northeast
4408,10.70.97.65,PORORRT65.northwest.lightspeed.net,northwest
4409,10.60.0.39,BOSMAAG35.northeast.lightspeed.net,northeast
4410,10.30.177.138,LAXCACO88.west.lightspeed.net,west
4411,10.40.47.159,JAXFLAG62.southeast.lightspeed.net,southeast
4412,10.70.110.64,PORORSW72.northwest.lightspeed.net,northwest
4413,10.70.248.208,PORORCO13.northwest.lightspeed.net,northwest
4414,10.50.23.20,PHXAZED51.southwest.lightspeed.net,southwest
4415,10.10.47.165,AUSTXCO99.central.lightspeed.net,central
4416,10.30.234.229,SEAWAED62.west.lightspeed.net,west
4417,10.10.171.25,AUSTXDS95.central.lightspeed.net,central
4418,10.30.190.199,LAXCAAG27.west.lightspeed.net,west
4419,10.50.252.214,PHXAZDS93.southwest.lightspeed.net,southwest
4420,10.70.191.237,GEGWART40.northwest.lightspeed.net,northwest
4421,10.60.52.7,NYCNYSW13.northeast.lightspeed.net,northeast
4422,10.70.128.111,BOIIDDS10.northwest.lightspeed.net,northwest
4423,10.50.13.21,ELPTXDS01.southwest.lightspeed.net,southwest
4424,10.30.102.96,SFOCASW72.west.lightspeed.net,west
4425,10.50.49.61,ABQNMDS66.southwest.lightspeed.net,southwest
4426,10.30.233.107,SFOCAAG70.west.lightspeed.net,west
4427,10.30.184.16,SFOCAAG62.west.lightspeed.net,west
4428,10.20.127.179,ATLGAAG68.east.lightspeed.net,east
4429,10.70.146.155,PORORDS01.northwest.lightspeed.net,northwest
4430,10.40.194.232,MIAFLSW41.southeast.lightspeed.net,southeast
4431,10.70.232.110,GEGWACO79.northwest.lightspeed.net,northwest
4432,10.10.19.128,OKCOKAG24.central.lightspeed.net,central
4433,10.60.137.143,PHLPASW94.northeast.lightspeed.net,northeast
4434,10.50.211.188,ABQNMED57.southwest.lightspeed.net,southwest
4435,10.20.236.15,PITPADS04.east.lightspeed.net,east
4436,10.30.89.13,SFOCART24.west.lightspeed.net,west
4437,10.50.35.146,ELPTXRT85.southwest.lightspeed.net,southwest
4438,10.60.178.43,PHLPADS41.northeast.lightspeed.net,northeast
4439,10.60.130.249,PHLPASW10.northeast.lightspeed.net,northeast
4440,10.30.9.6,SFOCASW68.west.lightspeed.net,west
4441,10.60.174.164,PHLPAED22.northeast.lightspeed.net,northeast
4442,10.60.180.107,BOSMADS04.northeast.lightspeed.net,northeast
4443,10.30.124.96,LAXCAED10.west.lightspeed.net,west
4444,10.10.163.12,OKCOKRT89.central.lightspeed.net,central
4445,10.30.126.22,SEAWACO20.west.lightspeed.net,west
4446,10.70.183.114,BOIIDAG09.northwest.lightspeed.net,northwest
4447,10.30.201.252,SFOCAED10.west.lightspeed.net,west
4448,10.60.44.225,NYCNYAG12.northeast.lightspeed.net,northeast
4449,10.70.87.171,BOIIDED44.northwest.lightspeed.net,northwest
4450,10.60.142.159,BOSMADS65.northeast.lightspeed.net,northeast
4451,10.50.59.163,PHXAZAG34.southwest.lightspeed.net,southwest
4452,10.10.65.65,AUSTXRT18.central.lightspeed.net,central
4453,10.40.196.72,MIAFLDS79.southeast.lightspeed.net,southeast
4454,10.50.66.139,PHXAZAG76.southwest.lightspeed.net,southwest
4455,10.30.107.128,SEAWART92.west.lightspeed.net,west
4456,10.20.41.182,ATLGACO67.east.lightspeed.net,east
4457,10.10.223.130,AUSTXED15.central.lightspeed.net,central
4458,10.60.104.40,PHLPAAG93.northeast.lightspeed.net,northeast
4459,10.10.95.199,DALTXDS29.central.lightspeed.net,central
4460,10.10.76.77,OKCOKAG74.central.lightspeed.net,central
4461,10.30.152.62,LAXCACO43.west.lightspeed.net,west
4462,10.60.59.80,PHLPAAG56.northeast.lightspeed.net,northeast
4463,10.10.240.18,OKCOKDS38.central.lightspeed.net,central
4464,10.70.29.192,GEGWASW83.northwest.lightspeed.net,northwest
4465,10.40.177.56,BNATNCO63.southeast.lightspeed.net,southeast
4466,10.60.255.102,NYCNYAG41.northeast.lightspeed.net,northeast
4467,10.30.78.142,SFOCAED95.west.lightspeed.net,west
4468,10.50.160.13,PHXAZRT28.southwest.lightspeed.net,southwest
4469,10.70.186.185,GEGWAAG01.northwest.lightspeed.net,northwest
4470,10.40.73.190,MIAFLCO23.southeast.lightspeed.net,southeast
4471,10.20.60.17,PITPAAG82.east.lightspeed.net,east
4472,10.60.98.75,BOSMADS63.northeast.lightspeed.net,northeast
4473,10.70.46.115,GEGWAAG73.northwest.lightspeed.net,northwest
4474,10.60.145.10,BOSMAAG40.northeast.lightspeed.net,northeast
4475,10.70.177.109,BOIIDCO62.northwest.lightspeed.net,northwest
4476,10.70.244.175,GEGWAAG13.northwest.lightspeed.net,northwest
4477,10.20.95.99,PITPASW41.east.lightspeed.net,east
4478,10.30.50.149,SEAWADS55.west.lightspeed.net,west
4479,10.30.17.40,LAXCAAG86.west.lightspeed.net,west
4480,10.30.217.93,SEAWADS04.west.lightspeed.net,west
4481,10.70.49.217,GEGWAED25.northwest.lightspeed.net,northwest
4482,10.30.204.233,SFOCASW54.west.lightspeed.net,west
4483,10.20.39.224,ATLGART66.east.lightspeed.net,east
4484,10.60.182.71,NYCNYRT15.northeast.lightspeed.net,northeast
4485,10.10.85.60,DALTXSW20.central.lightspeed.net,central
4486,10.50.25.192,PHXAZAG23.southwest.lightspeed.net,southwest
4487,10.40.81.110,JAXFLED02.southeast.lightspeed.net,southeast
4488,10.70.109.113,PORORED64.northwest.lightspeed.net,northwest
4489,10.60.194.228,BOSMASW82.northeast.lightspeed.net,northeast
4490,10.40.88.22,JAXFLDS33.southeast.lightspeed.net,southeast
4491,10.20.192.142,ATLGADS12.east.lightspeed.net,east
4492,10.70.53.1,PORORDS96.northwest.lightspeed.net,northwest
4493,10.30.179.69,LAXCADS39.west.lightspeed.net,west
4494,10.70.116.175,PORORSW83.northwest.lightspeed.net,northwest
4495,10.40.206.121,BNATNED78.southeast.lightspeed.net,southeast
4496,10.40.91.115,BNATNCO34.southeast.lightspeed.net,southeast
4497,10.20.154.43,ATLGADS46.east.lightspeed.net,east
4498,10.10.43.160,AUSTXED97.central.lightspeed.net,central
4499,10.30.116.87,LAXCASW34.west.lightspeed.net,west
4500,10.10.163.109,OKCOKED96.central.lightspeed.net,central
4501,10.10.202.103,DALTXED23.central.lightspeed.net,central
4502,10.30.209.95,SFOCAED18.west.lightspeed.net,west
4503,10.60.34.2,BOSMART09.northeast.lightspeed.net,northeast
4504,10.70.253.129,PORORRT40.northwest.lightspeed.net,northwest
4505,10.60.249.70,BOSMART85.northeast.lightspeed.net,northeast
4506,10.30.36.11,LAXCAAG97.west.lightspeed.net,west
4507,10.20.42.200,PITPAED96.east.lightspeed.net,east
4508,10.70.79.10,GEGWADS36.northwest.lightspeed.net,northwest
4509,10.60.22.172,PHLPADS65.northeast.lightspeed.net,northeast
4510,10.10.235.79,DALTXDS50.central.lightspeed.net,central
4511,10.20.249.151,PITPAAG72.east.lightspeed.net,east
4512,10.60.20.67,BOSMAAG33.northeast.lightspeed.net,northeast
4513,10.60.175.120,BOSMART73.northeast.lightspeed.net,northeast
4514,10.70.214.123,GEGWAAG79.northwest.lightspeed.net,northwest
4515,10.50.65.190,PHXAZDS34.southwest.lightspeed.net,southwest
4516,10.10.31.131,AUSTXSW07.central.lightspeed.net,central
4517,10.70.53.233,BOIIDAG51.northwest.lightspeed.net,northwest
4518,10.70.97.82,GEGWADS76.northwest.lightspeed.net,northwest
4519,10.70.206.13,PORORDS39.northwest.lightspeed.net,northwest
4520,10.70.13.153,GEGWAED43.northwest.lightspeed.net,northwest
4521,10.50.252.171,ELPTXAG62.southwest.lightspeed.net,southwest
4522,10.20.14.15,PITPADS95.east.lightspeed.net,east
4523,10.70.180.18,GEGWASW66.northwest.lightspeed.net,northwest
4524,10.50.218.140,ELPTXED90.southwest.lightspeed.net,southwest
4525,10.10.147.28,AUSTXRT48.central.lightspeed.net,central
4526,10.20.173.175,CLTNCRT76.east.lightspeed.net,east
4527,10.60.43.55,NYCNYCO93.northeast.lightspeed.net,northeast
4528,10.60.92.163,NYCNYRT09.northeast.lightspeed.net,northeast
4529,10.50.188.166,ELPTXAG09.southwest.lightspeed.net,southwest
4530,10.70.137.247,PORORDS50.northwest.lightspeed.net,northwest
4531,10.10.170.235,DALTXDS35.central.lightspeed.net,central
4532,10.20.82.5,PITPADS31.east.lightspeed.net,east
4533,10.20.102.252,CLTNCDS46.east.lightspeed.net,east
4534,10.30.39.141,LAXCADS36.west.lightspeed.net,west
4535,10.10.58.37,DALTXAG82.central.lightspeed.net,central
4536,10.70.184.190,BOIIDRT21.northwest.lightspeed.net,northwest
4537,10.10.246.38,AUSTXAG25.central.lightspeed.net,central
4538,10.20.6.159,ATLGAED06.east.lightspeed.net,east
4539,10.30.181.177,LAXCASW07.west.lightspeed.net,west
4540,10.30.164.17,SEAWASW83.west.lightspeed.net,west
4541,10.50.220.72,ELPTXDS56.southwest.lightspeed.net,southwest
4542,10.40.183.213,BNATNDS63.southeast.lightspeed.net,southeast
4543,10.60.207.95,NYCNYDS62.northeast.lightspeed.net,northeast
4544,10.10.8.137,AUSTXCO80.central.lightspeed.net,central
4545,10.20.168.123,CLTNCSW75.east.lightspeed.net,east
4546,10.40.221.88,MIAFLCO72.southeast.lightspeed.net,southeast
4547,10.30.174.255,SFOCAED22.west.lightspeed.net,west
4548,10.10.153.194,AUSTXDS09.central.lightspeed.net,central
4549,10.40.51.8,BNATNRT64.southeast.lightspeed.net,southeast
4550,10.60.80.3,PHLPART14.northeast.lightspeed.net,northeast
4551,10.60.141.120,BOSMART48.northeast.lightspeed.net,northeast
4552,10.30.24.74,SEAWAAG75.west.lightspeed.net,west
4553,10.30.136.93,LAXCACO06.west.lightspeed.net,west
4554,10.10.244.240,AUSTXAG31.central.lightspeed.net,central
4555,10.60.147.227,NYCNYAG01.northeast.lightspeed.net,northeast
4556,10.10.96.171,OKCOKAG53.central.lightspeed.net,central
4557,10.60.212.28,PHLPART04.northeast.lightspeed.net,northeast
4558,10.20.141.240,PITPART35.east.lightspeed.net,east
4559,10.30.35.2,LAXCADS08.west.lightspeed.net,west
4560,10.60.126.190,BOSMAAG77.northeast.lightspeed.net,northeast
4561,10.30.109.248,SEAWASW64.west.lightspeed.net,west
4562,10.60.43.232,PHLPACO37.northeast.lightspeed.net,northeast
4563,10.70.133.223,PORORED27.northwest.lightspeed.net,northwest
4564,10.20.144.42,CLTNCSW09.east.lightspeed.net,east
4565,10.30.1.188,SFOCADS48.west.lightspeed.net,west
4566,10.40.161.125,BNATNRT58.southeast.lightspeed.net,southeast
4567,10.10.122.162,DALTXCO76.central.lightspeed.net,central
4568,10.20.68.180,ATLGASW67.east.lightspeed.net,east
4569,10.10.109.151,OKCOKRT16.central.lightspeed.net,central
4570,10.30.2.92,SFOCACO37.west.lightspeed.net,west
4571,10.10.97.42,AUSTXRT77.central.lightspeed.net,central
4572,10.10.26.114,DALTXAG09.central.lightspeed.net,central
4573,10.20.76.237,ATLGAED98.east.lightspeed.net,east
4574,10.40.92.51,JAXFLED99.southeast.lightspeed.net,southeast
4575,10.50.61.71,PHXAZSW53.southwest.lightspeed.net,southwest
4576,10.60.92.12,NYCNYSW55.northeast.lightspeed.net,northeast
4577,10.20.197.123,ATLGASW12.east.lightspeed.net,east
4578,10.70.190.56,GEGWASW24.northwest.lightspeed.net,northwest
4579,10.70.171.150,GEGWASW94.northwest.lightspeed.net,northwest
4580,10.30.247.227,SEAWACO05.west.lightspeed.net,west
4581,10.30.44.221,SFOCART35.west.lightspeed.net,west
4582,10.10.71.243,OKCOKRT52.central.lightspeed.net,central
4583,10.10.34.160,DALTXED29.central.lightspeed.net,central
4584,10.60.54.226,NYCNYDS02.northeast.lightspeed.net,northeast
4585,10.70.35.130,GEGWAED57.northwest.lightspeed.net,northwest
4586,10.50.219.139,ABQNMCO23.southwest.lightspeed.net,southwest
4587,10.60.154.76,BOSMART68.northeast.lightspeed.net,northeast
4588,10.50.97.98,ELPTXED29.southwest.lightspeed.net,southwest
4589,10.30.151.30,LAXCACO76.west.lightspeed.net,west
4590,10.70.113.145,BOIIDDS20.northwest.lightspeed.net,northwest
4591,10.60.59.48,BOSMASW86.northeast.lightspeed.net,northeast
4592,10.20.102.48,ATLGACO98.east.lightspeed.net,east
4593,10.20.173.120,PITPAED84.east.lightspeed.net,east
4594,10.10.97.46,DALTXDS72.central.lightspeed.net,central
4595,10.30.152.202,SEAWART37.west.lightspeed.net,west
4596,10.60.211.32,PHLPACO23.northeast.lightspeed.net,northeast
4597,10.70.64.97,GEGWAED12.northwest.lightspeed.net,northwest
4598,10.70.57.119,BOIIDDS59.northwest.lightspeed.net,northwest
4599,10.70.209.220,PORORDS86.northwest.lightspeed.net,northwest
4600,10.30.197.97,SEAWAAG94.west.lightspeed.net,west
4601,10.70.158.173,PORORAG99.northwest.lightspeed.net,northwest
4602,10.70.33.230,PORORAG64.northwest.lightspeed.net,northwest
4603,10.60.206.84,PHLPADS50.northeast.lightspeed.net,northeast
4604,10.50.40.6,PHXAZED22.southwest.lightspeed.net,southwest
4605,10.60.182.91,NYCNYCO32.northeast.lightspeed.net,northeast
4606,10.20.192.206,ATLGASW23.east.lightspeed.net,east
4607,10.70.104.26,PORORCO59.northwest.lightspeed.net,northwest
4608,10.60.169.192,NYCNYRT06.northeast.lightspeed.net,northeast
4609,10.30.224.25,LAXCADS75.west.lightspeed.net,west
4610,10.70.174.254,PORORRT73.northwest.lightspeed.net,northwest
4611,10.10.89.159,DALTXED06.central.lightspeed.net,central
4612,10.70.107.86,GEGWART18.northwest.lightspeed.net,northwest
4613,10.20.167.162,CLTNCED54.east.lightspeed.net,east
4614,10.50.72.133,ELPTXED46.southwest.lightspeed.net,southwest
4615,10.10.0.33,DALTXDS17.central.lightspeed.net,central
4616,10.10.131.128,DALTXAG39.central.lightspeed.net,central
4617,10.20.125.20,CLTNCDS02.east.lightspeed.net,east
4618,10.60.207.133,BOSMAAG85.northeast.lightspeed.net,northeast
4619,10.30.60.94,LAXCADS46.west.lightspeed.net,west
4620,10.40.159.190,BNATNED94.southeast.lightspeed.net,southeast
4621,10.40.5.185,JAXFLDS73.southeast.lightspeed.net,southeast
4622,10.20.180.39,PITPASW90.east.lightspeed.net,east
4623,10.20.77.75,PITPADS80.east.lightspeed.net,east
4624,10.30.251.129,SEAWASW40.west.lightspeed.net,west
4625,10.20.58.236,ATLGADS35.east.lightspeed.net,east
4626,10.20.107.204,PITPART61.east.lightspeed.net,east
4627,10.40.48.46,BNATNDS59.southeast.lightspeed.net,southeast
4628,10.50.100.222,PHXAZAG57.southwest.lightspeed.net,southwest
4629,10.60.198.121,BOSMACO15.northeast.lightspeed.net,northeast
4630,10.20.254.234,PITPADS39.east.lightspeed.net,east
4631,10.50.124.211,PHXAZAG48.southwest.lightspeed.net,southwest
4632,10.60.219.173,NYCNYAG51.northeast.lightspeed.net,northeast
4633,10.50.12.139,PHXAZAG14.southwest.lightspeed.net,southwest
4634,10.30.98.207,SFOCADS53.west.lightspeed.net,west
4635,10.40.36.24,MIAFLRT26.southeast.lightspeed.net,southeast
4636,10.40.117.187,BNATNAG97.southeast.lightspeed.net,southeast
4637,10.60.41.177,BOSMASW21.northeast.lightspeed.net,northeast
4638,10.30.186.201,LAXCAAG08.west.lightspeed.net,west
4639,10.30.90.159,SFOCART44.west.lightspeed.net,west
4640,10.30.116.231,SFOCACO70.west.lightspeed.net,west
4641,10.20.125.220,ATLGAAG43.east.lightspeed.net,east
4642,10.30.8.177,SEAWADS92.west.lightspeed.net,west
4643,10.50.94.244,ABQNMDS51.southwest.lightspeed.net,southwest
4644,10.30.136.117,SEAWADS69.west.lightspeed.net,west
4645,10.30.29.43,SEAWAED70.west.lightspeed.net,west
4646,10.10.19.245,OKCOKAG46.central.lightspeed.net,central
4647,10.20.56.37,CLTNCDS85.east.lightspeed.net,east
4648,10.20.207.91,PITPAED85.east.lightspeed.net,east
4649,10.60.20.46,PHLPADS19.northeast.lightspeed.net,northeast
4650,10.20.204.108,ATLGACO13.east.lightspeed.net,east
4651,10.60.96.87,NYCNYDS34.northeast.lightspeed.net,northeast
4652,10.30.132.198,LAXCAAG01.west.lightspeed.net,west
4653,10.10.151.208,AUSTXED47.central.lightspeed.net,central
4654,10.50.38.161,PHXAZED49.southwest.lightspeed.net,southwest
4655,10.20.189.96,PITPASW71.east.lightspeed.net,east
4656,10.70.24.237,GEGWASW71.northwest.lightspeed.net,northwest
4657,10.40.97.89,MIAFLCO85.southeast.lightspeed.net,southeast
4658,10.10.140.119,DALTXED53.central.lightspeed.net,central
4659,10.30.150.70,SEAWASW71.west.lightspeed.net,west
4660,10.70.238.207,PORORCO39.northwest.lightspeed.net,northwest
4661,10.60.100.203,PHLPAED41.northeast.lightspeed.net,northeast
4662,10.40.135.191,MIAFLED02.southeast.lightspeed.net,southeast
4663,10.60.156.172,NYCNYAG60.northeast.lightspeed.net,northeast
4664,10.10.153.139,DALTXDS96.central.lightspeed.net,central
4665,10.40.226.145,JAXFLED69.southeast.lightspeed.net,southeast
4666,10.60.118.127,BOSMACO22.northeast.lightspeed.net,northeast
4667,10.50.67.68,ABQNMSW18.southwest.lightspeed.net,southwest
4668,10.30.83.37,LAXCASW11.west.lightspeed.net,west
4669,10.60.226.218,NYCNYSW53.northeast.lightspeed.net,northeast
4670,10.40.72.233,JAXFLDS24.southeast.lightspeed.net,southeast
4671,10.20.37.49,CLTNCRT07.east.lightspeed.net,east
4672,10.70.199.127,BOIIDRT94.northwest.lightspeed.net,northwest
4673,10.40.213.244,BNATNAG98.southeast.lightspeed.net,southeast
4674,10.30.149.237,SFOCART18.west.lightspeed.net,west
4675,10.60.48.50,BOSMACO37.northeast.lightspeed.net,northeast
4676,10.50.68.202,ELPTXCO06.southwest.lightspeed.net,southwest
4677,10.10.143.152,DALTXED74.central.lightspeed.net,central
4678,10.10.201.99,AUSTXDS43.central.lightspeed.net,central
4679,10.30.89.186,LAXCACO93.west.lightspeed.net,west
4680,10.30.128.218,SFOCAED02.west.lightspeed.net,west
4681,10.40.67.216,MIAFLSW48.southeast.lightspeed.net,southeast
4682,10.60.170.166,NYCNYRT17.northeast.lightspeed.net,northeast
4683,10.10.9.140,AUSTXED22.central.lightspeed.net,central
4684,10.30.112.25,SEAWADS50.west.lightspeed.net,west
4685,10.20.74.30,PITPACO33.east.lightspeed.net,east
4686,10.20.10.74,PITPASW45.east.lightspeed.net,east
4687,10.70.246.254,GEGWAAG05.northwest.lightspeed.net,northwest
4688,10.30.225.223,LAXCAED19.west.lightspeed.net,west
4689,10.70.206.185,BOIIDRT67.northwest.lightspeed.net,northwest
4690,10.60.63.60,BOSMART14.northeast.lightspeed.net,northeast
4691,10.50.134.17,PHXAZDS51.southwest.lightspeed.net,southwest
4692,10.60.145.209,PHLPASW23.northeast.lightspeed.net,northeast
4693,10.70.7.5,BOIIDSW08.northwest.lightspeed.net,northwest
4694,10.30.130.196,SFOCAAG22.west.lightspeed.net,west
4695,10.50.59.239,ABQNMSW69.southwest.lightspeed.net,southwest
4696,10.30.81.95,SFOCADS78.west.lightspeed.net,west
4697,10.60.245.53,PHLPACO19.northeast.lightspeed.net,northeast
4698,10.20.145.44,CLTNCDS14.east.lightspeed.net,east
4699,10.70.33.96,BOIIDAG91.northwest.lightspeed.net,northwest
4700,10.70.54.155,BOIIDED63.northwest.lightspeed.net,northwest
4701,10.30.185.97,SFOCASW29.west.lightspeed.net,west
4702,10.30.139.202,SFOCAAG02.west.lightspeed.net,west
4703,10.10.153.147,DALTXAG68.central.lightspeed.net,central
4704,10.20.127.0,ATLGACO09.east.lightspeed.net,east
4705,10.60.131.108,PHLPASW87.northeast.lightspeed.net,northeast
4706,10.10.106.19,DALTXRT73.central.lightspeed.net,central
4707,10.20.71.214,CLTNCRT55.east.lightspeed.net,east
4708,10.60.186.242,PHLPAAG59.northeast.lightspeed.net,northeast
4709,10.30.159.147,LAXCADS43.west.lightspeed.net,west
4710,10.10.118.111,OKCOKDS04.central.lightspeed.net,central
4711,10.10.61.141,AUSTXDS99.central.lightspeed.net,central
4712,10.10.251.164,OKCOKED98.central.lightspeed.net,central
4713,10.30.31.42,SFOCACO75.west.lightspeed.net,west
4714,10.70.62.157,BOIIDDS93.northwest.lightspeed.net,northwest
4715,10.60.55.214,PHLPACO68.northeast.lightspeed.net,northeast
4716,10.70.178.7,BOIIDAG31.northwest.lightspeed.net,northwest
4717,10.20.10.225,CLTNCCO64.east.lightspeed.net,east
4718,10.70.136.109,PORORRT49.northwest.lightspeed.net,northwest
4719,10.60.214.189,NYCNYED07.northeast.lightspeed.net,northeast
4720,10.10.69.16,AUSTXSW83.central.lightspeed.net,central
4721,10.30.9.199,LAXCAAG68.west.lightspeed.net,west
4722,10.30.59.206,LAXCAAG11.west.lightspeed.net,west
4723,10.40.139.186,JAXFLED09.southeast.lightspeed.net,southeast
4724,10.50.172.80,ELPTXDS06.southwest.lightspeed.net,southwest
4725,10.60.254.14,PHLPASW76.northeast.lightspeed.net,northeast
4726,10.30.34.109,SEAWAAG99.west.lightspeed.net,west
4727,10.10.15.53,AUSTXED51.central.lightspeed.net,central
4728,10.60.203.244,NYCNYCO99.northeast.lightspeed.net,northeast
4729,10.60.193.135,NYCNYRT48.northeast.lightspeed.net,northeast
4730,10.70.243.116,GEGWAED11.northwest.lightspeed.net,northwest
4731,10.30.142.15,SEAWAED88.west.lightspeed.net,west
4732,10.10.247.242,DALTXED20.central.lightspeed.net,central
4733,10.40.66.210,JAXFLAG68.southeast.lightspeed.net,southeast
4734,10.70.144.89,BOIIDCO38.northwest.lightspeed.net,northwest
4735,10.70.221.161,BOIIDAG16.northwest.lightspeed.net,northwest
4736,10.70.131.113,GEGWADS93.northwest.lightspeed.net,northwest
4737,10.60.221.120,BOSMAAG06.northeast.lightspeed.net,northeast
4738,10.10.175.25,AUSTXRT73.central.lightspeed.net,central
4739,10.20.61.96,ATLGAED67.east.lightspeed.net,east
4740,10.20.144.30,CLTNCED88.east.lightspeed.net,east
4741,10.70.3.30,PORORCO93.northwest.lightspeed.net,northwest
4742,10.40.196.182,JAXFLDS32.southeast.lightspeed.net,southeast
4743,10.70.193.94,BOIIDSW19.northwest.lightspeed.net,northwest
4744,10.10.58.52,AUSTXSW46.central.lightspeed.net,central
4745,10.30.37.66,SEAWART80.west.lightspeed.net,west
4746,10.40.235.36,JAXFLRT89.southeast.lightspeed.net,southeast
4747,10.70.193.115,GEGWASW19.northwest.lightspeed.net,northwest
4748,10.70.69.4,BOIIDSW22.northwest.lightspeed.net,northwest
4749,10.10.145.9,OKCOKDS22.central.lightspeed.net,central
4750,10.20.102.244,PITPADS42.east.lightspeed.net,east
4751,10.30.55.230,SFOCART91.west.lightspeed.net,west
4752,10.70.0.222,GEGWAED34.northwest.lightspeed.net,northwest
4753,10.10.193.241,DALTXED26.central.lightspeed.net,central
4754,10.30.169.135,SFOCADS14.west.lightspeed.net,west
4755,10.70.134.105,PORORED42.northwest.lightspeed.net,northwest
4756,10.50.129.209,ABQNMAG99.southwest.lightspeed.net,southwest
4757,10.50.195.82,PHXAZDS65.southwest.lightspeed.net,southwest
4758,10.20.60.115,CLTNCSW95.east.lightspeed.net,east
4759,10.10.92.169,AUSTXCO15.central.lightspeed.net,central
4760,10.30.75.157,LAXCACO97.west.lightspeed.net,west
4761,10.50.225.137,PHXAZAG59.southwest.lightspeed.net,southwest
4762,10.20.147.200,CLTNCRT54.east.lightspeed.net,east
4763,10.20.184.9,CLTNCED83.east.lightspeed.net,east
4764,10.70.78.61,PORORDS74.northwest.lightspeed.net,northwest
4765,10.10.146.147,OKCOKDS96.central.lightspeed.net,central
