ip_address,hostname,fqdn,vendor,model,region,missing_in_inventory,missing_in_ipam
95.237.207.78,BOSMAagg-vnkcemcatj,BOSMAagg-vnkcemcatj.BOS.lightspeed.net,Arista,7280R,BOS,0,0
114.192.88.9,BOIIDdist-tlvwensuju,BOIIDdist-tlvwensuju.BOI.lightspeed.net,Juniper,QFX5120,BOI,0,0
70.139.57.6,AUSTXcore-vyxjqndrvc,AUSTXcore-vyxjqndrvc.AUS.lightspeed.net,Juniper,MX204,AUS,0,0
76.6.106.211,JAXFLedge-aoufvkoykk,JAXFLedge-aoufvkoykk.JAX.lightspeed.net,RAD,ETX-2,JAX,1,0
145.88.122.243,BOSMAedge-lprjwnurzb,BOSMAedge-lprjwnurzb.BOS.lightspeed.net,RAD,ETX-2,BOS,1,0
167.62.109.41,DALTXcore-jyfhonkpmh,DALTXcore-jyfhonkpmh.DAL.lightspeed.net,Nokia,7750 SR-1,DAL,0,0
153.209.71.91,ABQNMagg-kivxnlobrj,ABQNMagg-kivxnlobrj.ABQ.lightspeed.net,ADVA,FSP3000,ABQ,0,0
126.195.113.66,LAXCAsw-vwshhvwxqe,LAXCAsw-vwshhvwxqe.LAX.lightspeed.net,Cisco,Catalyst9300,LAX,0,0
69.111.253.169,PORORsw-axtebfbnki,PORORsw-axtebfbnki.POR.lightspeed.net,Cisco,Catalyst9300,POR,0,0
214.202.45.80,MIAFLsw-jfyachpvxx,MIAFLsw-jfyachpvxx.MIA.lightspeed.net,Cisco,Catalyst9300,MIA,0,0
2.91.12.224,GEGWAagg-vjymsciwbf,GEGWAagg-vjymsciwbf.GEG.lightspeed.net,Arista,7280R,GEG,0,0
215.22.146.143,SFOCAsw-omozimwlbr,SFOCAsw-omozimwlbr.SFO.lightspeed.net,Cisco,Catalyst9300,SFO,0,0
178.183.25.41,ATLGAdist-sbqekphdas,ATLGAdist-sbqekphdas.ATL.lightspeed.net,ADVA,FSP150,ATL,0,0
8.208.190.18,OKCOKrtr-ozgxtghcid,OKCOKrtr-ozgxtghcid.OKC.lightspeed.net,Arista,7050X3,OKC,0,0
41.14.15.225,CLTNCcore-aapwyrastx,CLTNCcore-aapwyrastx.CLT.lightspeed.net,Juniper,MX204,CLT,0,0
82.170.103.170,GEGWAcore-oaqtqrpqtu,GEGWAcore-oaqtqrpqtu.GEG.lightspeed.net,Nokia,7750 SR-1,GEG,0,0
67.47.98.233,ABQNMdist-mzgmmllnyv,ABQNMdist-mzgmmllnyv.ABQ.lightspeed.net,Juniper,QFX5120,ABQ,0,0
219.176.143.15,ELPTXsw-ikvoeheaqy,ELPTXsw-ikvoeheaqy.ELP.lightspeed.net,Cisco,Catalyst9300,ELP,0,0
19.215.144.51,LAXCArtr-nvvspfbvkr,LAXCArtr-nvvspfbvkr.LAX.lightspeed.net,Arista,7050X3,LAX,0,0
34.189.49.102,ATLGArtr-sflfvlqlnj,ATLGArtr-sflfvlqlnj.ATL.lightspeed.net,Arista,7050X3,ATL,0,0
165.66.182.184,BOSMAdist-fmzgiqwqhn,BOSMAdist-fmzgiqwqhn.BOS.lightspeed.net,Juniper,QFX5120,BOS,0,0
65.206.2.210,GEGWAsw-msbggfwdtk,GEGWAsw-msbggfwdtk.GEG.lightspeed.net,Cisco,Catalyst9300,GEG,0,0
137.108.124.33,JAXFLsw-lhdqeqaraw,JAXFLsw-lhdqeqaraw.JAX.lightspeed.net,Cisco,Catalyst9300,JAX,0,0
150.49.173.232,ELPTXsw-czkdstpzyh,ELPTXsw-czkdstpzyh.ELP.lightspeed.net,Cisco,Catalyst9300,ELP,0,0
81.253.166.104,PHXAZcore-atjzzvdwvg,PHXAZcore-atjzzvdwvg.PHX.lightspeed.net,Juniper,MX204,PHX,0,0
13.186.70.156,CLTNCcore-kgarbntivy,CLTNCcore-kgarbntivy.CLT.lightspeed.net,Cisco,NCS540,CLT,0,0
70.164.154.226,SEAWAdist-nfvebxyjzq,SEAWAdist-nfvebxyjzq.SEA.lightspeed.net,ADVA,FSP150,SEA,0,0
58.127.51.47,PORORcore-xbnysqefdm,PORORcore-xbnysqefdm.POR.lightspeed.net,Cisco,NCS540,POR,0,0
132.32.208.79,SFOCAdist-kbkionvmtl,SFOCAdist-kbkionvmtl.SFO.lightspeed.net,ADVA,FSP150,SFO,0,0
13.73.152.149,PITPAdist-yzpdfnoebc,PITPAdist-yzpdfnoebc.PIT.lightspeed.net,ADVA,FSP150,PIT,0,0
83.225.232.47,JAXFLdist-qgpgbqegxb,JAXFLdist-qgpgbqegxb.JAX.lightspeed.net,ADVA,FSP150,JAX,0,0
62.149.72.123,SFOCAcore-ullobeamxn,SFOCAcore-ullobeamxn.SFO.lightspeed.net,Nokia,7750 SR-1,SFO,0,0
114.9.62.14,PHXAZagg-qebmoenxik,PHXAZagg-qebmoenxik.PHX.lightspeed.net,Arista,7280R,PHX,0,0
171.179.180.163,MIAFLcore-avsxzjnyqu,MIAFLcore-avsxzjnyqu.MIA.lightspeed.net,Nokia,7750 SR-1,MIA,0,0
97.151.0.83,JAXFLedge-kjovprykai,JAXFLedge-kjovprykai.JAX.lightspeed.net,RAD,ETX-2,JAX,0,0
40.155.62.102,PORORedge-hbeayayyvh,PORORedge-hbeayayyvh.POR.lightspeed.net,Cisco,ISR4431,POR,1,0
217.234.153.38,PHXAZedge-timifoyytk,PHXAZedge-timifoyytk.PHX.lightspeed.net,Cisco,ISR4431,PHX,0,0
29.10.53.21,NYCNYagg-shidvqyfco,NYCNYagg-shidvqyfco.NYC.lightspeed.net,Arista,7280R,NYC,0,0
7.38.197.219,LAXCAagg-hlgspcicir,LAXCAagg-hlgspcicir.LAX.lightspeed.net,ADVA,FSP3000,LAX,0,0
188.181.37.34,ELPTXdist-wkrfxyrhmy,ELPTXdist-wkrfxyrhmy.ELP.lightspeed.net,ADVA,FSP150,ELP,1,0
64.3.238.177,PITPArtr-gbhemkhqzl,PITPArtr-gbhemkhqzl.PIT.lightspeed.net,Arista,7050X3,PIT,0,0
35.243.6.33,SFOCArtr-riaodwpswe,SFOCArtr-riaodwpswe.SFO.lightspeed.net,Arista,7050X3,SFO,1,0
59.17.67.248,GEGWAagg-pbhzimtrqv,GEGWAagg-pbhzimtrqv.GEG.lightspeed.net,Arista,7280R,GEG,0,0
109.218.73.221,CLTNCrtr-pgqigzciqr,CLTNCrtr-pgqigzciqr.CLT.lightspeed.net,Arista,7050X3,CLT,0,0
192.191.140.77,PORORrtr-ygijsfkmkv,PORORrtr-ygijsfkmkv.POR.lightspeed.net,Arista,7050X3,POR,0,0
24.129.231.222,OKCOKsw-frphpmewfb,OKCOKsw-frphpmewfb.OKC.lightspeed.net,Cisco,Catalyst9300,OKC,0,0
110.237.174.209,SEAWAdist-jisdpvgglf,SEAWAdist-jisdpvgglf.SEA.lightspeed.net,ADVA,FSP150,SEA,0,0
200.106.253.77,OKCOKedge-vwsxjagfsa,OKCOKedge-vwsxjagfsa.OKC.lightspeed.net,Juniper,SRX345,OKC,0,0
163.173.45.211,AUSTXedge-alyrjdbufv,AUSTXedge-alyrjdbufv.AUS.lightspeed.net,Cisco,ISR4431,AUS,1,0
156.68.204.93,JAXFLagg-emsjxukjrw,JAXFLagg-emsjxukjrw.JAX.lightspeed.net,ADVA,FSP3000,JAX,0,0
23.66.20.252,MIAFLcore-zrpiminoox,MIAFLcore-zrpiminoox.MIA.lightspeed.net,Nokia,7750 SR-1,MIA,0,0
109.177.207.35,JAXFLdist-ijuguywkdr,JAXFLdist-ijuguywkdr.JAX.lightspeed.net,ADVA,FSP150,JAX,0,0
5.95.149.248,NYCNYsw-wyxtktkqus,NYCNYsw-wyxtktkqus.NYC.lightspeed.net,Cisco,Catalyst9300,NYC,0,0
76.11.223.241,MIAFLedge-kacrswvgbm,MIAFLedge-kacrswvgbm.MIA.lightspeed.net,RAD,ETX-2,MIA,1,0
134.170.55.21,ABQNMedge-xjdfgzljdz,ABQNMedge-xjdfgzljdz.ABQ.lightspeed.net,Cisco,ISR4431,ABQ,1,0
50.125.249.21,LAXCAdist-gwhsbjvecb,LAXCAdist-gwhsbjvecb.LAX.lightspeed.net,Juniper,QFX5120,LAX,0,0
46.26.33.160,DALTXrtr-bhjqompzgt,DALTXrtr-bhjqompzgt.DAL.lightspeed.net,Arista,7050X3,DAL,0,0
36.144.190.156,SFOCAedge-gmaijwwucd,SFOCAedge-gmaijwwucd.SFO.lightspeed.net,Cisco,ISR4431,SFO,1,0
72.138.49.90,PHLPAagg-kxppudjiwy,PHLPAagg-kxppudjiwy.PHL.lightspeed.net,Arista,7280R,PHL,0,0
189.3.44.38,CLTNCrtr-hdzqstltkt,CLTNCrtr-hdzqstltkt.CLT.lightspeed.net,Arista,7050X3,CLT,0,0
75.91.150.84,LAXCArtr-wsdmaiuvym,LAXCArtr-wsdmaiuvym.LAX.lightspeed.net,Arista,7050X3,LAX,0,0
19.21.235.205,NYCNYedge-jcrganlkob,NYCNYedge-jcrganlkob.NYC.lightspeed.net,Juniper,SRX345,NYC,0,0
87.4.242.155,GEGWArtr-girhiguqnj,GEGWArtr-girhiguqnj.GEG.lightspeed.net,Arista,7050X3,GEG,0,0
174.142.125.251,PITPAcore-upnhcbouae,PITPAcore-upnhcbouae.PIT.lightspeed.net,Juniper,MX204,PIT,0,0
130.80.200.219,BOIIDcore-aigtmzdhhg,BOIIDcore-aigtmzdhhg.BOI.lightspeed.net,Juniper,MX204,BOI,0,0
44.241.222.247,ABQNMsw-glorwklixo,ABQNMsw-glorwklixo.ABQ.lightspeed.net,Cisco,Catalyst9300,ABQ,0,0
62.66.192.135,ABQNMcore-hjklancxdw,ABQNMcore-hjklancxdw.ABQ.lightspeed.net,Juniper,MX204,ABQ,0,0
95.123.77.9,JAXFLagg-eytwlpmszm,JAXFLagg-eytwlpmszm.JAX.lightspeed.net,Arista,7280R,JAX,0,0
67.158.236.189,ATLGArtr-cfmbowzjhn,ATLGArtr-cfmbowzjhn.ATL.lightspeed.net,Arista,7050X3,ATL,0,0
101.40.123.94,ELPTXedge-quhrrqrakz,ELPTXedge-quhrrqrakz.ELP.lightspeed.net,RAD,ETX-2,ELP,1,0
179.167.230.50,PITPAedge-iskyukbnpe,PITPAedge-iskyukbnpe.PIT.lightspeed.net,Juniper,SRX345,PIT,1,0
172.96.240.19,ATLGAsw-bmprnguxzc,ATLGAsw-bmprnguxzc.ATL.lightspeed.net,Cisco,Catalyst9300,ATL,0,0
103.97.237.141,PITPAagg-kllifwtisj,PITPAagg-kllifwtisj.PIT.lightspeed.net,Arista,7280R,PIT,0,0
168.70.162.156,OKCOKcore-lwdxjwveir,OKCOKcore-lwdxjwveir.OKC.lightspeed.net,Juniper,MX204,OKC,0,0
166.177.76.62,BNATNsw-zppgiqclqm,BNATNsw-zppgiqclqm.BNA.lightspeed.net,Cisco,Catalyst9300,BNA,0,0
123.36.154.146,ABQNMdist-ijurmeahrs,ABQNMdist-ijurmeahrs.ABQ.lightspeed.net,ADVA,FSP150,ABQ,0,0
52.47.3.27,BOIIDcore-tzalttsfyi,BOIIDcore-tzalttsfyi.BOI.lightspeed.net,Nokia,7750 SR-1,BOI,0,0
2.71.19.220,MIAFLdist-hglnwslbcg,MIAFLdist-hglnwslbcg.MIA.lightspeed.net,Juniper,QFX5120,MIA,0,0
174.193.147.8,ABQNMdist-blhgweokkl,ABQNMdist-blhgweokkl.ABQ.lightspeed.net,ADVA,FSP150,ABQ,0,0
173.153.69.53,ELPTXagg-kmaivhwtba,ELPTXagg-kmaivhwtba.ELP.lightspeed.net,Arista,7280R,ELP,0,0
4.210.51.38,MIAFLagg-buzpufydwe,MIAFLagg-buzpufydwe.MIA.lightspeed.net,ADVA,FSP3000,MIA,1,0
16.119.41.73,BOSMAedge-rumokhrjvx,BOSMAedge-rumokhrjvx.BOS.lightspeed.net,Cisco,ISR4431,BOS,1,0
67.32.83.228,SEAWAdist-xrnutbxwbm,SEAWAdist-xrnutbxwbm.SEA.lightspeed.net,ADVA,FSP150,SEA,0,0
105.42.234.59,CLTNCagg-fwwthfpary,CLTNCagg-fwwthfpary.CLT.lightspeed.net,ADVA,FSP3000,CLT,0,0
37.6.224.158,AUSTXedge-rxmoxcjslz,AUSTXedge-rxmoxcjslz.AUS.lightspeed.net,Juniper,SRX345,AUS,1,0
36.18.179.66,BOIIDcore-tvjfxatnfu,BOIIDcore-tvjfxatnfu.BOI.lightspeed.net,Nokia,7750 SR-1,BOI,0,0
69.57.116.14,DALTXdist-iqdhyxolye,DALTXdist-iqdhyxolye.DAL.lightspeed.net,ADVA,FSP150,DAL,0,0
161.115.133.208,SEAWAdist-makinamavw,SEAWAdist-makinamavw.SEA.lightspeed.net,ADVA,FSP150,SEA,0,0
135.130.98.38,BNATNrtr-xclymxdzhg,BNATNrtr-xclymxdzhg.BNA.lightspeed.net,Arista,7050X3,BNA,0,0
174.132.190.22,NYCNYrtr-awqzyhkclt,NYCNYrtr-awqzyhkclt.NYC.lightspeed.net,Arista,7050X3,NYC,0,0
19.181.111.252,MIAFLrtr-jiwephavtz,MIAFLrtr-jiwephavtz.MIA.lightspeed.net,Arista,7050X3,MIA,0,0
79.61.132.69,MIAFLrtr-lrlsccasvj,MIAFLrtr-lrlsccasvj.MIA.lightspeed.net,Arista,7050X3,MIA,0,0
27.152.242.135,ELPTXdist-hliqqpqrdc,ELPTXdist-hliqqpqrdc.ELP.lightspeed.net,Juniper,QFX5120,ELP,0,0
190.18.149.131,PHLPAcore-tokpmizbwk,PHLPAcore-tokpmizbwk.PHL.lightspeed.net,Juniper,MX204,PHL,0,0
51.203.159.158,SEAWAdist-guoymrlamj,SEAWAdist-guoymrlamj.SEA.lightspeed.net,Juniper,QFX5120,SEA,0,0
113.195.194.201,BOSMAedge-jjndiomsam,BOSMAedge-jjndiomsam.BOS.lightspeed.net,Cisco,ISR4431,BOS,1,0
165.2.87.103,PHLPArtr-xblqbvnkwp,PHLPArtr-xblqbvnkwp.PHL.lightspeed.net,Arista,7050X3,PHL,0,0
162.82.192.30,SEAWArtr-dleqvxaunl,SEAWArtr-dleqvxaunl.SEA.lightspeed.net,Arista,7050X3,SEA,0,0
43.20.170.234,BOSMAdist-gnijxfagqf,BOSMAdist-gnijxfagqf.BOS.lightspeed.net,ADVA,FSP150,BOS,0,0
120.250.251.253,ELPTXdist-ymabwzujof,ELPTXdist-ymabwzujof.ELP.lightspeed.net,Juniper,QFX5120,ELP,0,0
180.9.155.3,MIAFLedge-vsctutywfq,MIAFLedge-vsctutywfq.MIA.lightspeed.net,RAD,ETX-2,MIA,0,0
138.51.223.255,BNATNsw-izazjbxaap,BNATNsw-izazjbxaap.BNA.lightspeed.net,Cisco,Catalyst9300,BNA,0,0
204.60.72.53,LAXCArtr-juxaetrzxs,LAXCArtr-juxaetrzxs.LAX.lightspeed.net,Arista,7050X3,LAX,0,0
92.163.227.53,GEGWAsw-tnodnyiilz,GEGWAsw-tnodnyiilz.GEG.lightspeed.net,Cisco,Catalyst9300,GEG,0,0
68.18.141.193,ABQNMdist-azwqkjxuep,ABQNMdist-azwqkjxuep.ABQ.lightspeed.net,ADVA,FSP150,ABQ,0,0
172.179.84.205,PORORagg-xuntrxxypy,PORORagg-xuntrxxypy.POR.lightspeed.net,ADVA,FSP3000,POR,0,0
18.139.251.30,ABQNMdist-sloytxupij,ABQNMdist-sloytxupij.ABQ.lightspeed.net,Juniper,QFX5120,ABQ,0,0
82.75.148.146,ATLGAcore-xzjyocyerg,ATLGAcore-xzjyocyerg.ATL.lightspeed.net,Cisco,NCS540,ATL,0,0
186.70.109.111,ATLGArtr-nyqeztivzf,ATLGArtr-nyqeztivzf.ATL.lightspeed.net,Arista,7050X3,ATL,0,0
152.29.235.182,ATLGAsw-wrjirmxfgt,ATLGAsw-wrjirmxfgt.ATL.lightspeed.net,Cisco,Catalyst9300,ATL,0,0
157.85.208.123,SFOCAedge-ozunhgjzvz,SFOCAedge-ozunhgjzvz.SFO.lightspeed.net,RAD,ETX-2,SFO,1,0
4.179.183.205,BOIIDsw-xejflekils,BOIIDsw-xejflekils.BOI.lightspeed.net,Cisco,Catalyst9300,BOI,0,0
223.23.181.242,BNATNedge-eyriiduqdd,BNATNedge-eyriiduqdd.BNA.lightspeed.net,Juniper,SRX345,BNA,1,0
57.165.253.188,SFOCAagg-rzawiqjssi,SFOCAagg-rzawiqjssi.SFO.lightspeed.net,Arista,7280R,SFO,0,0
190.104.31.249,SEAWAdist-olqaabhbwg,SEAWAdist-olqaabhbwg.SEA.lightspeed.net,Juniper,QFX5120,SEA,1,0
14.132.150.62,DALTXrtr-capxsoshxe,DALTXrtr-capxsoshxe.DAL.lightspeed.net,Arista,7050X3,DAL,0,0
178.42.177.189,BOSMAsw-zmcrwkypgy,BOSMAsw-zmcrwkypgy.BOS.lightspeed.net,Cisco,Catalyst9300,BOS,0,0
68.6.138.17,OKCOKrtr-umasvptmjl,OKCOKrtr-umasvptmjl.OKC.lightspeed.net,Arista,7050X3,OKC,0,0
203.250.17.214,PITPAdist-atqzfhpftb,PITPAdist-atqzfhpftb.PIT.lightspeed.net,Juniper,QFX5120,PIT,0,0
88.135.99.62,PORORagg-viwnjcwech,PORORagg-viwnjcwech.POR.lightspeed.net,Arista,7280R,POR,0,0
75.2.118.131,ABQNMdist-zbniiqcaae,ABQNMdist-zbniiqcaae.ABQ.lightspeed.net,ADVA,FSP150,ABQ,0,0
126.187.144.192,CLTNCedge-ugbvydlmiv,CLTNCedge-ugbvydlmiv.CLT.lightspeed.net,Juniper,SRX345,CLT,1,0
175.91.162.76,PHLPAedge-ecimvugcto,PHLPAedge-ecimvugcto.PHL.lightspeed.net,Juniper,SRX345,PHL,0,0
137.184.166.254,ATLGAsw-kqdprlzkes,ATLGAsw-kqdprlzkes.ATL.lightspeed.net,Cisco,Catalyst9300,ATL,0,0
53.67.101.109,BOIIDcore-jaiqifwvba,BOIIDcore-jaiqifwvba.BOI.lightspeed.net,Cisco,NCS540,BOI,0,0
74.247.24.138,AUSTXdist-lehsixcopa,AUSTXdist-lehsixcopa.AUS.lightspeed.net,ADVA,FSP150,AUS,0,0
207.93.74.47,OKCOKdist-lebapuqwdt,OKCOKdist-lebapuqwdt.OKC.lightspeed.net,Juniper,QFX5120,OKC,1,0
46.129.185.17,LAXCAsw-igistzbmit,LAXCAsw-igistzbmit.LAX.lightspeed.net,Cisco,Catalyst9300,LAX,0,0
72.178.190.181,LAXCAsw-gkigbmvtjd,LAXCAsw-gkigbmvtjd.LAX.lightspeed.net,Cisco,Catalyst9300,LAX,0,0
185.229.98.162,PHLPAcore-fterwjulzv,PHLPAcore-fterwjulzv.PHL.lightspeed.net,Juniper,MX204,PHL,0,0
40.30.12.51,BOIIDdist-lxpbdtzpap,BOIIDdist-lxpbdtzpap.BOI.lightspeed.net,Juniper,QFX5120,BOI,0,0
69.75.175.81,CLTNCdist-ynrknwvown,CLTNCdist-ynrknwvown.CLT.lightspeed.net,Juniper,QFX5120,CLT,0,0
26.102.173.35,SEAWArtr-cvnnqdmeqd,SEAWArtr-cvnnqdmeqd.SEA.lightspeed.net,Arista,7050X3,SEA,0,0
147.28.61.82,BNATNrtr-djzjwvfmnh,BNATNrtr-djzjwvfmnh.BNA.lightspeed.net,Arista,7050X3,BNA,0,0
10.145.24.121,SFOCAsw-wnkuthrxkr,SFOCAsw-wnkuthrxkr.SFO.lightspeed.net,Cisco,Catalyst9300,SFO,0,0
118.171.108.227,CLTNCedge-lwahvufjew,CLTNCedge-lwahvufjew.CLT.lightspeed.net,Juniper,SRX345,CLT,0,0
198.242.36.124,MIAFLrtr-lfbzjosxvu,MIAFLrtr-lfbzjosxvu.MIA.lightspeed.net,Arista,7050X3,MIA,0,0
106.113.217.90,GEGWArtr-jupsvzjerp,GEGWArtr-jupsvzjerp.GEG.lightspeed.net,Arista,7050X3,GEG,0,0
59.102.81.120,PITPAagg-mxwwymcpup,PITPAagg-mxwwymcpup.PIT.lightspeed.net,ADVA,FSP3000,PIT,0,0
104.105.96.83,NYCNYagg-kcstlttopn,NYCNYagg-kcstlttopn.NYC.lightspeed.net,Arista,7280R,NYC,0,0
89.79.17.82,CLTNCcore-gpgxvmkbck,CLTNCcore-gpgxvmkbck.CLT.lightspeed.net,Nokia,7750 SR-1,CLT,0,0
43.216.191.251,PORORagg-yrgfbfhmfi,PORORagg-yrgfbfhmfi.POR.lightspeed.net,Arista,7280R,POR,0,0
185.200.248.9,ABQNMcore-nrsbydrpha,ABQNMcore-nrsbydrpha.ABQ.lightspeed.net,Cisco,NCS540,ABQ,0,0
48.181.119.166,CLTNCedge-eccggibqar,CLTNCedge-eccggibqar.CLT.lightspeed.net,Cisco,ISR4431,CLT,1,0
125.239.173.107,BOIIDagg-fpuijmhpwv,BOIIDagg-fpuijmhpwv.BOI.lightspeed.net,ADVA,FSP3000,BOI,0,0
104.100.217.117,JAXFLedge-moqxpqpzrs,JAXFLedge-moqxpqpzrs.JAX.lightspeed.net,Juniper,SRX345,JAX,0,0
137.72.15.191,PHLPAsw-pepnwmydnr,PHLPAsw-pepnwmydnr.PHL.lightspeed.net,Cisco,Catalyst9300,PHL,0,0
84.79.97.87,DALTXcore-nuqlmrjxvq,DALTXcore-nuqlmrjxvq.DAL.lightspeed.net,Juniper,MX204,DAL,0,0
63.242.91.135,ELPTXsw-ajvejhtyfk,ELPTXsw-ajvejhtyfk.ELP.lightspeed.net,Cisco,Catalyst9300,ELP,0,0
185.244.218.101,AUSTXagg-dzbblnqqcu,AUSTXagg-dzbblnqqcu.AUS.lightspeed.net,ADVA,FSP3000,AUS,0,0
192.251.59.137,BNATNsw-dzdwgskgug,BNATNsw-dzdwgskgug.BNA.lightspeed.net,Cisco,Catalyst9300,BNA,0,0
8.196.22.116,MIAFLedge-kscuaagcju,MIAFLedge-kscuaagcju.MIA.lightspeed.net,RAD,ETX-2,MIA,1,0
13.227.13.110,SFOCAdist-rmnqjwndkt,SFOCAdist-rmnqjwndkt.SFO.lightspeed.net,ADVA,FSP150,SFO,0,0
46.169.121.93,JAXFLagg-nmmacdqxis,JAXFLagg-nmmacdqxis.JAX.lightspeed.net,Arista,7280R,JAX,0,0
12.120.206.239,OKCOKcore-cxigfkxevb,OKCOKcore-cxigfkxevb.OKC.lightspeed.net,Juniper,MX204,OKC,0,0
221.114.250.107,DALTXagg-xaksgchlnz,DALTXagg-xaksgchlnz.DAL.lightspeed.net,Arista,7280R,DAL,0,0
76.58.34.35,NYCNYrtr-dzavyvmsjp,NYCNYrtr-dzavyvmsjp.NYC.lightspeed.net,Arista,7050X3,NYC,0,0
200.143.89.20,AUSTXedge-hexoogawld,AUSTXedge-hexoogawld.AUS.lightspeed.net,RAD,ETX-2,AUS,0,0
122.132.180.241,ATLGAcore-dycyfziwqs,ATLGAcore-dycyfziwqs.ATL.lightspeed.net,Juniper,MX204,ATL,0,0
219.5.245.125,AUSTXedge-wwccttpwme,AUSTXedge-wwccttpwme.AUS.lightspeed.net,Cisco,ISR4431,AUS,0,0
74.245.108.212,LAXCArtr-ehzyocxenz,LAXCArtr-ehzyocxenz.LAX.lightspeed.net,Arista,7050X3,LAX,0,0
153.148.154.100,SFOCAagg-ilpmeoqbpl,SFOCAagg-ilpmeoqbpl.SFO.lightspeed.net,ADVA,FSP3000,SFO,1,0
213.212.1.184,SFOCAagg-zbxhtqfbuv,SFOCAagg-zbxhtqfbuv.SFO.lightspeed.net,Arista,7280R,SFO,0,0
54.106.210.156,GEGWAagg-jophpojmhh,GEGWAagg-jophpojmhh.GEG.lightspeed.net,ADVA,FSP3000,GEG,0,0
221.170.227.54,PHXAZedge-sguyvjsroh,PHXAZedge-sguyvjsroh.PHX.lightspeed.net,RAD,ETX-2,PHX,0,0
63.212.153.147,OKCOKdist-wjvcchjzbg,OKCOKdist-wjvcchjzbg.OKC.lightspeed.net,ADVA,FSP150,OKC,0,0
10.232.71.10,LAXCAdist-dtcvzszkli,LAXCAdist-dtcvzszkli.LAX.lightspeed.net,Juniper,QFX5120,LAX,0,0
213.229.46.246,SFOCAcore-nmqowapwzn,SFOCAcore-nmqowapwzn.SFO.lightspeed.net,Nokia,7750 SR-1,SFO,0,0
205.139.131.55,JAXFLrtr-kbytlryjqs,JAXFLrtr-kbytlryjqs.JAX.lightspeed.net,Arista,7050X3,JAX,0,0
207.5.215.100,PITPAedge-kkttokmyor,PITPAedge-kkttokmyor.PIT.lightspeed.net,Cisco,ISR4431,PIT,1,0
72.9.119.149,ELPTXedge-zypgegazfl,ELPTXedge-zypgegazfl.ELP.lightspeed.net,Cisco,ISR4431,ELP,0,0
208.76.103.197,BOSMAedge-qadrohgsft,BOSMAedge-qadrohgsft.BOS.lightspeed.net,Cisco,ISR4431,BOS,1,0
84.130.121.148,OKCOKrtr-rqwqsjrxos,OKCOKrtr-rqwqsjrxos.OKC.lightspeed.net,Arista,7050X3,OKC,0,0
86.114.55.136,PITPArtr-jabyuyblmv,PITPArtr-jabyuyblmv.PIT.lightspeed.net,Arista,7050X3,PIT,0,0
8.134.24.163,OKCOKcore-yminrhcwxm,OKCOKcore-yminrhcwxm.OKC.lightspeed.net,Juniper,MX204,OKC,0,0
66.182.65.86,AUSTXsw-vjtbkezegg,AUSTXsw-vjtbkezegg.AUS.lightspeed.net,Cisco,Catalyst9300,AUS,0,0
71.4.62.206,DALTXcore-zpmtcqruzo,DALTXcore-zpmtcqruzo.DAL.lightspeed.net,Nokia,7750 SR-1,DAL,0,0
188.11.104.42,BOIIDdist-immbzzgxjf,BOIIDdist-immbzzgxjf.BOI.lightspeed.net,ADVA,FSP150,BOI,0,0
179.203.226.112,LAXCArtr-olezwwblth,LAXCArtr-olezwwblth.LAX.lightspeed.net,Arista,7050X3,LAX,0,0
72.165.129.46,SEAWAedge-amhtrfxkmf,SEAWAedge-amhtrfxkmf.SEA.lightspeed.net,Cisco,ISR4431,SEA,1,0
72.35.65.240,BOIIDcore-qrbfnenecm,BOIIDcore-qrbfnenecm.BOI.lightspeed.net,Nokia,7750 SR-1,BOI,0,0
120.68.110.213,ATLGAagg-ehfoimoemc,ATLGAagg-ehfoimoemc.ATL.lightspeed.net,ADVA,FSP3000,ATL,0,0
204.250.227.97,LAXCAcore-mjgyzdvcbg,LAXCAcore-mjgyzdvcbg.LAX.lightspeed.net,Cisco,NCS540,LAX,0,0
82.253.19.221,BOIIDrtr-sjxwxciurn,BOIIDrtr-sjxwxciurn.BOI.lightspeed.net,Arista,7050X3,BOI,0,0
9.88.13.110,ABQNMsw-qtqhkawmqc,ABQNMsw-qtqhkawmqc.ABQ.lightspeed.net,Cisco,Catalyst9300,ABQ,0,0
74.136.255.223,JAXFLedge-wvrxtmhjlk,JAXFLedge-wvrxtmhjlk.JAX.lightspeed.net,Cisco,ISR4431,JAX,0,0
139.249.170.103,ABQNMdist-qdfxfscaha,ABQNMdist-qdfxfscaha.ABQ.lightspeed.net,ADVA,FSP150,ABQ,0,0
82.75.137.175,ELPTXdist-ybrrtnuquw,ELPTXdist-ybrrtnuquw.ELP.lightspeed.net,ADVA,FSP150,ELP,0,0
41.64.178.137,ELPTXedge-saubvbtdbz,ELPTXedge-saubvbtdbz.ELP.lightspeed.net,Juniper,SRX345,ELP,1,0
106.0.159.239,OKCOKdist-fwlrbjvcwr,OKCOKdist-fwlrbjvcwr.OKC.lightspeed.net,Juniper,QFX5120,OKC,0,0
221.89.88.222,NYCNYcore-qwmcicmpyh,NYCNYcore-qwmcicmpyh.NYC.lightspeed.net,Cisco,NCS540,NYC,0,0
207.253.62.101,ABQNMedge-jplwfminys,ABQNMedge-jplwfminys.ABQ.lightspeed.net,RAD,ETX-2,ABQ,1,0
