inv_asset_id,inv_ip_address,inv_hostname,inv_vendor,inv_model
3739,10.50.144.126,PHXAZSW26,Cisco,Catalyst9300
3740,10.60.141.31,NYCNYCO78,Juniper,MX204
3741,10.70.158.154,GEGWADS26,Juniper,QFX5120
3742,10.30.58.176,SEAWACO53,Cisco,NCS540
3743,10.60.127.63,PHLPADS62,ADVA,FSP150
3744,10.70.191.216,PORORDS97,Juniper,QFX5120
3745,10.10.56.161,DALTXDS45,Juniper,QFX5120
3746,10.60.239.141,BOSMASW10,Cisco,Catalyst9300
3747,10.60.14.127,PHLPAED73,Juniper,SRX345
3748,10.20.18.128,ATLGADS64,ADVA,FSP150
3749,10.10.205.67,AUSTXDS69,ADVA,FSP150
3750,10.10.140.210,AUSTXED08,Cisco,ISR4431
3751,10.60.23.232,BOSMART45,Arista,7050X3
3752,10.20.22.124,ATLGAAG42,ADVA,FSP3000
3753,10.60.31.233,BOSMART59,Arista,7050X3
3754,10.20.11.94,CLTNCAG22,ADVA,FSP3000
3755,10.30.167.208,SFOCACO61,Cisco,NCS540
3756,10.70.87.73,BOIIDAG61,ADVA,FSP3000
3757,10.60.140.152,BOSMACO07,Nokia,7750 SR-1
3758,10.30.7.152,SEAWADS29,ADVA,FSP150
3759,10.60.40.90,BOSMART15,Arista,7050X3
3760,10.40.246.55,MIAFLAG41,Arista,7280R
3761,10.60.196.141,NYCNYRT38,Arista,7050X3
3762,10.50.8.229,PHXAZDS85,Juniper,QFX5120
3763,10.70.86.90,PORORED68,RAD,ETX-2
3764,10.50.43.228,PHXAZAG58,ADVA,FSP3000
3765,10.40.2.197,MIAFLDS75,ADVA,FSP150
3766,10.60.128.92,PHLPADS36,ADVA,FSP150
3767,10.60.14.202,NYCNYSW60,Cisco,Catalyst9300
3768,10.20.81.63,PITPACO18,Cisco,NCS540
3769,10.60.192.42,BOSMASW72,Cisco,Catalyst9300
3770,10.30.103.34,SEAWART55,Arista,7050X3
3771,10.60.229.85,BOSMAAG21,ADVA,FSP3000
3772,10.40.1.212,BNATNED36,Cisco,ISR4431
3773,10.10.235.14,OKCOKSW44,Cisco,Catalyst9300
3774,10.60.12.47,NYCNYSW45,Cisco,Catalyst9300
3775,10.70.237.188,PORORDS66,Juniper,QFX5120
3776,10.50.137.133,PHXAZDS50,Juniper,QFX5120
3777,10.60.173.12,NYCNYDS08,ADVA,FSP150
3778,10.10.253.236,AUSTXAG55,Arista,7280R
3779,10.40.136.159,JAXFLSW10,Cisco,Catalyst9300
3780,10.30.174.172,SEAWASW36,Cisco,Catalyst9300
3781,10.30.231.184,LAXCAED32,RAD,ETX-2
3782,10.70.247.31,PORORDS22,ADVA,FSP150
3783,10.20.186.129,CLTNCRT10,Arista,7050X3
3784,10.50.50.177,PHXAZRT21,Arista,7050X3
3785,10.60.225.158,BOSMASW84,Cisco,Catalyst9300
3786,10.60.206.181,PHLPADS30,Juniper,QFX5120
3787,10.10.212.17,AUSTXAG98,Arista,7280R
3788,10.30.130.205,LAXCADS85,Juniper,QFX5120
3789,10.60.179.76,NYCNYAG43,Arista,7280R
3790,10.70.162.178,PORORRT51,Arista,7050X3
3791,10.20.156.107,ATLGART39,Arista,7050X3
3792,10.40.127.74,JAXFLSW93,Cisco,Catalyst9300
3793,10.40.108.58,MIAFLED89,RAD,ETX-2
3794,10.20.204.59,ATLGASW59,Cisco,Catalyst9300
3795,10.30.81.12,SEAWADS76,ADVA,FSP150
3796,10.70.10.158,BOIIDED78,Juniper,SRX345
3797,10.20.125.71,PITPAED69,Cisco,ISR4431
3798,10.40.249.196,JAXFLRT19,Arista,7050X3
3799,10.50.184.146,ABQNMDS85,ADVA,FSP150
3800,10.40.60.94,BNATNSW80,Cisco,Catalyst9300
3801,10.60.131.123,NYCNYSW30,Cisco,Catalyst9300
3802,10.60.44.52,PHLPASW56,Cisco,Catalyst9300
3803,10.70.158.174,PORORDS84,Juniper,QFX5120
3804,10.30.110.43,SFOCADS71,Juniper,QFX5120
3805,10.20.6.74,CLTNCED14,RAD,ETX-2
3806,10.60.132.42,NYCNYAG39,ADVA,FSP3000
3807,10.60.251.252,BOSMACO31,Cisco,NCS540
3808,10.70.115.30,GEGWACO53,Cisco,NCS540
3809,10.70.114.115,PORORSW54,Cisco,Catalyst9300
3810,10.10.121.14,OKCOKED08,Cisco,ISR4431
3811,10.10.251.29,DALTXCO32,Nokia,7750 SR-1
3812,10.70.8.238,BOIIDSW31,Cisco,Catalyst9300
3813,10.50.154.223,ABQNMSW04,Cisco,Catalyst9300
3814,10.10.142.117,DALTXSW91,Cisco,Catalyst9300
3815,10.50.189.67,PHXAZDS18,ADVA,FSP150
3816,10.10.171.137,OKCOKCO15,Juniper,MX204
3817,10.20.239.24,CLTNCSW23,Cisco,Catalyst9300
3818,10.70.214.107,PORORAG74,ADVA,FSP3000
3819,10.60.69.214,BOSMADS93,Juniper,QFX5120
3820,10.30.106.81,LAXCASW89,Cisco,Catalyst9300
3821,10.40.30.231,BNATNSW85,Cisco,Catalyst9300
3822,10.60.57.9,NYCNYCO05,Juniper,MX204
3823,10.40.193.128,JAXFLED72,Cisco,ISR4431
3824,10.30.136.69,SEAWART90,Arista,7050X3
3825,10.70.80.71,GEGWART94,Arista,7050X3
3826,10.20.46.37,CLTNCDS98,ADVA,FSP150
3827,10.70.115.91,BOIIDSW20,Cisco,Catalyst9300
3828,10.40.100.36,BNATNCO91,Juniper,MX204
3829,10.50.149.2,PHXAZRT86,Arista,7050X3
3830,10.10.97.53,AUSTXCO91,Juniper,MX204
3831,10.60.10.113,NYCNYRT11,Arista,7050X3
3832,10.40.31.49,MIAFLSW75,Cisco,Catalyst9300
3833,10.10.201.16,OKCOKDS43,Juniper,QFX5120
3834,10.20.179.208,CLTNCED06,RAD,ETX-2
3835,10.20.47.42,CLTNCSW58,Cisco,Catalyst9300
3836,10.70.148.95,GEGWADS06,ADVA,FSP150
3837,10.10.239.126,OKCOKDS90,Juniper,QFX5120
3838,10.50.110.22,ELPTXAG54,ADVA,FSP3000
3839,10.60.50.150,PHLPASW31,Cisco,Catalyst9300
3840,10.30.208.155,SFOCADS22,ADVA,FSP150
3841,10.40.137.26,BNATNRT88,Arista,7050X3
3842,10.70.96.169,PORORRT37,Arista,7050X3
3843,10.10.77.212,AUSTXRT57,Arista,7050X3
3844,10.60.57.234,NYCNYED12,Cisco,ISR4431
3845,10.70.253.251,GEGWACO98,Cisco,NCS540
3846,10.30.125.135,SEAWAAG12,ADVA,FSP3000
3847,10.40.141.69,JAXFLRT25,Arista,7050X3
3848,10.50.92.144,ABQNMAG81,ADVA,FSP3000
3849,10.20.240.34,PITPACO15,Juniper,MX204
3850,10.30.56.6,LAXCACO25,Juniper,MX204
3851,10.30.221.194,SEAWACO04,Nokia,7750 SR-1
3852,10.60.43.102,BOSMADS07,ADVA,FSP150
3853,10.60.242.72,BOSMAAG56,Arista,7280R
3854,10.30.92.89,SEAWAED05,RAD,ETX-2
3855,10.60.182.67,PHLPADS96,Juniper,QFX5120
3856,10.20.153.186,PITPASW76,Cisco,Catalyst9300
3857,10.70.46.155,GEGWACO40,Nokia,7750 SR-1
3858,10.30.113.102,SEAWACO26,Juniper,MX204
3859,10.30.203.89,SFOCAAG98,Arista,7280R
3860,10.30.231.176,LAXCASW77,Cisco,Catalyst9300
3861,10.70.4.208,PORORED33,Cisco,ISR4431
3862,10.10.100.193,OKCOKDS45,Juniper,QFX5120
3863,10.50.137.255,PHXAZSW31,Cisco,Catalyst9300
3864,10.70.141.109,GEGWASW78,Cisco,Catalyst9300
3865,10.60.203.150,PHLPAAG31,ADVA,FSP3000
3866,10.70.117.113,GEGWASW29,Cisco,Catalyst9300
3867,10.60.46.213,NYCNYCO89,Cisco,NCS540
3868,10.60.94.228,PHLPAED84,RAD,ETX-2
3869,10.70.12.175,BOIIDRT04,Arista,7050X3
3870,10.50.244.206,PHXAZED23,Juniper,SRX345
3871,10.30.72.216,SEAWASW90,Cisco,Catalyst9300
3872,10.30.209.208,LAXCAAG17,Arista,7280R
3873,10.70.80.83,PORORSW74,Cisco,Catalyst9300
3874,10.70.16.90,GEGWAED27,Cisco,ISR4431
3875,10.30.160.238,SEAWART57,Arista,7050X3
3876,10.70.98.189,PORORRT04,Arista,7050X3
3877,10.50.90.169,ELPTXSW56,Cisco,Catalyst9300
3878,10.20.55.202,CLTNCED10,Juniper,SRX345
3879,10.20.129.115,CLTNCDS60,Juniper,QFX5120
3880,10.30.149.193,LAXCASW65,Cisco,Catalyst9300
3881,10.60.176.219,BOSMASW11,Cisco,Catalyst9300
3882,10.20.121.245,PITPASW85,Cisco,Catalyst9300
3883,10.50.242.145,PHXAZSW88,Cisco,Catalyst9300
3884,10.10.25.229,OKCOKED31,RAD,ETX-2
3885,10.10.1.205,AUSTXDS29,Juniper,QFX5120
3886,10.50.56.142,ABQNMRT76,Arista,7050X3
3887,10.30.76.216,SFOCAED90,Juniper,SRX345
3888,10.40.50.95,MIAFLRT09,Arista,7050X3
3889,10.50.105.143,PHXAZAG12,ADVA,FSP3000
3890,10.10.75.200,DALTXDS09,ADVA,FSP150
3891,10.70.1.139,BOIIDDS48,ADVA,FSP150
3892,10.10.112.33,OKCOKAG89,ADVA,FSP3000
3893,10.20.143.55,PITPAED79,RAD,ETX-2
3894,10.60.92.79,NYCNYDS01,ADVA,FSP150
3895,10.70.151.115,BOIIDDS27,Juniper,QFX5120
3896,10.40.156.132,JAXFLSW19,Cisco,Catalyst9300
3897,10.70.113.198,BOIIDDS79,ADVA,FSP150
3898,10.20.144.196,ATLGADS45,ADVA,FSP150
3899,10.20.79.13,CLTNCED81,RAD,ETX-2
3900,10.30.165.255,SEAWADS90,Juniper,QFX5120
3901,10.40.65.140,BNATNSW53,Cisco,Catalyst9300
3902,10.30.68.190,SEAWAAG16,Arista,7280R
3903,10.70.122.86,BOIIDSW74,Cisco,Catalyst9300
3904,10.60.97.30,PHLPACO11,Nokia,7750 SR-1
3905,10.60.166.106,BOSMART78,Arista,7050X3
3906,10.40.179.0,MIAFLED45,RAD,ETX-2
3907,10.10.84.245,AUSTXED56,Cisco,ISR4431
3908,10.70.184.202,BOIIDDS53,Juniper,QFX5120
3909,10.20.56.237,ATLGASW03,Cisco,Catalyst9300
3910,10.60.107.164,PHLPADS93,ADVA,FSP150
3911,10.70.191.68,PORORCO78,Juniper,MX204
3912,10.40.50.166,JAXFLAG18,Arista,7280R
3913,10.50.18.27,ELPTXRT32,Arista,7050X3
3914,10.70.46.140,BOIIDSW92,Cisco,Catalyst9300
3915,10.30.200.224,LAXCACO59,Juniper,MX204
3916,10.20.4.167,PITPAED56,RAD,ETX-2
3917,10.10.188.75,OKCOKSW29,Cisco,Catalyst9300
3918,10.10.177.40,OKCOKRT07,Arista,7050X3
3919,10.20.246.199,PITPACO47,Juniper,MX204
3920,10.60.154.144,PHLPASW57,Cisco,Catalyst9300
3921,10.60.211.179,NYCNYCO68,Cisco,NCS540
3922,10.20.248.22,PITPASW53,Cisco,Catalyst9300
3923,10.30.242.17,LAXCAAG12,Arista,7280R
3924,10.30.162.238,SEAWASW45,Cisco,Catalyst9300
3925,10.50.154.240,ABQNMAG45,ADVA,FSP3000
3926,10.60.86.214,NYCNYRT54,Arista,7050X3
3927,10.60.26.108,PHLPACO15,Cisco,NCS540
3928,10.70.78.247,GEGWACO69,Nokia,7750 SR-1
3929,10.50.224.17,ELPTXED16,RAD,ETX-2
3930,10.30.55.187,LAXCART60,Arista,7050X3
3931,10.40.242.14,JAXFLSW76,Cisco,Catalyst9300
3932,10.30.66.49,SFOCADS87,Juniper,QFX5120
3933,10.70.12.109,GEGWAAG17,Arista,7280R
3934,10.10.163.128,DALTXED64,Cisco,ISR4431
3935,10.20.56.139,ATLGART52,Arista,7050X3
3936,10.70.153.61,GEGWART79,Arista,7050X3
3937,10.30.175.29,SEAWAAG36,ADVA,FSP3000
3938,10.60.142.180,BOSMAED21,RAD,ETX-2
3939,10.60.191.213,BOSMADS92,Juniper,QFX5120
3940,10.70.222.66,BOIIDSW05,Cisco,Catalyst9300
3941,10.70.130.129,PORORED89,Juniper,SRX345
3942,10.20.91.41,CLTNCSW01,Cisco,Catalyst9300
3943,10.70.56.235,PORORCO72,Cisco,NCS540
3944,10.50.170.132,PHXAZDS55,Juniper,QFX5120
3945,10.50.49.204,PHXAZED69,RAD,ETX-2
3946,10.30.192.153,SEAWAAG77,ADVA,FSP3000
3947,10.10.143.211,AUSTXRT40,Arista,7050X3
3948,10.30.219.171,SFOCACO02,Cisco,NCS540
3949,10.30.211.5,SEAWADS01,ADVA,FSP150
3950,10.10.8.67,AUSTXED31,Cisco,ISR4431
3951,10.60.155.243,NYCNYDS23,Juniper,QFX5120
3952,10.30.82.76,SFOCACO32,Cisco,NCS540
3953,10.20.220.37,CLTNCCO75,Cisco,NCS540
3954,10.20.22.112,ATLGACO65,Nokia,7750 SR-1
3955,10.30.72.183,SFOCADS58,ADVA,FSP150
3956,10.60.83.25,BOSMASW54,Cisco,Catalyst9300
3957,10.60.252.139,NYCNYCO14,Nokia,7750 SR-1
3958,10.20.37.225,ATLGADS93,ADVA,FSP150
3959,10.20.103.143,ATLGART89,Arista,7050X3
3960,10.10.164.133,DALTXAG87,ADVA,FSP3000
3961,10.70.52.108,GEGWART87,Arista,7050X3
3962,10.30.49.210,LAXCASW78,Cisco,Catalyst9300
3963,10.30.97.1,LAXCADS19,ADVA,FSP150
3964,10.60.120.34,NYCNYDS53,Juniper,QFX5120
3965,10.70.179.99,BOIIDDS91,ADVA,FSP150
3966,10.70.37.93,GEGWASW14,Cisco,Catalyst9300
3967,10.40.222.159,MIAFLDS02,Juniper,QFX5120
3968,10.30.44.200,SEAWAED45,Juniper,SRX345
3969,10.10.243.152,AUSTXAG46,ADVA,FSP3000
3970,10.20.11.230,CLTNCAG50,Arista,7280R
3971,10.10.230.151,DALTXED25,Cisco,ISR4431
3972,10.40.234.157,BNATNRT36,Arista,7050X3
3973,10.70.31.78,GEGWACO27,Juniper,MX204
3974,10.70.77.52,PORORCO62,Cisco,NCS540
3975,10.40.215.39,MIAFLCO19,Juniper,MX204
3976,10.50.138.214,ABQNMRT62,Arista,7050X3
3977,10.30.104.69,LAXCAAG96,Arista,7280R
3978,10.10.92.190,DALTXED57,Cisco,ISR4431
3979,10.30.208.69,SFOCASW05,Cisco,Catalyst9300
3980,10.60.18.153,BOSMAED27,Juniper,SRX345
3981,10.60.72.45,NYCNYSW96,Cisco,Catalyst9300
3982,10.70.216.48,BOIIDED14,RAD,ETX-2
3983,10.70.65.165,BOIIDED89,RAD,ETX-2
3984,10.40.125.121,MIAFLSW35,Cisco,Catalyst9300
3985,10.30.198.104,LAXCART11,Arista,7050X3
3986,10.30.148.187,SFOCAAG49,ADVA,FSP3000
3987,10.60.199.156,NYCNYAG68,Arista,7280R
3988,10.40.119.193,JAXFLSW54,Cisco,Catalyst9300
3989,10.60.72.194,NYCNYCO77,Nokia,7750 SR-1
3990,10.60.77.44,BOSMART46,Arista,7050X3
3991,10.30.48.136,LAXCACO87,Cisco,NCS540
3992,10.20.16.28,ATLGADS78,Juniper,QFX5120
3993,10.70.33.27,GEGWAAG93,ADVA,FSP3000
3994,10.60.43.81,NYCNYCO73,Nokia,7750 SR-1
3995,10.70.97.65,PORORRT65,Arista,7050X3
3996,10.60.0.39,BOSMAAG35,Arista,7280R
3997,10.30.177.138,LAXCACO88,Cisco,NCS540
3998,10.40.47.159,JAXFLAG62,ADVA,FSP3000
3999,10.40.8.185,MIAFLRT25,Arista,7050X3
4000,10.70.110.64,PORORSW72,Cisco,Catalyst9300
4001,10.70.248.208,PORORCO13,Cisco,NCS540
4002,10.50.23.20,PHXAZED51,Cisco,ISR4431
4003,10.10.47.165,AUSTXCO99,Nokia,7750 SR-1
4004,10.30.234.229,SEAWAED62,RAD,ETX-2
4005,10.10.171.25,AUSTXDS95,Juniper,QFX5120
4006,10.30.190.199,LAXCAAG27,ADVA,FSP3000
4007,10.50.252.214,PHXAZDS93,Juniper,QFX5120
4008,10.70.191.237,GEGWART40,Arista,7050X3
4009,10.60.52.7,NYCNYSW13,Cisco,Catalyst9300
4010,10.70.128.111,BOIIDDS10,ADVA,FSP150
4011,10.50.13.21,ELPTXDS01,Juniper,QFX5120
4012,10.30.102.96,SFOCASW72,Cisco,Catalyst9300
4013,10.50.49.61,ABQNMDS66,ADVA,FSP150
4014,10.30.233.107,SFOCAAG70,Arista,7280R
4015,10.30.184.16,SFOCAAG62,ADVA,FSP3000
4016,10.20.127.179,ATLGAAG68,ADVA,FSP3000
4017,10.70.146.155,PORORDS01,Juniper,QFX5120
4018,10.40.194.232,MIAFLSW41,Cisco,Catalyst9300
4019,10.60.211.82,NYCNYAG92,ADVA,FSP3000
4020,10.60.110.218,BOSMAAG27,ADVA,FSP3000
4021,10.10.19.128,OKCOKAG24,ADVA,FSP3000
4022,10.60.137.143,PHLPASW94,Cisco,Catalyst9300
4023,10.20.236.15,PITPADS04,Juniper,QFX5120
4024,10.30.89.13,SFOCART24,Arista,7050X3
4025,10.50.35.146,ELPTXRT85,Arista,7050X3
4026,10.60.178.43,PHLPADS41,ADVA,FSP150
4027,10.60.130.249,PHLPASW10,Cisco,Catalyst9300
4028,10.30.9.6,SFOCASW68,Cisco,Catalyst9300
4029,10.60.174.164,PHLPAED22,RAD,ETX-2
4030,10.60.180.107,BOSMADS04,ADVA,FSP150
4031,10.10.163.12,OKCOKRT89,Arista,7050X3
4032,10.30.126.22,SEAWACO20,Cisco,NCS540
4033,10.70.183.114,BOIIDAG09,Arista,7280R
4034,10.60.48.233,PHLPASW47,Cisco,Catalyst9300
4035,10.30.201.252,SFOCAED10,RAD,ETX-2
4036,10.60.44.225,NYCNYAG12,ADVA,FSP3000
4037,10.60.142.159,BOSMADS65,Juniper,QFX5120
4038,10.50.59.163,PHXAZAG34,Arista,7280R
4039,10.10.65.65,AUSTXRT18,Arista,7050X3
4040,10.30.6.159,LAXCART32,Arista,7050X3
4041,10.40.196.72,MIAFLDS79,ADVA,FSP150
4042,10.50.66.139,PHXAZAG76,ADVA,FSP3000
4043,10.30.107.128,SEAWART92,Arista,7050X3
4044,10.20.41.182,ATLGACO67,Nokia,7750 SR-1
4045,10.60.57.168,BOSMACO41,Cisco,NCS540
4046,10.10.38.152,OKCOKDS66,ADVA,FSP150
4047,10.10.223.130,AUSTXED15,RAD,ETX-2
4048,10.60.104.40,PHLPAAG93,Arista,7280R
4049,10.10.95.199,DALTXDS29,Juniper,QFX5120
4050,10.10.76.77,OKCOKAG74,Arista,7280R
4051,10.30.152.62,LAXCACO43,Juniper,MX204
4052,10.60.59.80,PHLPAAG56,ADVA,FSP3000
4053,10.60.55.191,NYCNYRT79,Arista,7050X3
4054,10.10.240.18,OKCOKDS38,ADVA,FSP150
4055,10.70.29.192,GEGWASW83,Cisco,Catalyst9300
4056,10.40.177.56,BNATNCO63,Cisco,NCS540
4057,10.60.255.102,NYCNYAG41,ADVA,FSP3000
4058,10.50.160.13,PHXAZRT28,Arista,7050X3
4059,10.20.241.12,CLTNCSW19,Cisco,Catalyst9300
4060,10.60.84.11,NYCNYCO49,Juniper,MX204
4061,10.70.186.185,GEGWAAG01,ADVA,FSP3000
4062,10.60.66.94,PHLPASW05,Cisco,Catalyst9300
4063,10.40.73.190,MIAFLCO23,Juniper,MX204
4064,10.20.60.17,PITPAAG82,Arista,7280R
4065,10.60.98.75,BOSMADS63,Juniper,QFX5120
4066,10.70.46.115,GEGWAAG73,ADVA,FSP3000
4067,10.60.128.86,PHLPADS76,Juniper,QFX5120
4068,10.60.145.10,BOSMAAG40,Arista,7280R
4069,10.70.177.109,BOIIDCO62,Cisco,NCS540
4070,10.60.130.55,NYCNYRT44,Arista,7050X3
4071,10.70.244.175,GEGWAAG13,Arista,7280R
4072,10.20.95.99,PITPASW41,Cisco,Catalyst9300
4073,10.30.50.149,SEAWADS55,Juniper,QFX5120
4074,10.30.17.40,LAXCAAG86,ADVA,FSP3000
4075,10.30.217.93,SEAWADS04,Juniper,QFX5120
4076,10.70.49.217,GEGWAED25,RAD,ETX-2
4077,10.30.204.233,SFOCASW54,Cisco,Catalyst9300
4078,10.20.39.224,ATLGART66,Arista,7050X3
4079,10.60.209.44,BOSMASW74,Cisco,Catalyst9300
4080,10.60.182.71,NYCNYRT15,Arista,7050X3
4081,10.10.85.60,DALTXSW20,Cisco,Catalyst9300
4082,10.50.25.192,PHXAZAG23,Arista,7280R
4083,10.40.81.110,JAXFLED02,Cisco,ISR4431
4084,10.60.194.228,BOSMASW82,Cisco,Catalyst9300
4085,10.40.88.22,JAXFLDS33,ADVA,FSP150
4086,10.20.192.142,ATLGADS12,Juniper,QFX5120
4087,10.70.53.1,PORORDS96,ADVA,FSP150
4088,10.30.179.69,LAXCADS39,ADVA,FSP150
4089,10.70.116.175,PORORSW83,Cisco,Catalyst9300
4090,10.40.206.121,BNATNED78,Juniper,SRX345
4091,10.40.91.115,BNATNCO34,Cisco,NCS540
4092,10.20.154.43,ATLGADS46,ADVA,FSP150
4093,10.10.43.160,AUSTXED97,RAD,ETX-2
4094,10.30.116.87,LAXCASW34,Cisco,Catalyst9300
4095,10.10.163.109,OKCOKED96,Cisco,ISR4431
4096,10.10.202.103,DALTXED23,Juniper,SRX345
4097,10.60.34.2,BOSMART09,Arista,7050X3
4098,10.70.253.129,PORORRT40,Arista,7050X3
4099,10.60.249.70,BOSMART85,Arista,7050X3
4100,10.30.36.11,LAXCAAG97,ADVA,FSP3000
4101,10.70.79.10,GEGWADS36,Juniper,QFX5120
4102,10.60.22.172,PHLPADS65,ADVA,FSP150
4103,10.10.235.79,DALTXDS50,Juniper,QFX5120
4104,10.60.25.160,NYCNYRT55,Arista,7050X3
4105,10.20.249.151,PITPAAG72,ADVA,FSP3000
4106,10.60.20.67,BOSMAAG33,Arista,7280R
4107,10.60.175.120,BOSMART73,Arista,7050X3
4108,10.70.214.123,GEGWAAG79,ADVA,FSP3000
4109,10.10.31.131,AUSTXSW07,Cisco,Catalyst9300
4110,10.70.53.233,BOIIDAG51,Arista,7280R
4111,10.70.97.82,GEGWADS76,Juniper,QFX5120
4112,10.70.206.13,PORORDS39,Juniper,QFX5120
4113,10.70.13.153,GEGWAED43,RAD,ETX-2
4114,10.50.252.171,ELPTXAG62,ADVA,FSP3000
4115,10.20.14.15,PITPADS95,ADVA,FSP150
4116,10.70.180.18,GEGWASW66,Cisco,Catalyst9300
4117,10.50.218.140,ELPTXED90,Juniper,SRX345
4118,10.10.147.28,AUSTXRT48,Arista,7050X3
4119,10.20.173.175,CLTNCRT76,Arista,7050X3
4120,10.60.43.55,NYCNYCO93,Juniper,MX204
4121,10.60.92.163,NYCNYRT09,Arista,7050X3
4122,10.50.188.166,ELPTXAG09,ADVA,FSP3000
4123,10.70.137.247,PORORDS50,Juniper,QFX5120
4124,10.20.82.5,PITPADS31,Juniper,QFX5120
4125,10.20.102.252,CLTNCDS46,Juniper,QFX5120
4126,10.30.39.141,LAXCADS36,ADVA,FSP150
4127,10.10.58.37,DALTXAG82,ADVA,FSP3000
4128,10.70.184.190,BOIIDRT21,Arista,7050X3
4129,10.10.246.38,AUSTXAG25,ADVA,FSP3000
4130,10.20.6.159,ATLGAED06,RAD,ETX-2
4131,10.30.181.177,LAXCASW07,Cisco,Catalyst9300
4132,10.30.164.17,SEAWASW83,Cisco,Catalyst9300
4133,10.50.220.72,ELPTXDS56,Juniper,QFX5120
4134,10.40.183.213,BNATNDS63,Juniper,QFX5120
4135,10.60.207.95,NYCNYDS62,Juniper,QFX5120
4136,10.10.8.137,AUSTXCO80,Nokia,7750 SR-1
4137,10.20.168.123,CLTNCSW75,Cisco,Catalyst9300
4138,10.40.221.88,MIAFLCO72,Juniper,MX204
4139,10.30.174.255,SFOCAED22,Juniper,SRX345
4140,10.10.153.194,AUSTXDS09,ADVA,FSP150
4141,10.60.36.183,PHLPART92,Arista,7050X3
4142,10.40.51.8,BNATNRT64,Arista,7050X3
4143,10.60.80.3,PHLPART14,Arista,7050X3
4144,10.60.141.120,BOSMART48,Arista,7050X3
4145,10.30.24.74,SEAWAAG75,Arista,7280R
4146,10.30.136.93,LAXCACO06,Juniper,MX204
4147,10.10.244.240,AUSTXAG31,ADVA,FSP3000
4148,10.60.147.227,NYCNYAG01,ADVA,FSP3000
4149,10.10.96.171,OKCOKAG53,ADVA,FSP3000
4150,10.60.212.28,PHLPART04,Arista,7050X3
4151,10.20.141.240,PITPART35,Arista,7050X3
4152,10.30.35.2,LAXCADS08,ADVA,FSP150
4153,10.60.126.190,BOSMAAG77,ADVA,FSP3000
4154,10.30.109.248,SEAWASW64,Cisco,Catalyst9300
4155,10.60.38.67,PHLPART19,Arista,7050X3
4156,10.60.43.232,PHLPACO37,Nokia,7750 SR-1
4157,10.70.133.223,PORORED27,RAD,ETX-2
4158,10.20.144.42,CLTNCSW09,Cisco,Catalyst9300
4159,10.30.1.188,SFOCADS48,ADVA,FSP150
4160,10.40.161.125,BNATNRT58,Arista,7050X3
4161,10.10.122.162,DALTXCO76,Nokia,7750 SR-1
4162,10.20.68.180,ATLGASW67,Cisco,Catalyst9300
4163,10.10.109.151,OKCOKRT16,Arista,7050X3
4164,10.30.2.92,SFOCACO37,Cisco,NCS540
4165,10.10.97.42,AUSTXRT77,Arista,7050X3
4166,10.10.26.114,DALTXAG09,Arista,7280R
4167,10.40.92.51,JAXFLED99,Juniper,SRX345
4168,10.50.61.71,PHXAZSW53,Cisco,Catalyst9300
4169,10.60.92.12,NYCNYSW55,Cisco,Catalyst9300
4170,10.20.197.123,ATLGASW12,Cisco,Catalyst9300
4171,10.70.190.56,GEGWASW24,Cisco,Catalyst9300
4172,10.70.171.150,GEGWASW94,Cisco,Catalyst9300
4173,10.30.247.227,SEAWACO05,Juniper,MX204
4174,10.30.44.221,SFOCART35,Arista,7050X3
4175,10.10.71.243,OKCOKRT52,Arista,7050X3
4176,10.10.34.160,DALTXED29,Cisco,ISR4431
4177,10.20.185.182,CLTNCRT80,Arista,7050X3
4178,10.60.54.226,NYCNYDS02,Juniper,QFX5120
4179,10.70.35.130,GEGWAED57,RAD,ETX-2
4180,10.50.219.139,ABQNMCO23,Nokia,7750 SR-1
4181,10.60.154.76,BOSMART68,Arista,7050X3
4182,10.50.97.98,ELPTXED29,RAD,ETX-2
4183,10.30.151.30,LAXCACO76,Juniper,MX204
4184,10.70.113.145,BOIIDDS20,Juniper,QFX5120
4185,10.60.59.48,BOSMASW86,Cisco,Catalyst9300
4186,10.20.102.48,ATLGACO98,Cisco,NCS540
4187,10.20.173.120,PITPAED84,Juniper,SRX345
4188,10.10.97.46,DALTXDS72,Juniper,QFX5120
4189,10.30.152.202,SEAWART37,Arista,7050X3
4190,10.60.211.32,PHLPACO23,Cisco,NCS540
4191,10.70.64.97,GEGWAED12,Juniper,SRX345
4192,10.70.57.119,BOIIDDS59,Juniper,QFX5120
4193,10.70.135.155,GEGWACO41,Cisco,NCS540
4194,10.70.209.220,PORORDS86,Juniper,QFX5120
4195,10.30.197.97,SEAWAAG94,Arista,7280R
4196,10.70.158.173,PORORAG99,Arista,7280R
4197,10.70.33.230,PORORAG64,ADVA,FSP3000
4198,10.60.206.84,PHLPADS50,Juniper,QFX5120
4199,10.60.182.91,NYCNYCO32,Nokia,7750 SR-1
4200,10.20.192.206,ATLGASW23,Cisco,Catalyst9300
4201,10.70.104.26,PORORCO59,Nokia,7750 SR-1
4202,10.60.102.44,PHLPADS45,Juniper,QFX5120
4203,10.60.169.192,NYCNYRT06,Arista,7050X3
4204,10.30.224.25,LAXCADS75,Juniper,QFX5120
4205,10.70.174.254,PORORRT73,Arista,7050X3
4206,10.10.89.159,DALTXED06,Juniper,SRX345
